'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 47',1,3,2,0,0.6,3029,130,83,0,213,2758,58,15000,50600,65600
'Simulation 48',1,3,2,0,0.6,2989,162,108,0,270,2657,62,15000,51300,66300
'Simulation 49',1,3,2,0,0.6,2997,137,122,0,259,2663,75,15000,52000,67000
'Simulation 50',1,3,2,0,0.6,2946,178,92,0,270,2615,61,15000,51250,66250
'AveragedSim',1,3.0,2.0,0.0,0.6,2992.68,153.76,98.32,0.0,252.08,2675.08,65.52,15000.0,50948.0,65948.0
'Simulation 51',1,3,2,0,0.65,3289,144,93,0,237,2986,66,15000,54150,69150
'Simulation 52',1,3,2,0,0.65,3273,130,82,0,212,2991,70,15000,53600,68600
'Simulation 53',1,3,2,0,0.65,3271,145,86,0,231,2967,73,15000,54100,69100
'Simulation 54',1,3,2,0,0.65,3264,157,106,0,263,2925,76,15000,53650,68650
'Simulation 55',1,3,2,0,0.65,3330,131,88,0,219,3050,61,15000,54250,69250
'Simulation 56',1,3,2,0,0.65,3243,136,76,0,212,2953,78,15000,52050,67050
'Simulation 57',1,3,2,0,0.65,3236,136,90,0,226,2940,70,15000,52650,67650
'Simulation 58',1,3,2,0,0.65,3257,133,101,0,234,2950,73,15000,55000,70000
'Simulation 59',1,3,2,0,0.65,3232,126,104,0,230,2930,72,15000,53650,68650
'Simulation 60',1,3,2,0,0.65,3258,132,96,0,228,2953,77,15000,54900,69900
'Simulation 61',1,3,2,0,0.65,3237,140,93,0,233,2929,75,15000,52850,67850
'Simulation 62',1,3,2,0,0.65,3294,126,84,0,210,3015,69,15000,53450,68450
'Simulation 63',1,3,2,0,0.65,3295,129,68,0,197,3029,69,15000,53600,68600
'Simulation 64',1,3,2,0,0.65,3271,138,102,0,240,2963,68,15000,53300,68300
'Simulation 65',1,3,2,0,0.65,3259,129,88,0,217,2969,73,15000,53400,68400
'Simulation 66',1,3,2,0,0.65,3274,115,79,0,194,3003,77,15000,55050,70050
'Simulation 67',1,3,2,0,0.65,3193,149,93,0,242,2881,70,15000,52350,67350
'Simulation 68',1,3,2,0,0.65,3189,131,89,0,220,2897,72,15000,52750,67750
'Simulation 69',1,3,2,0,0.65,3228,138,100,0,238,2908,82,15000,52800,67800
'Simulation 70',1,3,2,0,0.65,3273,174,107,0,281,2920,72,15000,53050,68050
'Simulation 71',1,3,2,0,0.65,3264,152,93,0,245,2953,66,15000,54600,69600
'Simulation 72',1,3,2,0,0.65,3300,117,73,0,190,3031,79,15000,53700,68700
'Simulation 73',1,3,2,0,0.65,3276,130,100,0,230,2974,72,15000,53000,68000
'Simulation 74',1,3,2,0,0.65,3211,133,83,0,216,2930,65,15000,53400,68400
'Simulation 75',1,3,2,0,0.65,3312,134,85,0,219,3018,75,15000,54100,69100
'AveragedSim',1,3.0,2.0,0.0,0.65,3261.16,136.2,90.36,0.0,226.56,2962.6,72.0,15000.0,53576.0,68576.0
'Simulation 76',1,3,2,0,0.7,3476,119,67,0,186,3217,73,15000,55200,70200
'Simulation 77',1,3,2,0,0.7,3492,135,72,0,207,3216,69,15000,56600,71600
'Simulation 78',1,3,2,0,0.7,3484,126,93,0,219,3190,75,15000,56250,71250
'Simulation 79',1,3,2,0,0.7,3512,135,84,0,219,3217,76,15000,56600,71600
'Simulation 80',1,3,2,0,0.7,3480,148,83,0,231,3164,85,15000,55500,70500
'Simulation 81',1,3,2,0,0.7,3539,143,92,0,235,3226,78,15000,56650,71650
'Simulation 82',1,3,2,0,0.7,3510,123,92,0,215,3222,73,15000,55700,70700
'Simulation 83',1,3,2,0,0.7,3526,119,80,0,199,3247,80,15000,53950,68950
'Simulation 84',1,3,2,0,0.7,3494,130,86,0,216,3200,78,15000,52900,67900
'Simulation 85',1,3,2,0,0.7,3527,119,83,0,202,3241,84,15000,56800,71800
'Simulation 86',1,3,2,0,0.7,3467,148,98,0,246,3144,77,15000,55450,70450
'Simulation 87',1,3,2,0,0.7,3449,107,64,0,171,3204,74,15000,56200,71200
'Simulation 88',1,3,2,0,0.7,3479,139,104,0,243,3160,76,15000,54100,69100
'Simulation 89',1,3,2,0,0.7,3479,150,105,0,255,3155,69,15000,57550,72550
'Simulation 90',1,3,2,0,0.7,3525,106,61,0,167,3292,66,15000,55350,70350
'Simulation 91',1,3,2,0,0.7,3456,138,92,0,230,3150,76,15000,55000,70000
'Simulation 92',1,3,2,0,0.7,3460,129,76,0,205,3179,76,15000,54350,69350
'Simulation 93',1,3,2,0,0.7,3502,119,62,0,181,3245,76,15000,56050,71050
'Simulation 94',1,3,2,0,0.7,3529,151,105,0,256,3196,77,15000,56400,71400
'Simulation 95',1,3,2,0,0.7,3499,125,82,0,207,3212,80,15000,55950,70950
'Simulation 96',1,3,2,0,0.7,3517,129,85,0,214,3227,76,15000,57800,72800
'Simulation 97',1,3,2,0,0.7,3490,102,83,0,185,3226,79,15000,55500,70500
'Simulation 98',1,3,2,0,0.7,3551,138,93,0,231,3247,73,15000,57250,72250
'Simulation 99',1,3,2,0,0.7,3508,147,80,0,227,3208,73,15000,55550,70550
'Simulation 100',1,3,2,0,0.7,3521,121,77,0,198,3250,73,15000,55150,70150
'AveragedSim',1,3.0,2.0,0.0,0.7,3498.88,129.84,83.96,0.0,213.8,3209.4,75.68,15000.0,55752.0,70752.0
'Simulation 101',1,3,2,0,0.75,3736,136,78,0,214,3435,87,15000,56150,71150
'Simulation 102',1,3,2,0,0.75,3744,132,66,0,198,3463,83,15000,57250,72250
'Simulation 103',1,3,2,0,0.75,3797,126,72,0,198,3518,81,15000,58050,73050
'Simulation 104',1,3,2,0,0.75,3774,124,73,0,197,3497,80,15000,57850,72850
'Simulation 105',1,3,2,0,0.75,3770,124,90,0,214,3474,82,15000,58750,73750
'Simulation 106',1,3,2,0,0.75,3767,120,73,0,193,3493,81,15000,57150,72150
'Simulation 107',1,3,2,0,0.75,3793,112,80,0,192,3517,84,15000,57850,72850
'Simulation 108',1,3,2,0,0.75,3761,126,93,0,219,3456,86,15000,56200,71200
'Simulation 109',1,3,2,0,0.75,3771,152,94,0,246,3440,85,15000,58950,73950
'Simulation 110',1,3,2,0,0.75,3760,144,91,0,235,3437,88,15000,59050,74050
'Simulation 111',1,3,2,0,0.75,3742,136,68,0,204,3466,72,15000,56600,71600
'Simulation 112',1,3,2,0,0.75,3751,114,88,0,202,3477,72,15000,58050,73050
'Simulation 113',1,3,2,0,0.75,3800,120,86,0,206,3515,79,15000,57550,72550
'Simulation 114',1,3,2,0,0.75,3756,111,90,0,201,3475,80,15000,57150,72150
'Simulation 115',1,3,2,0,0.75,3727,141,97,0,238,3409,80,15000,58900,73900
'Simulation 116',1,3,2,0,0.75,3740,132,73,0,205,3448,87,15000,57200,72200
'Simulation 117',1,3,2,0,0.75,3724,141,94,0,235,3406,83,15000,56800,71800
'Simulation 118',1,3,2,0,0.75,3798,121,71,0,192,3523,83,15000,57950,72950
'Simulation 119',1,3,2,0,0.75,3736,96,58,0,154,3510,72,15000,56400,71400
'Simulation 120',1,3,2,0,0.75,3777,112,80,0,192,3504,81,15000,58500,73500
'Simulation 121',1,3,2,0,0.75,3727,135,102,0,237,3411,79,15000,56850,71850
'Simulation 122',1,3,2,0,0.75,3737,127,72,0,199,3454,84,15000,56600,71600
'Simulation 123',1,3,2,0,0.75,3755,126,87,0,213,3458,84,15000,57950,72950
'Simulation 124',1,3,2,0,0.75,3805,144,70,0,214,3514,77,15000,57350,72350
'Simulation 125',1,3,2,0,0.75,3753,128,80,0,208,3463,82,15000,55450,70450
'AveragedSim',1,3.0,2.0,0.0,0.75,3760.04,127.2,81.04,0.0,208.24,3470.52,81.28,15000.0,57462.0,72462.0
