'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 91',1,4,1,0,0.95,4755,142,33,0,175,4470,110,20000,31800,51800
'Simulation 92',1,4,1,0,0.95,4760,133,26,0,159,4500,101,20000,33700,53700
'Simulation 93',1,4,1,0,0.95,4724,160,26,0,186,4435,103,20000,33500,53500
'Simulation 94',1,4,1,0,0.95,4748,121,23,0,144,4502,102,20000,32500,52500
'Simulation 95',1,4,1,0,0.95,4755,132,23,0,155,4493,107,20000,32050,52050
'Simulation 96',1,4,1,0,0.95,4763,137,31,0,168,4493,102,20000,32900,52900
'Simulation 97',1,4,1,0,0.95,4761,118,19,0,137,4519,105,20000,32150,52150
'Simulation 98',1,4,1,0,0.95,4752,148,27,0,175,4473,104,20000,32950,52950
'Simulation 99',1,4,1,0,0.95,4749,134,29,0,163,4482,104,20000,31550,51550
'Simulation 100',1,4,1,0,0.95,4755,113,29,0,142,4507,106,20000,31450,51450
'AveragedSim',1,4.0,1.0,0.0,0.95,4754.56,138.48,29.24,0.0,167.72,4482.72,104.12,20000.0,32536.0,52536.0
'Simulation 101',1,4,1,0,1.0,5000,153,36,0,189,4701,110,20000,33050,53050
'Simulation 102',1,4,1,0,1.0,5000,144,27,0,171,4720,109,20000,33150,53150
'Simulation 103',1,4,1,0,1.0,5000,134,27,0,161,4730,109,20000,33050,53050
'Simulation 104',1,4,1,0,1.0,5000,134,25,0,159,4731,110,20000,32500,52500
'Simulation 105',1,4,1,0,1.0,5000,139,33,0,172,4720,108,20000,33750,53750
'Simulation 106',1,4,1,0,1.0,5000,139,28,0,167,4725,108,20000,33600,53600
'Simulation 107',1,4,1,0,1.0,5000,105,31,0,136,4754,110,20000,32100,52100
'Simulation 108',1,4,1,0,1.0,5000,111,26,0,137,4757,106,20000,33000,53000
'Simulation 109',1,4,1,0,1.0,5000,138,36,0,174,4717,109,20000,33300,53300
'Simulation 110',1,4,1,0,1.0,5000,149,37,0,186,4706,108,20000,33900,53900
'Simulation 111',1,4,1,0,1.0,5000,131,30,0,161,4731,108,20000,33200,53200
'Simulation 112',1,4,1,0,1.0,5000,124,32,0,156,4734,110,20000,33900,53900
'Simulation 113',1,4,1,0,1.0,5000,123,41,0,164,4728,108,20000,31750,51750
'Simulation 114',1,4,1,0,1.0,5000,141,24,0,165,4726,109,20000,32950,52950
'Simulation 115',1,4,1,0,1.0,5000,135,29,0,164,4728,108,20000,31900,51900
'Simulation 116',1,4,1,0,1.0,5000,116,27,0,143,4749,108,20000,34000,54000
'Simulation 117',1,4,1,0,1.0,5000,126,33,0,159,4734,107,20000,33300,53300
'Simulation 118',1,4,1,0,1.0,5000,140,35,0,175,4719,106,20000,32200,52200
'Simulation 119',1,4,1,0,1.0,5000,128,34,0,162,4731,107,20000,34250,54250
'Simulation 120',1,4,1,0,1.0,5000,131,25,0,156,4733,111,20000,32700,52700
'Simulation 121',1,4,1,0,1.0,5000,126,32,0,158,4731,111,20000,33950,53950
'Simulation 122',1,4,1,0,1.0,5000,139,30,0,169,4723,108,20000,32550,52550
'Simulation 123',1,4,1,0,1.0,5000,148,23,0,171,4723,106,20000,32550,52550
'Simulation 124',1,4,1,0,1.0,5000,136,36,0,172,4720,108,20000,34600,54600
'Simulation 125',1,4,1,0,1.0,5000,127,24,0,151,4741,108,20000,33400,53400
'AveragedSim',1,4.0,1.0,0.0,1.0,5000.0,132.68,30.44,0.0,163.12,4728.48,108.4,20000.0,33144.0,53144.0
