'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost'
'Simulation 29',1,3,2,0,0.45,2262,210,131,0,1874,47,15000,42450,57450
'Simulation 30',1,3,2,0,0.45,2266,181,115,0,1920,50,15000,41750,56750
'AveragedSim',1,3.0,2.0,0.0,0.45,2264.6666666666665,190.0,119.33333333333333,0.0,1906.3333333333333,49.0,15000.0,41833.333333333336,56833.333333333336
'Simulation 31',1,3,2,0,0.5,2517,186,122,0,2154,55,15000,44300,59300
'Simulation 32',1,3,2,0,0.5,2476,172,97,0,2154,53,15000,43200,58200
'Simulation 33',1,3,2,0,0.5,2491,206,134,0,2095,56,15000,45400,60400
'AveragedSim',1,3.0,2.0,0.0,0.5,2494.6666666666665,188.0,117.66666666666667,0.0,2134.3333333333335,54.666666666666664,15000.0,44300.0,59300.0
'Simulation 34',1,3,2,0,0.55,2748,167,101,0,2426,54,15000,47900,62900
'Simulation 35',1,3,2,0,0.55,2796,175,105,0,2457,59,15000,47750,62750
'Simulation 36',1,3,2,0,0.55,2737,157,93,0,2422,65,15000,48750,63750
'AveragedSim',1,3.0,2.0,0.0,0.55,2760.3333333333335,166.33333333333334,99.66666666666667,0.0,2435.0,59.333333333333336,15000.0,48133.333333333336,63133.333333333336
'Simulation 37',1,3,2,0,0.6,2914,146,97,0,2607,64,15000,50100,65100
'Simulation 38',1,3,2,0,0.6,3000,144,95,0,2696,65,15000,51000,66000
'Simulation 39',1,3,2,0,0.6,3026,131,99,0,2734,62,15000,52300,67300
'AveragedSim',1,3.0,2.0,0.0,0.6,2980.0,140.33333333333334,97.0,0.0,2679.0,63.666666666666664,15000.0,51133.333333333336,66133.33333333333
'Simulation 40',1,3,2,0,0.65,3294,140,87,0,2998,69,15000,52800,67800
'Simulation 41',1,3,2,0,0.65,3293,153,82,0,2989,69,15000,54050,69050
'Simulation 42',1,3,2,0,0.65,3294,127,84,0,3017,66,15000,54350,69350
'AveragedSim',1,3.0,2.0,0.0,0.65,3293.6666666666665,140.0,84.33333333333333,0.0,3001.3333333333335,68.0,15000.0,53733.333333333336,68733.33333333333
'Simulation 43',1,3,2,0,0.7,3517,126,81,0,3234,76,15000,56350,71350
'Simulation 44',1,3,2,0,0.7,3474,128,83,0,3190,73,15000,55450,70450
'Simulation 45',1,3,2,0,0.7,3526,119,80,0,3247,80,15000,53950,68950
'AveragedSim',1,3.0,2.0,0.0,0.7,3505.6666666666665,124.33333333333333,81.33333333333333,0.0,3223.6666666666665,76.33333333333333,15000.0,55250.0,70250.0
'Simulation 46',1,3,2,0,0.75,3741,107,79,0,3471,84,15000,57300,72300
'Simulation 47',1,3,2,0,0.75,3774,115,75,0,3509,75,15000,57350,72350
'Simulation 48',1,3,2,0,0.75,3727,141,97,0,3409,80,15000,58900,73900
'AveragedSim',1,3.0,2.0,0.0,0.75,3747.3333333333335,121.0,83.66666666666667,0.0,3463.0,79.66666666666667,15000.0,57850.0,72850.0
'Simulation 49',1,3,2,0,0.8,3981,123,60,0,3708,90,15000,59300,74300
'Simulation 50',1,3,2,0,0.8,4005,96,73,0,3751,85,15000,59750,74750
'Simulation 51',1,3,2,0,0.8,4006,126,77,0,3718,85,15000,59350,74350
'AveragedSim',1,3.0,2.0,0.0,0.8,3997.3333333333335,115.0,70.0,0.0,3725.6666666666665,86.66666666666667,15000.0,59466.666666666664,74466.66666666667
'Simulation 52',1,3,2,0,0.85,4245,101,65,0,3984,95,15000,61350,76350
'Simulation 53',1,3,2,0,0.85,4270,109,64,0,4005,92,15000,62050,77050
'Simulation 54',1,3,2,0,0.85,4251,119,72,0,3966,94,15000,62600,77600
'AveragedSim',1,3.0,2.0,0.0,0.85,4255.333333333333,109.66666666666667,67.0,0.0,3985.0,93.66666666666667,15000.0,62000.0,77000.0
'Simulation 55',1,3,2,0,0.9,4521,101,83,0,4241,96,15000,63100,78100
'Simulation 56',1,3,2,0,0.9,4488,101,62,0,4230,95,15000,62350,77350
'Simulation 57',1,3,2,0,0.9,4478,130,75,0,4176,97,15000,61800,76800
'AveragedSim',1,3.0,2.0,0.0,0.9,4495.666666666667,110.66666666666667,73.33333333333333,0.0,4215.666666666667,96.0,15000.0,62416.666666666664,77416.66666666667
'Simulation 58',1,3,2,0,0.95,4764,114,68,0,4477,105,15000,64100,79100
'Simulation 59',1,3,2,0,0.95,4753,103,79,0,4469,102,15000,65600,80600
'Simulation 60',1,3,2,0,0.95,4727,100,62,0,4465,100,15000,64950,79950
'AveragedSim',1,3.0,2.0,0.0,0.95,4748.0,105.66666666666667,69.66666666666667,0.0,4470.333333333333,102.33333333333333,15000.0,64883.333333333336,79883.33333333333
'Simulation 61',1,3,2,0,1.0,5000,83,51,0,4758,108,15000,67350,82350
'Simulation 62',1,3,2,0,1.0,5000,102,60,0,4733,105,15000,67550,82550
'Simulation 63',1,3,2,0,1.0,5000,103,58,0,4734,105,15000,65600,80600
'AveragedSim',1,3.0,2.0,0.0,1.0,5000.0,96.0,56.333333333333336,0.0,4741.666666666667,106.0,15000.0,66833.33333333333,81833.33333333333
