'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 43',1,3,2,0,0.1,515,439,70,0,509,0,6,15000,3550,18550
'Simulation 44',1,3,2,0,0.1,502,437,63,0,500,0,2,15000,3150,18150
'Simulation 45',1,3,2,0,0.1,473,426,46,0,472,0,1,15000,2300,17300
'Simulation 46',1,3,2,0,0.1,485,421,58,0,479,0,6,15000,2950,17950
'Simulation 47',1,3,2,0,0.1,533,424,100,0,524,0,9,15000,5100,20100
'Simulation 48',1,3,2,0,0.1,490,426,60,0,486,0,4,15000,3050,18050
'Simulation 49',1,3,2,0,0.1,503,415,85,0,500,0,3,15000,4250,19250
'Simulation 50',1,3,2,0,0.1,513,452,57,0,509,0,4,15000,2900,17900
'AveragedSim',1,3.0,2.0,0.0,0.1,497.8,430.08,63.88,0.0,493.96,0.0,3.84,15000.0,3216.0,18216.0
'Simulation 51',1,3,2,0,0.15,735,485,229,0,714,13,8,15000,11800,26800
'Simulation 52',1,3,2,0,0.15,769,517,240,0,757,0,12,15000,12100,27100
'Simulation 53',1,3,2,0,0.15,758,513,228,0,741,1,16,15000,11500,26500
'Simulation 54',1,3,2,0,0.15,751,494,248,0,742,2,7,15000,12450,27450
'Simulation 55',1,3,2,0,0.15,727,496,220,0,716,1,10,15000,11100,26100
'Simulation 56',1,3,2,0,0.15,751,524,221,0,745,1,5,15000,11200,26200
'Simulation 57',1,3,2,0,0.15,789,493,273,0,766,18,5,15000,14000,29000
'Simulation 58',1,3,2,0,0.15,756,538,209,0,747,4,5,15000,10500,25500
'Simulation 59',1,3,2,0,0.15,752,506,214,0,720,19,13,15000,11200,26200
'Simulation 60',1,3,2,0,0.15,818,511,284,0,795,8,15,15000,14450,29450
'Simulation 61',1,3,2,0,0.15,772,546,222,0,768,1,3,15000,11100,26100
'Simulation 62',1,3,2,0,0.15,719,504,207,0,711,4,4,15000,10500,25500
'Simulation 63',1,3,2,0,0.15,775,537,236,0,773,0,2,15000,11800,26800
'Simulation 64',1,3,2,0,0.15,794,501,259,0,760,21,13,15000,13550,28550
'Simulation 65',1,3,2,0,0.15,740,508,227,0,735,0,5,15000,11350,26350
'Simulation 66',1,3,2,0,0.15,759,512,226,0,738,12,9,15000,11550,26550
'Simulation 67',1,3,2,0,0.15,720,487,225,0,712,5,3,15000,11400,26400
'Simulation 68',1,3,2,0,0.15,769,484,239,0,723,37,9,15000,12800,27800
'Simulation 69',1,3,2,0,0.15,738,516,213,0,729,2,7,15000,10750,25750
'Simulation 70',1,3,2,0,0.15,759,500,233,0,733,19,7,15000,12100,27100
'Simulation 71',1,3,2,0,0.15,803,523,256,0,779,11,13,15000,13100,28100
'Simulation 72',1,3,2,0,0.15,772,502,252,0,754,11,7,15000,13100,28100
'Simulation 73',1,3,2,0,0.15,784,515,255,0,770,8,6,15000,13000,28000
'Simulation 74',1,3,2,0,0.15,745,496,228,0,724,16,5,15000,11800,26800
'Simulation 75',1,3,2,0,0.15,752,494,226,0,720,25,7,15000,11950,26950
'AveragedSim',1,3.0,2.0,0.0,0.15,760.28,508.08,234.8,0.0,742.88,9.56,7.84,15000.0,12006.0,27006.0
'Simulation 76',1,3,2,0,0.2,1066,427,269,0,696,347,23,15000,21100,36100
'Simulation 77',1,3,2,0,0.2,965,478,309,0,787,163,15,15000,19050,34050
'Simulation 78',1,3,2,0,0.2,1021,437,291,0,728,277,16,15000,19950,34950
'Simulation 79',1,3,2,0,0.2,1018,372,271,0,643,356,19,15000,20500,35500
'Simulation 80',1,3,2,0,0.2,973,439,257,0,696,256,21,15000,18850,33850
'Simulation 81',1,3,2,0,0.2,976,406,271,0,677,287,12,15000,19400,34400
'Simulation 82',1,3,2,0,0.2,966,454,298,0,752,191,23,15000,18900,33900
'Simulation 83',1,3,2,0,0.2,1018,465,298,0,763,237,18,15000,19650,34650
'Simulation 84',1,3,2,0,0.2,955,431,268,0,699,247,9,15000,18500,33500
'Simulation 85',1,3,2,0,0.2,1007,453,279,0,732,254,21,15000,18950,33950
'Simulation 86',1,3,2,0,0.2,972,458,284,0,742,213,17,15000,18900,33900
'Simulation 87',1,3,2,0,0.2,1016,391,245,0,636,360,20,15000,20300,35300
'Simulation 88',1,3,2,0,0.2,1018,465,298,0,763,237,18,15000,19650,34650
'Simulation 89',1,3,2,0,0.2,1016,438,300,0,738,259,19,15000,20400,35400
'Simulation 90',1,3,2,0,0.2,984,417,276,0,693,279,12,15000,19700,34700
'Simulation 91',1,3,2,0,0.2,1019,422,265,0,687,310,22,15000,19700,34700
'Simulation 92',1,3,2,0,0.2,996,457,263,0,720,259,17,15000,18800,33800
'Simulation 93',1,3,2,0,0.2,992,423,262,0,685,281,26,15000,18950,33950
'Simulation 94',1,3,2,0,0.2,969,448,259,0,707,248,14,15000,18400,33400
'Simulation 95',1,3,2,0,0.2,1035,468,308,0,776,232,27,15000,20550,35550
'Simulation 96',1,3,2,0,0.2,967,474,292,0,766,192,9,15000,19000,34000
'Simulation 97',1,3,2,0,0.2,1003,408,279,0,687,302,14,15000,20250,35250
'Simulation 98',1,3,2,0,0.2,976,479,313,0,792,166,18,15000,19000,34000
'Simulation 99',1,3,2,0,0.2,956,446,303,0,749,191,16,15000,19200,34200
'Simulation 100',1,3,2,0,0.2,1018,465,298,0,763,237,18,15000,19650,34650
'AveragedSim',1,3.0,2.0,0.0,0.2,996.08,440.84,282.24,0.0,723.08,255.24,17.76,15000.0,19492.0,34492.0
'Simulation 101',1,3,2,0,0.25,1232,368,236,0,604,603,25,15000,23950,38950
'Simulation 102',1,3,2,0,0.25,1219,402,293,0,695,494,30,15000,24400,39400
'Simulation 103',1,3,2,0,0.25,1270,344,189,0,533,714,23,15000,24500,39500
'Simulation 104',1,3,2,0,0.25,1219,402,293,0,695,494,30,15000,24400,39400
'Simulation 105',1,3,2,0,0.25,1270,328,218,0,546,687,37,15000,24500,39500
'Simulation 106',1,3,2,0,0.25,1231,343,218,0,561,647,23,15000,24100,39100
'Simulation 107',1,3,2,0,0.25,1235,342,220,0,562,648,25,15000,23750,38750
'Simulation 108',1,3,2,0,0.25,1193,332,238,0,570,599,24,15000,23950,38950
'Simulation 109',1,3,2,0,0.25,1277,311,184,0,495,754,28,15000,25000,40000
'Simulation 110',1,3,2,0,0.25,1251,350,253,0,603,628,20,15000,24950,39950
'Simulation 111',1,3,2,0,0.25,1202,388,234,0,622,560,20,15000,23750,38750
'Simulation 112',1,3,2,0,0.25,1275,323,206,0,529,718,28,15000,24550,39550
'Simulation 113',1,3,2,0,0.25,1243,345,195,0,540,675,28,15000,23950,38950
'Simulation 114',1,3,2,0,0.25,1225,324,209,0,533,667,25,15000,24300,39300
'Simulation 115',1,3,2,0,0.25,1200,404,226,0,630,543,27,15000,23550,38550
'Simulation 116',1,3,2,0,0.25,1230,311,228,0,539,664,27,15000,24800,39800
'Simulation 117',1,3,2,0,0.25,1225,338,216,0,554,637,34,15000,23950,38950
'Simulation 118',1,3,2,0,0.25,1279,329,218,0,547,708,24,15000,25350,40350
'Simulation 119',1,3,2,0,0.25,1219,345,212,0,557,635,27,15000,24000,39000
'Simulation 120',1,3,2,0,0.25,1297,306,196,0,502,762,33,15000,25800,40800
'Simulation 121',1,3,2,0,0.25,1251,341,222,0,563,653,35,15000,24450,39450
'Simulation 122',1,3,2,0,0.25,1253,361,220,0,581,636,36,15000,24200,39200
'Simulation 123',1,3,2,0,0.25,1217,353,248,0,601,599,17,15000,24350,39350
'Simulation 124',1,3,2,0,0.25,1271,323,216,0,539,709,23,15000,25150,40150
'Simulation 125',1,3,2,0,0.25,1202,317,210,0,527,654,21,15000,23900,38900
'AveragedSim',1,3.0,2.0,0.0,0.25,1239.44,345.2,223.92,0.0,569.12,643.52,26.8,15000.0,24382.0,39382.0
