'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost',DeathRate
'Simulation 83',2,4,0,0,0.116,1165,1152,0,0,9,4,40000,0,40000,0.007725322
'Simulation 84',2,4,0,0,0.116,1141,1140,0,0,0,1,40000,0,40000,0
'Simulation 85',2,4,0,0,0.116,1172,1150,0,0,19,3,40000,0,40000,0.016211604
'AveragedSim',2,4,0,0,0.116,1157.6,1147.4,0,0,7.2,3,40000,0,40000,0.006219765
'Simulation 86',2,4,0,0,0.117,1198,1174,0,0,18,6,40000,0,40000,0.015025042
'Simulation 87',2,4,0,0,0.117,1188,1176,0,0,8,4,40000,0,40000,0.006734007
'Simulation 88',2,4,0,0,0.117,1173,1169,0,0,0,4,40000,0,40000,0
'Simulation 89',2,4,0,0,0.117,1191,1162,0,0,16,13,40000,0,40000,0.013434089
'Simulation 90',2,4,0,0,0.117,1225,1209,0,0,12,4,40000,0,40000,0.009795918
'AveragedSim',2,4,0,0,0.117,1195,1178,0,0,10.8,6.2,40000,0,40000,0.009037657
'Simulation 91',2,4,0,0,0.118,1214,1163,0,0,46,5,40000,0,40000,0.037891269
'Simulation 92',2,4,0,0,0.118,1206,1195,0,0,2,9,40000,0,40000,0.001658375
'Simulation 93',2,4,0,0,0.118,1167,1160,0,0,2,5,40000,0,40000,0.001713796
'Simulation 94',2,4,0,0,0.118,1264,1201,0,0,58,5,40000,0,40000,0.045886076
'Simulation 95',2,4,0,0,0.118,1168,1164,0,0,0,4,40000,0,40000,0
'AveragedSim',2,4,0,0,0.118,1203.8,1176.6,0,0,21.6,5.6,40000,0,40000,0.01794318
'Simulation 96',2,4,0,0,0.119,1203,1183,0,0,15,5,40000,0,40000,0.012468828
'Simulation 97',2,4,0,0,0.119,1186,1153,0,0,30,3,40000,0,40000,0.02529511
'Simulation 98',2,4,0,0,0.119,1183,1164,0,0,16,3,40000,0,40000,0.013524937
'Simulation 99',2,4,0,0,0.119,1153,1147,0,0,0,6,40000,0,40000,0
'Simulation 100',2,4,0,0,0.119,1254,1241,0,0,7,6,40000,0,40000,0.005582137
'AveragedSim',2,4,0,0,0.119,1195.8,1177.6,0,0,13.6,4.6,40000,0,40000,0.011373139
'Simulation 101',2,4,0,0,0.12,1175,1153,0,0,16,6,40000,0,40000,0.013617021
'Simulation 102',2,4,0,0,0.12,1188,1167,0,0,13,8,40000,0,40000,0.010942761
'Simulation 103',2,4,0,0,0.12,1152,1145,0,0,5,2,40000,0,40000,0.004340278
'Simulation 104',2,4,0,0,0.12,1175,1125,0,0,46,4,40000,0,40000,0.039148936
'Simulation 105',2,4,0,0,0.12,1219,1208,0,0,4,7,40000,0,40000,0.003281378
'AveragedSim',2,4,0,0,0.12,1181.8,1159.6,0,0,16.8,5.4,40000,0,40000,0.014215603
'Simulation 106',2,4,0,0,0.121,1184,1174,0,0,1,9,40000,0,40000,0.000844595
'Simulation 107',2,4,0,0,0.121,1246,1202,0,0,37,7,40000,0,40000,0.029695024
'Simulation 108',2,4,0,0,0.121,1198,1176,0,0,10,12,40000,0,40000,0.008347245
'Simulation 109',2,4,0,0,0.121,1195,1170,0,0,22,3,40000,0,40000,0.018410042
'Simulation 110',2,4,0,0,0.121,1206,1193,0,0,9,4,40000,0,40000,0.007462687
'AveragedSim',2,4,0,0,0.121,1205.8,1183,0,0,15.8,7,40000,0,40000,0.013103334
'Simulation 111',2,4,0,0,0.122,1219,1202,0,0,11,6,40000,0,40000,0.00902379
'Simulation 112',2,4,0,0,0.122,1186,1181,0,0,0,5,40000,0,40000,0
'Simulation 113',2,4,0,0,0.122,1256,1240,0,0,12,4,40000,0,40000,0.00955414
'Simulation 114',2,4,0,0,0.122,1257,1163,0,0,89,5,40000,0,40000,0.0708035
'Simulation 115',2,4,0,0,0.122,1190,1176,0,0,8,6,40000,0,40000,0.006722689
'AveragedSim',2,4,0,0,0.122,1221.6,1192.4,0,0,24,5.2,40000,0,40000,0.019646365
'Simulation 116',2,4,0,0,0.123,1222,1203,0,0,16,3,40000,0,40000,0.01309329
'Simulation 117',2,4,0,0,0.123,1208,1199,0,0,0,9,40000,0,40000,0
'Simulation 118',2,4,0,0,0.123,1282,1238,0,0,33,11,40000,0,40000,0.02574103
'Simulation 119',2,4,0,0,0.123,1279,1274,0,0,1,4,40000,0,40000,0.000781861
'Simulation 120',2,4,0,0,0.123,1233,1228,0,0,1,4,40000,0,40000,0.00081103
'AveragedSim',2,4,0,0,0.123,1244.8,1228.4,0,0,10.2,6.2,40000,0,40000,0.008194087
'Simulation 121',2,4,0,0,0.124,1203,1196,0,0,0,7,40000,0,40000,0
'Simulation 122',2,4,0,0,0.124,1198,1186,0,0,9,3,40000,0,40000,0.007512521
'Simulation 123',2,4,0,0,0.124,1231,1211,0,0,16,4,40000,0,40000,0.012997563
'Simulation 124',2,4,0,0,0.124,1271,1255,0,0,11,5,40000,0,40000,0.008654603
'Simulation 125',2,4,0,0,0.124,1255,1226,0,0,26,3,40000,0,40000,0.020717131
'AveragedSim',2,4,0,0,0.124,1231.6,1214.8,0,0,12.4,4.4,40000,0,40000,0.010068204
'Simulation 126',2,4,0,0,0.125,1230,1219,0,0,5,6,40000,0,40000,0.004065041
'Simulation 127',2,4,0,0,0.125,1280,1197,0,0,77,6,40000,0,40000,0.06015625
'Simulation 128',2,4,0,0,0.125,1216,1198,0,0,16,2,40000,0,40000,0.013157895
'Simulation 129',2,4,0,0,0.125,1193,1190,0,0,1,2,40000,0,40000,0.000838223
'Simulation 130',2,4,0,0,0.125,1258,1227,0,0,17,14,40000,0,40000,0.013513514
'AveragedSim',2,4,0,0,0.125,1235.4,1206.2,0,0,23.2,6,40000,0,40000,0.018779343
'Simulation 131',2,4,0,0,0.126,1293,1246,0,0,40,7,40000,0,40000,0.030935808
'Simulation 132',2,4,0,0,0.126,1236,1224,0,0,12,0,40000,0,40000,0.009708738
'Simulation 133',2,4,0,0,0.126,1223,1216,0,0,0,7,40000,0,40000,0
'Simulation 134',2,4,0,0,0.126,1275,1233,0,0,39,3,40000,0,40000,0.030588235
'Simulation 135',2,4,0,0,0.126,1292,1237,0,0,44,11,40000,0,40000,0.034055728
'AveragedSim',2,4,0,0,0.126,1263.8,1231.2,0,0,27,5.6,40000,0,40000,0.02136414
'Simulation 136',2,4,0,0,0.127,1279,1263,0,0,13,3,40000,0,40000,0.010164191
'Simulation 137',2,4,0,0,0.127,1370,1283,0,0,75,12,40000,0,40000,0.054744526
'Simulation 138',2,4,0,0,0.127,1214,1174,0,0,35,5,40000,0,40000,0.028830313
'Simulation 139',2,4,0,0,0.127,1288,1253,0,0,22,13,40000,0,40000,0.017080745
'Simulation 140',2,4,0,0,0.127,1228,1214,0,0,9,5,40000,0,40000,0.00732899
'AveragedSim',2,4,0,0,0.127,1275.8,1237.4,0,0,30.8,7.6,40000,0,40000,0.024141715
'Simulation 141',2,4,0,0,0.128,1282,1229,0,0,40,13,40000,0,40000,0.031201248
'Simulation 142',2,4,0,0,0.128,1237,1229,0,0,0,8,40000,0,40000,0
'Simulation 143',2,4,0,0,0.128,1286,1223,0,0,59,4,40000,0,40000,0.045878694
'Simulation 144',2,4,0,0,0.128,1313,1264,0,0,45,4,40000,0,40000,0.034272658
'Simulation 145',2,4,0,0,0.128,1314,1282,0,0,26,6,40000,0,40000,0.01978691
'AveragedSim',2,4,0,0,0.128,1286.4,1245.4,0,0,34,7,40000,0,40000,0.026430348
'Simulation 146',2,4,0,0,0.129,1297,1227,0,0,67,3,40000,0,40000,0.051657672
'Simulation 147',2,4,0,0,0.129,1336,1202,0,0,125,9,40000,0,40000,0.093562874
'Simulation 148',2,4,0,0,0.129,1296,1266,0,0,20,10,40000,0,40000,0.015432099
'Simulation 149',2,4,0,0,0.129,1353,1271,0,0,73,9,40000,0,40000,0.053954176
'Simulation 150',2,4,0,0,0.129,1297,1227,0,0,67,3,40000,0,40000,0.051657672
'AveragedSim',2,4,0,0,0.129,1315.8,1238.6,0,0,70.4,6.8,40000,0,40000,0.053503572
'Simulation 151',2,4,0,0,0.13,1320,1264,0,0,51,5,40000,0,40000,0.038636364
'Simulation 152',2,4,0,0,0.13,1305,1248,0,0,52,5,40000,0,40000,0.039846743
'Simulation 153',2,4,0,0,0.13,1316,1244,0,0,67,5,40000,0,40000,0.050911854
'Simulation 154',2,4,0,0,0.13,1312,1287,0,0,17,8,40000,0,40000,0.012957317
'Simulation 155',2,4,0,0,0.13,1320,1246,0,0,74,0,40000,0,40000,0.056060606
'AveragedSim',2,4,0,0,0.13,1314.6,1257.8,0,0,52.2,4.6,40000,0,40000,0.039707896
'Simulation 156',2,4,0,0,0.131,1344,1299,0,0,30,15,40000,0,40000,0.022321429
'Simulation 157',2,4,0,0,0.131,1328,1291,0,0,33,4,40000,0,40000,0.024849398
'Simulation 158',2,4,0,0,0.131,1310,1225,0,0,73,12,40000,0,40000,0.055725191
'Simulation 159',2,4,0,0,0.131,1342,1307,0,0,25,10,40000,0,40000,0.018628912
'Simulation 160',2,4,0,0,0.131,1402,1296,0,0,99,7,40000,0,40000,0.070613409
'AveragedSim',2,4,0,0,0.131,1345.2,1283.6,0,0,52,9.6,40000,0,40000,0.038655962
'Simulation 161',2,4,0,0,0.132,1346,1286,0,0,54,6,40000,0,40000,0.040118871
'Simulation 162',2,4,0,0,0.132,1318,1244,0,0,63,11,40000,0,40000,0.047799697
'Simulation 163',2,4,0,0,0.132,1272,1229,0,0,40,3,40000,0,40000,0.031446541
'Simulation 164',2,4,0,0,0.132,1347,1264,0,0,79,4,40000,0,40000,0.058648849
'Simulation 165',2,4,0,0,0.132,1292,1227,0,0,63,2,40000,0,40000,0.04876161
'AveragedSim',2,4,0,0,0.132,1315,1250,0,0,59.8,5.2,40000,0,40000,0.045475285
'Simulation 166',2,4,0,0,0.133,1351,1321,0,0,16,14,40000,0,40000,0.011843079
'Simulation 167',2,4,0,0,0.133,1389,1304,0,0,81,4,40000,0,40000,0.058315335
'Simulation 168',2,4,0,0,0.133,1349,1233,0,0,103,13,40000,0,40000,0.076352854
'Simulation 169',2,4,0,0,0.133,1326,1257,0,0,61,8,40000,0,40000,0.046003017
'Simulation 170',2,4,0,0,0.133,1323,1297,0,0,15,11,40000,0,40000,0.011337868
'AveragedSim',2,4,0,0,0.133,1347.6,1282.4,0,0,55.2,10,40000,0,40000,0.04096171
'Simulation 171',2,4,0,0,0.134,1376,1318,0,0,48,10,40000,0,40000,0.034883721
'Simulation 172',2,4,0,0,0.134,1326,1296,0,0,15,15,40000,0,40000,0.011312217
'Simulation 173',2,4,0,0,0.134,1312,1236,0,0,57,19,40000,0,40000,0.043445122
'Simulation 174',2,4,0,0,0.134,1371,1309,0,0,55,7,40000,0,40000,0.040116703
'Simulation 175',2,4,0,0,0.134,1325,1286,0,0,34,5,40000,0,40000,0.025660377
'AveragedSim',2,4,0,0,0.134,1342,1289,0,0,41.8,11.2,40000,0,40000,0.031147541
'Simulation 176',2,4,0,0,0.135,1357,1305,0,0,49,3,40000,0,40000,0.036109064
'Simulation 177',2,4,0,0,0.135,1397,1309,0,0,82,6,40000,0,40000,0.058697208
'Simulation 178',2,4,0,0,0.135,1373,1220,0,0,141,12,40000,0,40000,0.102694829
'Simulation 179',2,4,0,0,0.135,1320,1293,0,0,19,8,40000,0,40000,0.014393939
'Simulation 180',2,4,0,0,0.135,1380,1245,0,0,129,6,40000,0,40000,0.093478261
'AveragedSim',2,4,0,0,0.135,1365.4,1274.4,0,0,84,7,40000,0,40000,0.061520434
'Simulation 181',2,4,0,0,0.136,1301,1273,0,0,22,6,40000,0,40000,0.016910069
'Simulation 182',2,4,0,0,0.136,1326,1214,0,0,104,8,40000,0,40000,0.078431373
'Simulation 183',2,4,0,0,0.136,1368,1253,0,0,107,8,40000,0,40000,0.078216374
'Simulation 184',2,4,0,0,0.136,1384,1243,0,0,130,11,40000,0,40000,0.093930636
'Simulation 185',2,4,0,0,0.136,1370,1230,0,0,122,18,40000,0,40000,0.089051095
'AveragedSim',2,4,0,0,0.136,1349.8,1242.6,0,0,97,10.2,40000,0,40000,0.071862498
'Simulation 186',2,4,0,0,0.137,1371,1242,0,0,126,3,40000,0,40000,0.09190372
'Simulation 187',2,4,0,0,0.137,1353,1244,0,0,103,6,40000,0,40000,0.076127125
'Simulation 188',2,4,0,0,0.137,1379,1289,0,0,85,5,40000,0,40000,0.061638869
'Simulation 189',2,4,0,0,0.137,1387,1185,0,0,193,9,40000,0,40000,0.139149243
'Simulation 190',2,4,0,0,0.137,1318,1295,0,0,18,5,40000,0,40000,0.013657056
'AveragedSim',2,4,0,0,0.137,1361.6,1251,0,0,105,5.6,40000,0,40000,0.077115159
'Simulation 191',2,4,0,0,0.138,1350,1242,0,0,101,7,40000,0,40000,0.074814815
'Simulation 192',2,4,0,0,0.138,1367,1269,0,0,93,5,40000,0,40000,0.068032187
'Simulation 193',2,4,0,0,0.138,1429,1294,0,0,129,6,40000,0,40000,0.090272918
'Simulation 194',2,4,0,0,0.138,1379,1268,0,0,106,5,40000,0,40000,0.076867295
'Simulation 195',2,4,0,0,0.138,1345,1212,0,0,129,4,40000,0,40000,0.095910781
'AveragedSim',2,4,0,0,0.138,1374,1257,0,0,111.6,5.4,40000,0,40000,0.081222707
'Simulation 196',2,4,0,0,0.139,1357,1295,0,0,57,5,40000,0,40000,0.042004422
'Simulation 197',2,4,0,0,0.139,1357,1306,0,0,46,5,40000,0,40000,0.033898305
'Simulation 198',2,4,0,0,0.139,1398,1306,0,0,86,6,40000,0,40000,0.061516452
'Simulation 199',2,4,0,0,0.139,1434,1226,0,0,199,9,40000,0,40000,0.138772664
'Simulation 200',2,4,0,0,0.139,1350,1268,0,0,69,13,40000,0,40000,0.051111111
'AveragedSim',2,4,0,0,0.139,1379.2,1280.2,0,0,91.4,7.6,40000,0,40000,0.066270302
'Simulation 201',2,4,0,0,0.14,1400,1230,0,0,157,13,40000,0,40000,0.112142857
'Simulation 202',2,4,0,0,0.14,1408,1189,0,0,201,18,40000,0,40000,0.142755682
'Simulation 203',2,4,0,0,0.14,1425,1341,0,0,75,9,40000,0,40000,0.052631579
'Simulation 204',2,4,0,0,0.14,1354,1254,0,0,91,9,40000,0,40000,0.067208272
'Simulation 205',2,4,0,0,0.14,1352,1257,0,0,85,10,40000,0,40000,0.062869822
'AveragedSim',2,4,0,0,0.14,1387.8,1254.2,0,0,121.8,11.8,40000,0,40000,0.087764808
'Simulation 206',2,4,0,0,0.141,1417,1265,0,0,136,16,40000,0,40000,0.095977417
'Simulation 207',2,4,0,0,0.141,1450,1169,0,0,277,4,40000,0,40000,0.191034483
'Simulation 208',2,4,0,0,0.141,1371,1310,0,0,50,11,40000,0,40000,0.03646973
'Simulation 209',2,4,0,0,0.141,1384,1305,0,0,76,3,40000,0,40000,0.054913295
'Simulation 210',2,4,0,0,0.141,1404,1320,0,0,70,14,40000,0,40000,0.04985755
'AveragedSim',2,4,0,0,0.141,1405.2,1273.8,0,0,121.8,9.6,40000,0,40000,0.086678053
'Simulation 211',2,4,0,0,0.142,1379,1290,0,0,85,4,40000,0,40000,0.061638869
'Simulation 212',2,4,0,0,0.142,1436,1233,0,0,203,0,40000,0,40000,0.141364903
'Simulation 213',2,4,0,0,0.142,1367,1321,0,0,36,10,40000,0,40000,0.02633504
'Simulation 214',2,4,0,0,0.142,1408,1304,0,0,92,12,40000,0,40000,0.065340909
'Simulation 215',2,4,0,0,0.142,1410,1322,0,0,72,16,40000,0,40000,0.05106383
'AveragedSim',2,4,0,0,0.142,1400,1294,0,0,97.6,8.4,40000,0,40000,0.069714286
'Simulation 216',2,4,0,0,0.143,1399,1229,0,0,158,12,40000,0,40000,0.112937813
'Simulation 217',2,4,0,0,0.143,1407,1177,0,0,222,8,40000,0,40000,0.157782516
'Simulation 218',2,4,0,0,0.143,1478,1269,0,0,201,8,40000,0,40000,0.135994587
'Simulation 219',2,4,0,0,0.143,1436,1239,0,0,181,16,40000,0,40000,0.126044568
'Simulation 220',2,4,0,0,0.143,1353,1304,0,0,47,2,40000,0,40000,0.03473762
'AveragedSim',2,4,0,0,0.143,1414.6,1243.6,0,0,161.8,9.2,40000,0,40000,0.114378623
'Simulation 221',2,4,0,0,0.144,1445,1273,0,0,165,7,40000,0,40000,0.114186851
'Simulation 222',2,4,0,0,0.144,1436,1249,0,0,182,5,40000,0,40000,0.126740947
'Simulation 223',2,4,0,0,0.144,1470,1317,0,0,135,18,40000,0,40000,0.091836735
'Simulation 224',2,4,0,0,0.144,1471,1164,0,0,289,18,40000,0,40000,0.19646499
'Simulation 225',2,4,0,0,0.144,1512,1209,0,0,281,22,40000,0,40000,0.185846561
'AveragedSim',2,4,0,0,0.144,1466.8,1242.4,0,0,210.4,14,40000,0,40000,0.143441505
'Simulation 226',2,4,0,0,0.145,1430,1306,0,0,110,14,40000,0,40000,0.076923077
'Simulation 227',2,4,0,0,0.145,1437,1316,0,0,110,11,40000,0,40000,0.076548365
'Simulation 228',2,4,0,0,0.145,1426,1248,0,0,171,7,40000,0,40000,0.119915849
'Simulation 229',2,4,0,0,0.145,1406,1307,0,0,88,11,40000,0,40000,0.062588905
'Simulation 230',2,4,0,0,0.145,1463,1296,0,0,160,7,40000,0,40000,0.10936432
'AveragedSim',2,4,0,0,0.145,1432.4,1294.6,0,0,127.8,10,40000,0,40000,0.089220888
'Simulation 231',2,4,0,0,0.146,1518,1288,0,0,221,9,40000,0,40000,0.145586298
'Simulation 232',2,4,0,0,0.146,1460,1194,0,0,257,9,40000,0,40000,0.176027397
'Simulation 233',2,4,0,0,0.146,1474,1255,0,0,209,10,40000,0,40000,0.141791045
'Simulation 234',2,4,0,0,0.146,1393,1260,0,0,126,7,40000,0,40000,0.090452261
'Simulation 235',2,4,0,0,0.146,1465,1257,0,0,192,16,40000,0,40000,0.13105802
'AveragedSim',2,4,0,0,0.146,1462,1250.8,0,0,201,10.2,40000,0,40000,0.1374829
'Simulation 236',2,4,0,0,0.147,1440,1313,0,0,120,7,40000,0,40000,0.083333333
'Simulation 237',2,4,0,0,0.147,1403,1222,0,0,166,15,40000,0,40000,0.11831789
