'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost',DeathRate
'Simulation 475',2,4,0,0,0.194,1891,1040,0,0,832,19,40000,0,40000,0.439978847
'AveragedSim',2,4,0,0,0.194,1937.2,949.8,0,0,968.6,18.8,40000,0,40000,0.5
'Simulation 476',2,4,0,0,0.195,1988,894,0,0,1075,19,40000,0,40000,0.540744467
'Simulation 477',2,4,0,0,0.195,1965,950,0,0,999,16,40000,0,40000,0.508396947
'Simulation 478',2,4,0,0,0.195,1979,848,0,0,1107,24,40000,0,40000,0.559373421
'Simulation 479',2,4,0,0,0.195,1884,899,0,0,965,20,40000,0,40000,0.512208068
'Simulation 480',2,4,0,0,0.195,1935,927,0,0,984,24,40000,0,40000,0.508527132
'AveragedSim',2,4,0,0,0.195,1950.2,903.6,0,0,1026,20.6,40000,0,40000,0.526099887
'Simulation 481',2,4,0,0,0.196,1904,903,0,0,986,15,40000,0,40000,0.517857143
'Simulation 482',2,4,0,0,0.196,1950,950,0,0,983,17,40000,0,40000,0.504102564
'Simulation 483',2,4,0,0,0.196,1986,941,0,0,1026,19,40000,0,40000,0.516616314
'Simulation 484',2,4,0,0,0.196,1975,969,0,0,983,23,40000,0,40000,0.497721519
'Simulation 485',2,4,0,0,0.196,1906,1020,0,0,866,20,40000,0,40000,0.454354669
'AveragedSim',2,4,0,0,0.196,1944.2,956.6,0,0,968.8,18.8,40000,0,40000,0.498302644
'Simulation 486',2,4,0,0,0.197,2002,872,0,0,1108,22,40000,0,40000,0.553446553
'Simulation 487',2,4,0,0,0.197,1989,936,0,0,1034,19,40000,0,40000,0.519859226
'Simulation 488',2,4,0,0,0.197,1951,959,0,0,968,24,40000,0,40000,0.496155818
'Simulation 489',2,4,0,0,0.197,1906,930,0,0,965,11,40000,0,40000,0.506295908
'Simulation 490',2,4,0,0,0.197,1939,870,0,0,1054,15,40000,0,40000,0.543579165
'AveragedSim',2,4,0,0,0.197,1957.4,913.4,0,0,1025.8,18.2,40000,0,40000,0.524062532
'Simulation 491',2,4,0,0,0.198,2063,822,0,0,1222,19,40000,0,40000,0.592341251
'Simulation 492',2,4,0,0,0.198,1989,906,0,0,1067,16,40000,0,40000,0.536450478
'Simulation 493',2,4,0,0,0.198,1920,942,0,0,964,14,40000,0,40000,0.502083333
'Simulation 494',2,4,0,0,0.198,2020,864,0,0,1137,19,40000,0,40000,0.562871287
'Simulation 495',2,4,0,0,0.198,1996,811,0,0,1166,19,40000,0,40000,0.584168337
'AveragedSim',2,4,0,0,0.198,1997.6,869,0,0,1111.2,17.4,40000,0,40000,0.556267521
'Simulation 496',2,4,0,0,0.199,1942,984,0,0,935,23,40000,0,40000,0.48146241
'Simulation 497',2,4,0,0,0.199,2036,889,0,0,1121,26,40000,0,40000,0.550589391
'Simulation 498',2,4,0,0,0.199,1991,812,0,0,1158,21,40000,0,40000,0.581617278
'Simulation 499',2,4,0,0,0.199,1937,904,0,0,1014,19,40000,0,40000,0.523489933
'Simulation 500',2,4,0,0,0.199,1961,869,0,0,1067,25,40000,0,40000,0.544110148
'AveragedSim',2,4,0,0,0.199,1973.4,891.6,0,0,1059,22.8,40000,0,40000,0.536637276
'Simulation 501',2,4,0,0,0.2,1971,849,0,0,1102,20,40000,0,40000,0.559107052
'Simulation 502',2,4,0,0,0.2,2014,763,0,0,1222,29,40000,0,40000,0.606752731
'Simulation 503',2,4,0,0,0.2,1987,966,0,0,1006,15,40000,0,40000,0.506290891
'Simulation 504',2,4,0,0,0.2,2040,922,0,0,1095,23,40000,0,40000,0.536764706
'Simulation 505',2,4,0,0,0.2,1965,867,0,0,1073,25,40000,0,40000,0.54605598
'AveragedSim',2,4,0,0,0.2,1995.4,873.4,0,0,1099.6,22.4,40000,0,40000,0.551067455
'Simulation 506',2,4,0,0,0.201,2063,853,0,0,1191,19,40000,0,40000,0.57731459
'Simulation 507',2,4,0,0,0.201,1974,868,0,0,1089,17,40000,0,40000,0.551671733
'Simulation 508',2,4,0,0,0.201,2090,847,0,0,1222,21,40000,0,40000,0.584688995
'Simulation 509',2,4,0,0,0.201,1993,943,0,0,1029,21,40000,0,40000,0.516307075
'Simulation 510',2,4,0,0,0.201,2025,916,0,0,1083,26,40000,0,40000,0.534814815
'AveragedSim',2,4,0,0,0.201,2029,885.4,0,0,1122.8,20.8,40000,0,40000,0.553376047
'Simulation 511',2,4,0,0,0.202,2006,943,0,0,1050,13,40000,0,40000,0.523429711
'Simulation 512',2,4,0,0,0.202,2021,959,0,0,1044,18,40000,0,40000,0.516575952
'Simulation 513',2,4,0,0,0.202,2005,853,0,0,1132,20,40000,0,40000,0.564588529
'Simulation 514',2,4,0,0,0.202,2020,928,0,0,1072,20,40000,0,40000,0.530693069
'Simulation 515',2,4,0,0,0.202,1990,874,0,0,1093,23,40000,0,40000,0.549246231
'AveragedSim',2,4,0,0,0.202,2008.4,911.4,0,0,1078.2,18.8,40000,0,40000,0.53684525
'Simulation 516',2,4,0,0,0.203,2042,921,0,0,1100,21,40000,0,40000,0.538687561
'Simulation 517',2,4,0,0,0.203,2000,991,0,0,993,16,40000,0,40000,0.4965
'Simulation 518',2,4,0,0,0.203,2064,882,0,0,1158,24,40000,0,40000,0.561046512
'Simulation 519',2,4,0,0,0.203,1933,873,0,0,1033,27,40000,0,40000,0.534402483
'Simulation 520',2,4,0,0,0.203,2096,791,0,0,1286,19,40000,0,40000,0.613549618
'AveragedSim',2,4,0,0,0.203,2027,891.6,0,0,1114,21.4,40000,0,40000,0.549580661
'Simulation 521',2,4,0,0,0.204,2015,880,0,0,1121,14,40000,0,40000,0.556327543
'Simulation 522',2,4,0,0,0.204,2021,802,0,0,1203,16,40000,0,40000,0.595249876
'Simulation 523',2,4,0,0,0.204,1937,920,0,0,1000,17,40000,0,40000,0.516262261
'Simulation 524',2,4,0,0,0.204,1968,966,0,0,983,19,40000,0,40000,0.49949187
'Simulation 525',2,4,0,0,0.204,2051,858,0,0,1169,24,40000,0,40000,0.56996587
'AveragedSim',2,4,0,0,0.204,1998.4,885.2,0,0,1095.2,18,40000,0,40000,0.548038431
'Simulation 526',2,4,0,0,0.205,2013,921,0,0,1069,23,40000,0,40000,0.531048187
'Simulation 527',2,4,0,0,0.205,2034,864,0,0,1151,19,40000,0,40000,0.565880039
'Simulation 528',2,4,0,0,0.205,2075,848,0,0,1207,20,40000,0,40000,0.581686747
'Simulation 529',2,4,0,0,0.205,2022,854,0,0,1153,15,40000,0,40000,0.570227498
'Simulation 530',2,4,0,0,0.205,1964,928,0,0,1017,19,40000,0,40000,0.517820774
'AveragedSim',2,4,0,0,0.205,2021.6,883,0,0,1119.4,19.2,40000,0,40000,0.553719826
'Simulation 531',2,4,0,0,0.206,2058,844,0,0,1199,15,40000,0,40000,0.58260447
'Simulation 532',2,4,0,0,0.206,2041,911,0,0,1109,21,40000,0,40000,0.543361098
'Simulation 533',2,4,0,0,0.206,2044,821,0,0,1202,21,40000,0,40000,0.588062622
'Simulation 534',2,4,0,0,0.206,2083,833,0,0,1231,19,40000,0,40000,0.590974556
'Simulation 535',2,4,0,0,0.206,2037,971,0,0,1052,14,40000,0,40000,0.516445754
'AveragedSim',2,4,0,0,0.206,2052.6,876,0,0,1158.6,18,40000,0,40000,0.564454838
'Simulation 536',2,4,0,0,0.207,2188,793,0,0,1374,21,40000,0,40000,0.62797075
'Simulation 537',2,4,0,0,0.207,2042,849,0,0,1179,14,40000,0,40000,0.577375122
'Simulation 538',2,4,0,0,0.207,2029,856,0,0,1148,25,40000,0,40000,0.565795959
'Simulation 539',2,4,0,0,0.207,2073,926,0,0,1122,25,40000,0,40000,0.541244573
'Simulation 540',2,4,0,0,0.207,2124,845,0,0,1255,24,40000,0,40000,0.59086629
'AveragedSim',2,4,0,0,0.207,2091.2,853.8,0,0,1215.6,21.8,40000,0,40000,0.581293037
'Simulation 541',2,4,0,0,0.208,2056,933,0,0,1104,19,40000,0,40000,0.536964981
'Simulation 542',2,4,0,0,0.208,2057,796,0,0,1231,30,40000,0,40000,0.598444336
'Simulation 543',2,4,0,0,0.208,2084,907,0,0,1157,20,40000,0,40000,0.555182342
'Simulation 544',2,4,0,0,0.208,2051,962,0,0,1070,19,40000,0,40000,0.521696733
'Simulation 545',2,4,0,0,0.208,2070,946,0,0,1103,21,40000,0,40000,0.532850242
'AveragedSim',2,4,0,0,0.208,2063.6,908.8,0,0,1133,21.8,40000,0,40000,0.549040512
'Simulation 546',2,4,0,0,0.209,2089,881,0,0,1189,19,40000,0,40000,0.569171853
'Simulation 547',2,4,0,0,0.209,2137,859,0,0,1253,25,40000,0,40000,0.586335985
'Simulation 548',2,4,0,0,0.209,2116,859,0,0,1232,25,40000,0,40000,0.582230624
'Simulation 549',2,4,0,0,0.209,2060,861,0,0,1186,13,40000,0,40000,0.575728155
'Simulation 550',2,4,0,0,0.209,2098,848,0,0,1232,18,40000,0,40000,0.587225929
'AveragedSim',2,4,0,0,0.209,2100,861.6,0,0,1218.4,20,40000,0,40000,0.580190476
'Simulation 551',2,4,0,0,0.21,2066,846,0,0,1200,20,40000,0,40000,0.580832527
'Simulation 552',2,4,0,0,0.21,2158,823,0,0,1311,24,40000,0,40000,0.607506951
'Simulation 553',2,4,0,0,0.21,2102,920,0,0,1164,18,40000,0,40000,0.553758325
'Simulation 554',2,4,0,0,0.21,2074,881,0,0,1173,20,40000,0,40000,0.56557377
'Simulation 555',2,4,0,0,0.21,2077,846,0,0,1214,17,40000,0,40000,0.58449687
'AveragedSim',2,4,0,0,0.21,2095.4,863.2,0,0,1212.4,19.8,40000,0,40000,0.578600744
'Simulation 556',2,4,0,0,0.211,2079,791,0,0,1270,18,40000,0,40000,0.610870611
'Simulation 557',2,4,0,0,0.211,2129,788,0,0,1325,16,40000,0,40000,0.622357915
'Simulation 558',2,4,0,0,0.211,2127,872,0,0,1231,24,40000,0,40000,0.578749412
'Simulation 559',2,4,0,0,0.211,2107,937,0,0,1144,26,40000,0,40000,0.542952065
'Simulation 560',2,4,0,0,0.211,2162,842,0,0,1298,22,40000,0,40000,0.600370028
'AveragedSim',2,4,0,0,0.211,2120.8,846,0,0,1253.6,21.2,40000,0,40000,0.591097699
'Simulation 561',2,4,0,0,0.212,2071,925,0,0,1122,24,40000,0,40000,0.541767262
'Simulation 562',2,4,0,0,0.212,2204,842,0,0,1337,25,40000,0,40000,0.606624319
'Simulation 563',2,4,0,0,0.212,2081,961,0,0,1093,27,40000,0,40000,0.525228256
'Simulation 564',2,4,0,0,0.212,2071,938,0,0,1115,18,40000,0,40000,0.538387253
'Simulation 565',2,4,0,0,0.212,2229,856,0,0,1341,32,40000,0,40000,0.601615074
'AveragedSim',2,4,0,0,0.212,2131.2,904.4,0,0,1201.6,25.2,40000,0,40000,0.563813814
'Simulation 566',2,4,0,0,0.213,2158,852,0,0,1294,12,40000,0,40000,0.599629286
'Simulation 567',2,4,0,0,0.213,2145,758,0,0,1367,20,40000,0,40000,0.637296037
'Simulation 568',2,4,0,0,0.213,2124,790,0,0,1314,20,40000,0,40000,0.618644068
'Simulation 569',2,4,0,0,0.213,2048,903,0,0,1126,19,40000,0,40000,0.549804688
'Simulation 570',2,4,0,0,0.213,2171,850,0,0,1299,22,40000,0,40000,0.598341778
'AveragedSim',2,4,0,0,0.213,2129.2,830.6,0,0,1280,18.6,40000,0,40000,0.601164757
'Simulation 571',2,4,0,0,0.214,2103,832,0,0,1250,21,40000,0,40000,0.594388968
'Simulation 572',2,4,0,0,0.214,2151,755,0,0,1362,34,40000,0,40000,0.633193863
'Simulation 573',2,4,0,0,0.214,2213,816,0,0,1370,27,40000,0,40000,0.619069137
'Simulation 574',2,4,0,0,0.214,2130,821,0,0,1288,21,40000,0,40000,0.604694836
'Simulation 575',2,4,0,0,0.214,2148,852,0,0,1281,15,40000,0,40000,0.596368715
'AveragedSim',2,4,0,0,0.214,2149,815.2,0,0,1310.2,23.6,40000,0,40000,0.60967892
'Simulation 576',2,4,0,0,0.215,2180,775,0,0,1389,16,40000,0,40000,0.637155963
'Simulation 577',2,4,0,0,0.215,2130,809,0,0,1299,22,40000,0,40000,0.609859155
'Simulation 578',2,4,0,0,0.215,2088,820,0,0,1245,23,40000,0,40000,0.596264368
'Simulation 579',2,4,0,0,0.215,2228,859,0,0,1351,18,40000,0,40000,0.606373429
'Simulation 580',2,4,0,0,0.215,2085,946,0,0,1120,19,40000,0,40000,0.537170264
'AveragedSim',2,4,0,0,0.215,2142.2,841.8,0,0,1280.8,19.6,40000,0,40000,0.59789002
'Simulation 581',2,4,0,0,0.216,2191,855,0,0,1311,25,40000,0,40000,0.598356915
'Simulation 582',2,4,0,0,0.216,2111,879,0,0,1208,24,40000,0,40000,0.572240644
'Simulation 583',2,4,0,0,0.216,2097,873,0,0,1203,21,40000,0,40000,0.573676681
'Simulation 584',2,4,0,0,0.216,2165,806,0,0,1335,24,40000,0,40000,0.616628176
'Simulation 585',2,4,0,0,0.216,2114,917,0,0,1181,16,40000,0,40000,0.558656575
'AveragedSim',2,4,0,0,0.216,2135.6,866,0,0,1247.6,22,40000,0,40000,0.584191796
'Simulation 586',2,4,0,0,0.217,2180,803,0,0,1354,23,40000,0,40000,0.621100917
'Simulation 587',2,4,0,0,0.217,2199,875,0,0,1297,27,40000,0,40000,0.589813552
'Simulation 588',2,4,0,0,0.217,2192,831,0,0,1344,17,40000,0,40000,0.613138686
'Simulation 589',2,4,0,0,0.217,2217,860,0,0,1334,23,40000,0,40000,0.601714028
'Simulation 590',2,4,0,0,0.217,2210,761,0,0,1418,31,40000,0,40000,0.641628959
'AveragedSim',2,4,0,0,0.217,2199.6,826,0,0,1349.4,24.2,40000,0,40000,0.613475177
'Simulation 591',2,4,0,0,0.218,2226,851,0,0,1353,22,40000,0,40000,0.607816712
'Simulation 592',2,4,0,0,0.218,2203,764,0,0,1423,16,40000,0,40000,0.645937358
'Simulation 593',2,4,0,0,0.218,2214,778,0,0,1412,24,40000,0,40000,0.637759711
'Simulation 594',2,4,0,0,0.218,2137,799,0,0,1314,24,40000,0,40000,0.614880674
'Simulation 595',2,4,0,0,0.218,2142,899,0,0,1223,20,40000,0,40000,0.570961718
'AveragedSim',2,4,0,0,0.218,2184.4,818.2,0,0,1345,21.2,40000,0,40000,0.61572972
'Simulation 596',2,4,0,0,0.219,2153,861,0,0,1273,19,40000,0,40000,0.591267998
'Simulation 597',2,4,0,0,0.219,2176,798,0,0,1358,20,40000,0,40000,0.624080882
'Simulation 598',2,4,0,0,0.219,2221,776,0,0,1418,27,40000,0,40000,0.638451148
'Simulation 599',2,4,0,0,0.219,2146,900,0,0,1221,25,40000,0,40000,0.568965517
'Simulation 600',2,4,0,0,0.219,2256,837,0,0,1388,31,40000,0,40000,0.615248227
'AveragedSim',2,4,0,0,0.219,2190.4,834.4,0,0,1331.6,24.4,40000,0,40000,0.607925493
'Simulation 601',2,4,0,0,0.22,2169,773,0,0,1372,24,40000,0,40000,0.632549562
'Simulation 602',2,4,0,0,0.22,2233,862,0,0,1345,26,40000,0,40000,0.602328706
'Simulation 603',2,4,0,0,0.22,2154,892,0,0,1230,32,40000,0,40000,0.571030641
'Simulation 604',2,4,0,0,0.22,2118,841,0,0,1254,23,40000,0,40000,0.592067989
'Simulation 605',2,4,0,0,0.22,2195,772,0,0,1401,22,40000,0,40000,0.638268793
'AveragedSim',2,4,0,0,0.22,2173.8,828,0,0,1320.4,25.4,40000,0,40000,0.607415586
'Simulation 606',2,4,0,0,0.221,2216,857,0,0,1335,24,40000,0,40000,0.602436823
'Simulation 607',2,4,0,0,0.221,2207,803,0,0,1385,19,40000,0,40000,0.627548709
'Simulation 608',2,4,0,0,0.221,2207,840,0,0,1347,20,40000,0,40000,0.610330766
'Simulation 609',2,4,0,0,0.221,2147,862,0,0,1270,15,40000,0,40000,0.591523055
'Simulation 610',2,4,0,0,0.221,2199,805,0,0,1373,21,40000,0,40000,0.624374716
'AveragedSim',2,4,0,0,0.221,2195.2,833.4,0,0,1342,19.8,40000,0,40000,0.611333819
'Simulation 611',2,4,0,0,0.222,2210,837,0,0,1352,21,40000,0,40000,0.611764706
'Simulation 612',2,4,0,0,0.222,2145,840,0,0,1282,23,40000,0,40000,0.597668998
'Simulation 613',2,4,0,0,0.222,2135,739,0,0,1372,24,40000,0,40000,0.642622951
'Simulation 614',2,4,0,0,0.222,2168,762,0,0,1391,15,40000,0,40000,0.641605166
'Simulation 615',2,4,0,0,0.222,2183,782,0,0,1382,19,40000,0,40000,0.633073752
'AveragedSim',2,4,0,0,0.222,2168.2,792,0,0,1355.8,20.4,40000,0,40000,0.625311318
'Simulation 616',2,4,0,0,0.223,2211,708,0,0,1481,22,40000,0,40000,0.669832655
'Simulation 617',2,4,0,0,0.223,2251,771,0,0,1461,19,40000,0,40000,0.649044869
'Simulation 618',2,4,0,0,0.223,2258,746,0,0,1492,20,40000,0,40000,0.660761736
'Simulation 619',2,4,0,0,0.223,2262,804,0,0,1427,31,40000,0,40000,0.630857648
'Simulation 620',2,4,0,0,0.223,2222,858,0,0,1331,33,40000,0,40000,0.599009901
'AveragedSim',2,4,0,0,0.223,2240.8,777.4,0,0,1438.4,25,40000,0,40000,0.641913602
'Simulation 621',2,4,0,0,0.224,2322,766,0,0,1529,27,40000,0,40000,0.658484065
'Simulation 622',2,4,0,0,0.224,2260,794,0,0,1439,27,40000,0,40000,0.636725664
'Simulation 623',2,4,0,0,0.224,2214,804,0,0,1389,21,40000,0,40000,0.627371274
'Simulation 624',2,4,0,0,0.224,2217,818,0,0,1375,24,40000,0,40000,0.620207488
'Simulation 625',2,4,0,0,0.224,2242,793,0,0,1420,29,40000,0,40000,0.633363069
'AveragedSim',2,4,0,0,0.224,2251,795,0,0,1430.4,25.6,40000,0,40000,0.635450911
'Simulation 626',2,4,0,0,0.225,2219,838,0,0,1362,19,40000,0,40000,0.613789995
'Simulation 627',2,4,0,0,0.225,2227,744,0,0,1463,20,40000,0,40000,0.656937584
'Simulation 628',2,4,0,0,0.225,2300,737,0,0,1537,26,40000,0,40000,0.66826087
'Simulation 629',2,4,0,0,0.225,2234,851,0,0,1359,24,40000,0,40000,0.608325873
'Simulation 630',2,4,0,0,0.225,2290,820,0,0,1445,25,40000,0,40000,0.631004367
'AveragedSim',2,4,0,0,0.225,2254,798,0,0,1433.2,22.8,40000,0,40000,0.635847382
'Simulation 631',2,4,0,0,0.226,2256,765,0,0,1474,17,40000,0,40000,0.653368794
'Simulation 632',2,4,0,0,0.226,2371,765,0,0,1583,23,40000,0,40000,0.66765078
'Simulation 633',2,4,0,0,0.226,2282,718,0,0,1538,26,40000,0,40000,0.673970202
'Simulation 634',2,4,0,0,0.226,2175,737,0,0,1413,25,40000,0,40000,0.649655172
'Simulation 635',2,4,0,0,0.226,2243,792,0,0,1429,22,40000,0,40000,0.637093179
'AveragedSim',2,4,0,0,0.226,2265.4,755.4,0,0,1487.4,22.6,40000,0,40000,0.656572791
'Simulation 636',2,4,0,0,0.227,2200,827,0,0,1355,18,40000,0,40000,0.615909091
'Simulation 637',2,4,0,0,0.227,2266,775,0,0,1470,21,40000,0,40000,0.648720212
'Simulation 638',2,4,0,0,0.227,2205,822,0,0,1362,21,40000,0,40000,0.617687075
'Simulation 639',2,4,0,0,0.227,2291,722,0,0,1537,32,40000,0,40000,0.670886076
'Simulation 640',2,4,0,0,0.227,2241,719,0,0,1497,25,40000,0,40000,0.668005355
'AveragedSim',2,4,0,0,0.227,2240.6,773,0,0,1444.2,23.4,40000,0,40000,0.644559493
'Simulation 641',2,4,0,0,0.228,2286,771,0,0,1499,16,40000,0,40000,0.655730534
'Simulation 642',2,4,0,0,0.228,2293,692,0,0,1575,26,40000,0,40000,0.686873092
'Simulation 643',2,4,0,0,0.228,2357,702,0,0,1626,29,40000,0,40000,0.689859992
'Simulation 644',2,4,0,0,0.228,2276,845,0,0,1405,26,40000,0,40000,0.617311072
'Simulation 645',2,4,0,0,0.228,2267,801,0,0,1441,25,40000,0,40000,0.635641817
'AveragedSim',2,4,0,0,0.228,2295.8,762.2,0,0,1509.2,24.4,40000,0,40000,0.657374336
'Simulation 646',2,4,0,0,0.229,2260,801,0,0,1439,20,40000,0,40000,0.636725664
'Simulation 647',2,4,0,0,0.229,2274,749,0,0,1500,25,40000,0,40000,0.659630607
'Simulation 648',2,4,0,0,0.229,2341,798,0,0,1521,22,40000,0,40000,0.649722341
'Simulation 649',2,4,0,0,0.229,2265,780,0,0,1468,17,40000,0,40000,0.64812362
'Simulation 650',2,4,0,0,0.229,2248,753,0,0,1469,26,40000,0,40000,0.653469751
'AveragedSim',2,4,0,0,0.229,2277.6,776.2,0,0,1479.4,22,40000,0,40000,0.649543379
'Simulation 651',2,4,0,0,0.23,2342,769,0,0,1552,21,40000,0,40000,0.662681469
'Simulation 652',2,4,0,0,0.23,2248,832,0,0,1396,20,40000,0,40000,0.620996441
'Simulation 653',2,4,0,0,0.23,2271,783,0,0,1465,23,40000,0,40000,0.645090269
'Simulation 654',2,4,0,0,0.23,2334,776,0,0,1537,21,40000,0,40000,0.658526135
'Simulation 655',2,4,0,0,0.23,2334,803,0,0,1519,12,40000,0,40000,0.650814053
'AveragedSim',2,4,0,0,0.23,2305.8,792.6,0,0,1493.8,19.4,40000,0,40000,0.647844566
'Simulation 656',2,4,0,0,0.231,2274,822,0,0,1430,22,40000,0,40000,0.628847845
'Simulation 657',2,4,0,0,0.231,2270,767,0,0,1487,16,40000,0,40000,0.655066079
'Simulation 658',2,4,0,0,0.231,2274,764,0,0,1481,29,40000,0,40000,0.651275286
'Simulation 659',2,4,0,0,0.231,2323,745,0,0,1550,28,40000,0,40000,0.667240637
'Simulation 660',2,4,0,0,0.231,2309,704,0,0,1587,18,40000,0,40000,0.687310524
'AveragedSim',2,4,0,0,0.231,2290,760.4,0,0,1507,22.6,40000,0,40000,0.658078603
'Simulation 661',2,4,0,0,0.232,2278,742,0,0,1507,29,40000,0,40000,0.661545215
'Simulation 662',2,4,0,0,0.232,2309,800,0,0,1485,24,40000,0,40000,0.643135557
'Simulation 663',2,4,0,0,0.232,2342,713,0,0,1603,26,40000,0,40000,0.684457728
'Simulation 664',2,4,0,0,0.232,2279,834,0,0,1419,26,40000,0,40000,0.622641509
'Simulation 665',2,4,0,0,0.232,2323,693,0,0,1600,30,40000,0,40000,0.688764529
'AveragedSim',2,4,0,0,0.232,2306.2,756.4,0,0,1522.8,27,40000,0,40000,0.660306999
'Simulation 666',2,4,0,0,0.233,2372,786,0,0,1552,34,40000,0,40000,0.654300169
'Simulation 667',2,4,0,0,0.233,2333,731,0,0,1578,24,40000,0,40000,0.67638234
'Simulation 668',2,4,0,0,0.233,2440,726,0,0,1690,24,40000,0,40000,0.692622951
'Simulation 669',2,4,0,0,0.233,2318,792,0,0,1505,21,40000,0,40000,0.649266609
'Simulation 670',2,4,0,0,0.233,2333,722,0,0,1594,17,40000,0,40000,0.683240463
'AveragedSim',2,4,0,0,0.233,2359.2,751.4,0,0,1583.8,24,40000,0,40000,0.671329264
'Simulation 671',2,4,0,0,0.234,2296,802,0,0,1469,25,40000,0,40000,0.639808362
'Simulation 672',2,4,0,0,0.234,2338,772,0,0,1538,28,40000,0,40000,0.657827203
'Simulation 673',2,4,0,0,0.234,2335,750,0,0,1559,26,40000,0,40000,0.667665953
'Simulation 674',2,4,0,0,0.234,2355,713,0,0,1613,29,40000,0,40000,0.68492569
'Simulation 675',2,4,0,0,0.234,2313,722,0,0,1572,19,40000,0,40000,0.679636835
'AveragedSim',2,4,0,0,0.234,2327.4,751.8,0,0,1550.2,25.4,40000,0,40000,0.666065137
'Simulation 676',2,4,0,0,0.235,2267,866,0,0,1374,27,40000,0,40000,0.60608734
'Simulation 677',2,4,0,0,0.235,2289,809,0,0,1450,30,40000,0,40000,0.633464395
'Simulation 678',2,4,0,0,0.235,2362,717,0,0,1625,20,40000,0,40000,0.687976291
'Simulation 679',2,4,0,0,0.235,2319,722,0,0,1578,19,40000,0,40000,0.680465718
'Simulation 680',2,4,0,0,0.235,2288,887,0,0,1372,29,40000,0,40000,0.59965035
'AveragedSim',2,4,0,0,0.235,2305,800.2,0,0,1479.8,25,40000,0,40000,0.641995662
'Simulation 681',2,4,0,0,0.236,2409,782,0,0,1596,31,40000,0,40000,0.662515567
'Simulation 682',2,4,0,0,0.236,2333,777,0,0,1538,18,40000,0,40000,0.659237034
'Simulation 683',2,4,0,0,0.236,2363,701,0,0,1640,22,40000,0,40000,0.694033009
'Simulation 684',2,4,0,0,0.236,2300,830,0,0,1445,25,40000,0,40000,0.62826087
'Simulation 685',2,4,0,0,0.236,2349,737,0,0,1591,21,40000,0,40000,0.677309493
'AveragedSim',2,4,0,0,0.236,2350.8,765.4,0,0,1562,23.4,40000,0,40000,0.664454654
'Simulation 686',2,4,0,0,0.237,2410,801,0,0,1583,26,40000,0,40000,0.656846473
'Simulation 687',2,4,0,0,0.237,2373,726,0,0,1621,26,40000,0,40000,0.683101559
'Simulation 688',2,4,0,0,0.237,2355,844,0,0,1494,17,40000,0,40000,0.634394904
'Simulation 689',2,4,0,0,0.237,2455,755,0,0,1672,28,40000,0,40000,0.681059063
'Simulation 690',2,4,0,0,0.237,2438,725,0,0,1683,30,40000,0,40000,0.690319934
'AveragedSim',2,4,0,0,0.237,2406.2,770.2,0,0,1610.6,25.4,40000,0,40000,0.669354168
'Simulation 691',2,4,0,0,0.238,2423,780,0,0,1617,26,40000,0,40000,0.667354519
'Simulation 692',2,4,0,0,0.238,2386,789,0,0,1569,28,40000,0,40000,0.657585918
'Simulation 693',2,4,0,0,0.238,2341,834,0,0,1481,26,40000,0,40000,0.632635626
'Simulation 694',2,4,0,0,0.238,2374,799,0,0,1542,33,40000,0,40000,0.649536647
'Simulation 695',2,4,0,0,0.238,2431,654,0,0,1756,21,40000,0,40000,0.722336487
'AveragedSim',2,4,0,0,0.238,2391,771.2,0,0,1593,26.8,40000,0,40000,0.666248432
'Simulation 696',2,4,0,0,0.239,2448,693,0,0,1725,30,40000,0,40000,0.704656863
'Simulation 697',2,4,0,0,0.239,2336,836,0,0,1479,21,40000,0,40000,0.633133562
'Simulation 698',2,4,0,0,0.239,2343,758,0,0,1559,26,40000,0,40000,0.665386257
'Simulation 699',2,4,0,0,0.239,2391,782,0,0,1581,28,40000,0,40000,0.661229611
'Simulation 700',2,4,0,0,0.239,2432,680,0,0,1728,24,40000,0,40000,0.710526316
'AveragedSim',2,4,0,0,0.239,2390,749.8,0,0,1614.4,25.8,40000,0,40000,0.675481172
'Simulation 701',2,4,0,0,0.24,2413,754,0,0,1632,27,40000,0,40000,0.676336511
'Simulation 702',2,4,0,0,0.24,2353,715,0,0,1616,22,40000,0,40000,0.68678283
'Simulation 703',2,4,0,0,0.24,2389,773,0,0,1588,28,40000,0,40000,0.664713269
'Simulation 704',2,4,0,0,0.24,2370,824,0,0,1515,31,40000,0,40000,0.639240506
'Simulation 705',2,4,0,0,0.24,2372,754,0,0,1593,25,40000,0,40000,0.67158516
'AveragedSim',2,4,0,0,0.24,2379.4,764,0,0,1588.8,26.6,40000,0,40000,0.667731361
'Simulation 706',2,4,0,0,0.241,2351,850,0,0,1469,32,40000,0,40000,0.624840493
'Simulation 707',2,4,0,0,0.241,2459,713,0,0,1706,40,40000,0,40000,0.693777959
'Simulation 708',2,4,0,0,0.241,2430,686,0,0,1721,23,40000,0,40000,0.708230453
'Simulation 709',2,4,0,0,0.241,2433,706,0,0,1702,25,40000,0,40000,0.699547883
'Simulation 710',2,4,0,0,0.241,2347,770,0,0,1558,19,40000,0,40000,0.663826161
