'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'AveragedSim',1,3.0,2.0,0.0,0.1,503.84,434.8,65.84,0.0,500.64,0.0,3.2,15000.0,3300.0,18300.0
'Simulation 51',1,3,2,0,0.15,698,496,190,0,686,3,9,15000,9700,24700
'Simulation 52',1,3,2,0,0.15,729,524,199,0,723,0,6,15000,10050,25050
'Simulation 53',1,3,2,0,0.15,729,505,208,0,713,12,4,15000,10700,25700
'Simulation 54',1,3,2,0,0.15,764,514,244,0,758,0,6,15000,12300,27300
'Simulation 55',1,3,2,0,0.15,768,530,234,0,764,0,4,15000,11750,26750
'Simulation 56',1,3,2,0,0.15,717,500,209,0,709,0,8,15000,10550,25550
'Simulation 57',1,3,2,0,0.15,785,520,242,0,762,6,17,15000,12300,27300
'Simulation 58',1,3,2,0,0.15,804,518,268,0,786,8,10,15000,13650,28650
'Simulation 59',1,3,2,0,0.15,720,480,207,0,687,29,4,15000,10900,25900
'Simulation 60',1,3,2,0,0.15,787,503,261,0,764,16,7,15000,13550,28550
'Simulation 61',1,3,2,0,0.15,719,498,216,0,714,1,4,15000,10800,25800
'Simulation 62',1,3,2,0,0.15,798,528,266,0,794,0,4,15000,13300,28300
'Simulation 63',1,3,2,0,0.15,770,503,245,0,748,10,12,15000,12700,27700
'Simulation 64',1,3,2,0,0.15,777,499,234,0,733,31,13,15000,12400,27400
'Simulation 65',1,3,2,0,0.15,782,501,273,0,774,4,4,15000,13850,28850
'Simulation 66',1,3,2,0,0.15,708,518,182,0,700,0,8,15000,9200,24200
'Simulation 67',1,3,2,0,0.15,735,504,210,0,714,8,13,15000,10650,25650
'Simulation 68',1,3,2,0,0.15,745,505,223,0,728,4,13,15000,11300,26300
'Simulation 69',1,3,2,0,0.15,763,522,226,0,748,1,14,15000,11450,26450
'Simulation 70',1,3,2,0,0.15,727,521,202,0,723,0,4,15000,10150,25150
'Simulation 71',1,3,2,0,0.15,765,490,244,0,734,20,11,15000,12700,27700
'Simulation 72',1,3,2,0,0.15,803,523,256,0,779,11,13,15000,13100,28100
'Simulation 73',1,3,2,0,0.15,743,524,199,0,723,6,14,15000,10250,25250
'Simulation 74',1,3,2,0,0.15,774,522,230,0,752,5,17,15000,11650,26650
'Simulation 75',1,3,2,0,0.15,742,505,221,0,726,8,8,15000,11250,26250
'AveragedSim',1,3.0,2.0,0.0,0.15,754.08,510.12,227.56,0.0,737.68,7.32,9.08,15000.0,11608.0,26608.0
'Simulation 76',1,3,2,0,0.2,987,438,275,0,713,255,19,15000,19200,34200
'Simulation 77',1,3,2,0,0.2,1001,411,281,0,692,292,17,15000,20000,35000
'Simulation 78',1,3,2,0,0.2,973,439,257,0,696,256,21,15000,18850,33850
'Simulation 79',1,3,2,0,0.2,988,441,294,0,735,233,20,15000,19600,34600
'Simulation 80',1,3,2,0,0.2,1033,430,300,0,730,284,19,15000,20600,35600
'Simulation 81',1,3,2,0,0.2,1010,480,311,0,791,203,16,15000,19700,34700
'Simulation 82',1,3,2,0,0.2,952,438,278,0,716,226,10,15000,18550,33550
'Simulation 83',1,3,2,0,0.2,1003,445,273,0,718,270,15,15000,19600,34600
'Simulation 84',1,3,2,0,0.2,981,435,281,0,716,243,22,15000,19300,34300
'Simulation 85',1,3,2,0,0.2,1003,450,260,0,710,268,25,15000,18750,33750
'Simulation 86',1,3,2,0,0.2,984,408,233,0,641,338,5,15000,19200,34200
'Simulation 87',1,3,2,0,0.2,1035,468,308,0,776,232,27,15000,20550,35550
'Simulation 88',1,3,2,0,0.2,957,434,299,0,733,204,20,15000,19250,34250
'Simulation 89',1,3,2,0,0.2,990,446,292,0,738,235,17,15000,19650,34650
'Simulation 90',1,3,2,0,0.2,977,467,310,0,777,195,5,15000,19800,34800
'Simulation 91',1,3,2,0,0.2,1030,408,261,0,669,339,22,15000,20000,35000
'Simulation 92',1,3,2,0,0.2,966,417,290,0,707,232,27,15000,19050,34050
'Simulation 93',1,3,2,0,0.2,982,487,306,0,793,182,7,15000,19100,34100
'Simulation 94',1,3,2,0,0.2,1034,456,281,0,737,275,22,15000,20350,35350
'Simulation 95',1,3,2,0,0.2,1019,419,287,0,706,297,16,15000,20600,35600
'Simulation 96',1,3,2,0,0.2,1013,424,291,0,715,278,20,15000,19900,34900
'Simulation 97',1,3,2,0,0.2,1025,450,296,0,746,250,29,15000,20100,35100
'Simulation 98',1,3,2,0,0.2,1025,450,296,0,746,250,29,15000,20100,35100
'Simulation 99',1,3,2,0,0.2,1010,451,291,0,742,249,19,15000,19600,34600
'Simulation 100',1,3,2,0,0.2,990,448,295,0,743,237,10,15000,19850,34850
'AveragedSim',1,3.0,2.0,0.0,0.2,998.72,441.6,285.84,0.0,727.44,252.92,18.36,15000.0,19650.0,34650.0
'Simulation 101',1,3,2,0,0.25,1272,313,189,0,502,741,29,15000,24250,39250
'Simulation 102',1,3,2,0,0.25,1272,313,189,0,502,741,29,15000,24250,39250
'Simulation 103',1,3,2,0,0.25,1243,330,229,0,559,661,23,15000,24850,39850
'Simulation 104',1,3,2,0,0.25,1277,387,207,0,594,657,26,15000,24400,39400
'Simulation 105',1,3,2,0,0.25,1283,357,233,0,590,674,19,15000,25300,40300
'Simulation 106',1,3,2,0,0.25,1242,339,206,0,545,666,31,15000,24350,39350
'Simulation 107',1,3,2,0,0.25,1231,337,213,0,550,655,26,15000,24050,39050
'Simulation 108',1,3,2,0,0.25,1230,332,220,0,552,660,18,15000,24150,39150
'Simulation 109',1,3,2,0,0.25,1287,295,230,0,525,737,25,15000,26100,41100
'Simulation 110',1,3,2,0,0.25,1283,357,238,0,595,653,35,15000,25400,40400
'Simulation 111',1,3,2,0,0.25,1248,363,229,0,592,627,29,15000,24750,39750
'Simulation 112',1,3,2,0,0.25,1265,385,248,0,633,604,28,15000,24400,39400
'Simulation 113',1,3,2,0,0.25,1231,319,233,0,552,650,29,15000,24500,39500
'Simulation 114',1,3,2,0,0.25,1264,356,218,0,574,658,32,15000,23950,38950
'Simulation 115',1,3,2,0,0.25,1275,323,206,0,529,718,28,15000,24550,39550
'Simulation 116',1,3,2,0,0.25,1264,297,216,0,513,727,24,15000,25300,40300
'Simulation 117',1,3,2,0,0.25,1290,348,240,0,588,674,28,15000,25250,40250
'Simulation 118',1,3,2,0,0.25,1233,387,253,0,640,561,32,15000,24050,39050
'Simulation 119',1,3,2,0,0.25,1256,369,223,0,592,634,30,15000,24600,39600
'Simulation 120',1,3,2,0,0.25,1224,318,215,0,533,670,21,15000,24450,39450
'Simulation 121',1,3,2,0,0.25,1243,354,227,0,581,634,28,15000,24250,39250
'Simulation 122',1,3,2,0,0.25,1274,343,223,0,566,682,26,15000,25050,40050
'Simulation 123',1,3,2,0,0.25,1243,345,195,0,540,675,28,15000,23950,38950
'Simulation 124',1,3,2,0,0.25,1182,367,211,0,578,578,26,15000,23100,38100
'Simulation 125',1,3,2,0,0.25,1248,381,252,0,633,589,26,15000,25150,40150
'AveragedSim',1,3.0,2.0,0.0,0.25,1254.4,344.6,221.72,0.0,566.32,661.04,27.04,15000.0,24576.0,39576.0
