'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 80',1,3,2,0,0.45,2292,191,125,0,316,1928,48,15000,41550,56550
'Simulation 81',1,3,2,0,0.45,2279,177,118,0,295,1933,51,15000,42750,57750
'Simulation 82',1,3,2,0,0.45,2265,199,129,0,328,1891,46,15000,42050,57050
'Simulation 83',1,3,2,0,0.45,2281,167,122,0,289,1942,50,15000,40950,55950
'Simulation 84',1,3,2,0,0.45,2270,181,109,0,290,1922,58,15000,41950,56950
'Simulation 85',1,3,2,0,0.45,2285,194,154,0,348,1890,47,15000,42750,57750
'Simulation 86',1,3,2,0,0.45,2251,143,118,0,261,1954,36,15000,42150,57150
'Simulation 87',1,3,2,0,0.45,2260,169,111,0,280,1926,54,15000,41650,56650
'Simulation 88',1,3,2,0,0.45,2312,170,132,0,302,1962,48,15000,42750,57750
'Simulation 89',1,3,2,0,0.45,2203,189,123,0,312,1849,42,15000,40400,55400
'Simulation 90',1,3,2,0,0.45,2219,196,128,0,324,1854,41,15000,40550,55550
'Simulation 91',1,3,2,0,0.45,2263,191,118,0,309,1901,53,15000,41050,56050
'Simulation 92',1,3,2,0,0.45,2234,198,113,0,311,1873,50,15000,42000,57000
'Simulation 93',1,3,2,0,0.45,2222,188,108,0,296,1877,49,15000,40950,55950
'Simulation 94',1,3,2,0,0.45,2240,179,118,0,297,1894,49,15000,40800,55800
'Simulation 95',1,3,2,0,0.45,2216,221,110,0,331,1843,42,15000,40250,55250
'Simulation 96',1,3,2,0,0.45,2254,194,114,0,308,1896,50,15000,42300,57300
'Simulation 97',1,3,2,0,0.45,2229,198,105,0,303,1879,47,15000,41250,56250
'Simulation 98',1,3,2,0,0.45,2241,199,123,0,322,1865,54,15000,41650,56650
'Simulation 99',1,3,2,0,0.45,2239,178,112,0,290,1904,45,15000,40850,55850
'Simulation 100',1,3,2,0,0.45,2232,192,143,0,335,1843,54,15000,41600,56600
'AveragedSim',1,3,2,0,0.45,2253.92,185.84,120.64,0,306.48,1898.72,48.72,15000,41636,56636
'Simulation 101',1,3,2,0,0.5,2444,193,126,0,319,2068,57,15000,44300,59300
'Simulation 102',1,3,2,0,0.5,2513,171,103,0,274,2187,52,15000,46650,61650
'Simulation 103',1,3,2,0,0.5,2478,187,112,0,299,2126,53,15000,44950,59950
'Simulation 104',1,3,2,0,0.5,2497,177,93,0,270,2173,54,15000,45500,60500
'Simulation 105',1,3,2,0,0.5,2512,176,116,0,292,2166,54,15000,46000,61000
'Simulation 106',1,3,2,0,0.5,2492,173,101,0,274,2165,53,15000,44300,59300
'Simulation 107',1,3,2,0,0.5,2496,172,112,0,284,2153,59,15000,44800,59800
'Simulation 108',1,3,2,0,0.5,2500,177,96,0,273,2169,58,15000,44550,59550
'Simulation 109',1,3,2,0,0.5,2508,159,108,0,267,2188,53,15000,44450,59450
'Simulation 110',1,3,2,0,0.5,2494,156,105,0,261,2185,48,15000,45300,60300
'Simulation 111',1,3,2,0,0.5,2416,182,110,0,292,2069,55,15000,42950,57950
'Simulation 112',1,3,2,0,0.5,2508,190,119,0,309,2145,54,15000,46750,61750
'Simulation 113',1,3,2,0,0.5,2481,175,122,0,297,2133,51,15000,46150,61150
'Simulation 114',1,3,2,0,0.5,2521,203,116,0,319,2150,52,15000,45250,60250
'Simulation 115',1,3,2,0,0.5,2527,171,96,0,267,2200,60,15000,45900,60900
'Simulation 116',1,3,2,0,0.5,2475,195,120,0,315,2104,56,15000,45250,60250
'Simulation 117',1,3,2,0,0.5,2481,168,117,0,285,2146,50,15000,45250,60250
'Simulation 118',1,3,2,0,0.5,2518,174,117,0,291,2180,47,15000,45600,60600
'Simulation 119',1,3,2,0,0.5,2482,175,139,0,314,2103,65,15000,45000,60000
'Simulation 120',1,3,2,0,0.5,2438,187,129,0,316,2075,47,15000,45100,60100
'Simulation 121',1,3,2,0,0.5,2516,166,118,0,284,2176,56,15000,45000,60000
'Simulation 122',1,3,2,0,0.5,2489,169,104,0,273,2167,49,15000,45350,60350
'Simulation 123',1,3,2,0,0.5,2458,160,102,0,262,2145,51,15000,44650,59650
'Simulation 124',1,3,2,0,0.5,2500,167,114,0,281,2166,53,15000,45350,60350
'Simulation 125',1,3,2,0,0.5,2550,169,96,0,265,2234,51,15000,45400,60400
'AveragedSim',1,3,2,0,0.5,2491.76,175.68,111.64,0,287.32,2150.92,53.52,15000,45190,60190
