'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost'
'Simulation 37',1,4,1,0,0.1,505,488,16,0,0,1,20000,800,20800
'Simulation 38',1,4,1,0,0.1,504,484,15,0,0,5,20000,750,20750
'Simulation 39',1,4,1,0,0.1,505,484,19,0,0,2,20000,950,20950
'Simulation 40',1,4,1,0,0.1,487,471,13,0,0,3,20000,650,20650
'Simulation 41',1,4,1,0,0.1,496,478,14,0,0,4,20000,700,20700
'Simulation 42',1,4,1,0,0.1,482,468,10,0,0,4,20000,500,20500
'Simulation 43',1,4,1,0,0.1,504,484,15,0,0,5,20000,750,20750
'Simulation 44',1,4,1,0,0.1,456,446,7,0,0,3,20000,350,20350
'Simulation 45',1,4,1,0,0.1,477,462,11,0,0,4,20000,550,20550
'Simulation 46',1,4,1,0,0.1,494,482,8,0,0,4,20000,400,20400
'Simulation 47',1,4,1,0,0.1,492,482,9,0,0,1,20000,450,20450
'Simulation 48',1,4,1,0,0.1,498,489,8,0,0,1,20000,400,20400
'Simulation 49',1,4,1,0,0.1,495,480,13,0,0,2,20000,650,20650
'Simulation 50',1,4,1,0,0.1,502,491,8,0,0,3,20000,400,20400
'AveragedSim',1,4.0,1.0,0.0,0.1,494.52,479.32,12.08,0.0,0.0,3.12,20000.0,606.0,20606.0
'Simulation 51',1,4,1,0,0.15,797,690,95,0,3,9,20000,4850,24850
'Simulation 52',1,4,1,0,0.15,703,635,65,0,0,3,20000,3250,23250
'Simulation 53',1,4,1,0,0.15,753,659,87,0,1,6,20000,4350,24350
'Simulation 54',1,4,1,0,0.15,723,623,90,0,4,6,20000,4550,24550
'Simulation 55',1,4,1,0,0.15,745,649,80,0,7,9,20000,4050,24050
'Simulation 56',1,4,1,0,0.15,756,634,104,0,9,9,20000,5250,25250
'Simulation 57',1,4,1,0,0.15,747,661,75,0,5,6,20000,3900,23900
'Simulation 58',1,4,1,0,0.15,766,681,79,0,2,4,20000,3950,23950
'Simulation 59',1,4,1,0,0.15,756,619,100,0,30,7,20000,5400,25400
'Simulation 60',1,4,1,0,0.15,735,644,75,0,4,12,20000,3800,23800
'Simulation 61',1,4,1,0,0.15,734,642,85,0,1,6,20000,4250,24250
'Simulation 62',1,4,1,0,0.15,744,662,71,0,5,6,20000,3600,23600
'Simulation 63',1,4,1,0,0.15,735,643,84,0,0,8,20000,4200,24200
'Simulation 64',1,4,1,0,0.15,732,645,81,0,0,6,20000,4050,24050
'Simulation 65',1,4,1,0,0.15,748,662,75,0,6,5,20000,3750,23750
'Simulation 66',1,4,1,0,0.15,782,666,101,0,8,7,20000,5200,25200
'Simulation 67',1,4,1,0,0.15,769,636,107,0,23,3,20000,5750,25750
'Simulation 68',1,4,1,0,0.15,741,646,88,0,0,7,20000,4450,24450
'Simulation 69',1,4,1,0,0.15,726,647,70,0,1,8,20000,3500,23500
'Simulation 70',1,4,1,0,0.15,724,614,84,0,18,8,20000,4300,24300
'Simulation 71',1,4,1,0,0.15,718,611,82,0,22,3,20000,4400,24400
'Simulation 72',1,4,1,0,0.15,764,679,78,0,1,6,20000,3900,23900
'Simulation 73',1,4,1,0,0.15,755,672,76,0,0,7,20000,3800,23800
'Simulation 74',1,4,1,0,0.15,739,645,83,0,0,11,20000,4200,24200
'Simulation 75',1,4,1,0,0.15,782,657,100,0,12,13,20000,5200,25200
'AveragedSim',1,4.0,1.0,0.0,0.15,746.96,648.88,84.6,0.0,6.48,7.0,20000.0,4316.0,24316.0
'Simulation 76',1,4,1,0,0.2,1025,572,142,0,291,20,20000,10050,30050
'Simulation 77',1,4,1,0,0.2,1021,621,169,0,212,19,20000,10600,30600
'Simulation 78',1,4,1,0,0.2,1013,556,138,0,305,14,20000,9850,29850
'Simulation 79',1,4,1,0,0.2,1027,523,120,0,371,13,20000,10100,30100
'Simulation 80',1,4,1,0,0.2,989,602,146,0,222,19,20000,9450,29450
'Simulation 81',1,4,1,0,0.2,992,573,135,0,277,7,20000,9850,29850
'Simulation 82',1,4,1,0,0.2,996,566,133,0,278,19,20000,9600,29600
'Simulation 83',1,4,1,0,0.2,1016,555,132,0,317,12,20000,9700,29700
'Simulation 84',1,4,1,0,0.2,1001,628,154,0,208,11,20000,9750,29750
'Simulation 85',1,4,1,0,0.2,992,578,130,0,273,11,20000,9350,29350
'Simulation 86',1,4,1,0,0.2,933,600,131,0,190,12,20000,8700,28700
'Simulation 87',1,4,1,0,0.2,985,548,134,0,283,20,20000,9550,29550
'Simulation 88',1,4,1,0,0.2,1028,620,153,0,233,22,20000,9900,29900
'Simulation 89',1,4,1,0,0.2,1011,549,142,0,309,11,20000,10250,30250
'Simulation 90',1,4,1,0,0.2,977,593,130,0,235,19,20000,8900,28900
'Simulation 91',1,4,1,0,0.2,993,633,126,0,225,9,20000,8800,28800
'Simulation 92',1,4,1,0,0.2,959,626,143,0,172,18,20000,9000,29000
'Simulation 93',1,4,1,0,0.2,998,581,146,0,245,26,20000,9800,29800
'Simulation 94',1,4,1,0,0.2,978,626,152,0,187,13,20000,9550,29550
'Simulation 95',1,4,1,0,0.2,1068,517,129,0,408,14,20000,10600,30600
'Simulation 96',1,4,1,0,0.2,1023,512,125,0,369,17,20000,10300,30300
'Simulation 97',1,4,1,0,0.2,975,594,154,0,209,18,20000,9900,29900
'Simulation 98',1,4,1,0,0.2,1009,558,140,0,289,22,20000,9800,29800
'Simulation 99',1,4,1,0,0.2,1033,531,119,0,363,20,20000,9850,29850
'Simulation 100',1,4,1,0,0.2,1022,580,141,0,285,16,20000,9750,29750
'AveragedSim',1,4.0,1.0,0.0,0.2,1002.56,577.68,138.56,0.0,270.24,16.08,20000.0,9718.0,29718.0
'Simulation 101',1,4,1,0,0.25,1286,471,109,0,685,21,20000,12600,32600
'Simulation 102',1,4,1,0,0.25,1212,465,112,0,612,23,20000,11800,31800
'Simulation 103',1,4,1,0,0.25,1245,392,88,0,734,31,20000,12600,32600
'Simulation 104',1,4,1,0,0.25,1314,458,93,0,731,32,20000,12950,32950
'Simulation 105',1,4,1,0,0.25,1215,466,111,0,613,25,20000,11700,31700
'Simulation 106',1,4,1,0,0.25,1233,465,106,0,636,26,20000,12100,32100
'Simulation 107',1,4,1,0,0.25,1298,426,110,0,737,25,20000,12550,32550
'Simulation 108',1,4,1,0,0.25,1220,497,129,0,564,30,20000,12050,32050
'Simulation 109',1,4,1,0,0.25,1256,472,110,0,648,26,20000,11950,31950
'Simulation 110',1,4,1,0,0.25,1261,469,114,0,656,22,20000,12200,32200
'Simulation 111',1,4,1,0,0.25,1280,412,90,0,753,25,20000,12700,32700
'Simulation 112',1,4,1,0,0.25,1241,421,106,0,694,20,20000,12900,32900
'Simulation 113',1,4,1,0,0.25,1292,434,115,0,717,26,20000,12950,32950
'Simulation 114',1,4,1,0,0.25,1254,427,106,0,704,17,20000,12850,32850
'Simulation 115',1,4,1,0,0.25,1237,441,112,0,662,22,20000,12450,32450
'Simulation 116',1,4,1,0,0.25,1230,483,110,0,610,27,20000,11800,31800
'Simulation 117',1,4,1,0,0.25,1235,455,104,0,644,32,20000,12000,32000
'Simulation 118',1,4,1,0,0.25,1238,411,111,0,687,29,20000,11850,31850
'Simulation 119',1,4,1,0,0.25,1250,458,106,0,660,26,20000,12250,32250
'Simulation 120',1,4,1,0,0.25,1274,459,103,0,686,26,20000,12650,32650
'Simulation 121',1,4,1,0,0.25,1223,467,103,0,619,34,20000,11350,31350
'Simulation 122',1,4,1,0,0.25,1296,461,92,0,710,33,20000,12200,32200
'Simulation 123',1,4,1,0,0.25,1233,456,112,0,645,20,20000,12250,32250
'Simulation 124',1,4,1,0,0.25,1243,395,108,0,709,31,20000,12850,32850
'Simulation 125',1,4,1,0,0.25,1257,425,122,0,685,25,20000,13100,33100
'AveragedSim',1,4.0,1.0,0.0,0.25,1252.92,447.44,107.28,0.0,672.04,26.16,20000.0,12346.0,32346.0
'Simulation 126',1,4,1,0,0.3,1482,422,81,0,946,33,20000,14600,34600
'Simulation 127',1,4,1,0,0.3,1504,398,85,0,986,35,20000,14400,34400
'Simulation 128',1,4,1,0,0.3,1554,319,90,0,1112,33,20000,15200,35200
'Simulation 129',1,4,1,0,0.3,1489,368,91,0,993,37,20000,14700,34700
'Simulation 130',1,4,1,0,0.3,1561,352,73,0,1099,37,20000,15500,35500
'Simulation 131',1,4,1,0,0.3,1486,334,90,0,1030,32,20000,14850,34850
'Simulation 132',1,4,1,0,0.3,1486,412,101,0,948,25,20000,15250,35250
'Simulation 133',1,4,1,0,0.3,1533,334,90,0,1066,43,20000,14500,34500
'Simulation 134',1,4,1,0,0.3,1514,392,94,0,994,34,20000,15150,35150
'Simulation 135',1,4,1,0,0.3,1495,352,95,0,1020,28,20000,14950,34950
'Simulation 136',1,4,1,0,0.3,1544,354,93,0,1056,41,20000,15700,35700
'Simulation 137',1,4,1,0,0.3,1536,365,72,0,1066,33,20000,14900,34900
'Simulation 138',1,4,1,0,0.3,1477,346,84,0,1028,19,20000,15350,35350
'Simulation 139',1,4,1,0,0.3,1504,374,75,0,1030,25,20000,14200,34200
'Simulation 140',1,4,1,0,0.3,1480,391,96,0,964,29,20000,14600,34600
'Simulation 141',1,4,1,0,0.3,1497,350,90,0,1022,35,20000,13900,33900
'Simulation 142',1,4,1,0,0.3,1540,346,90,0,1076,28,20000,15200,35200
'Simulation 143',1,4,1,0,0.3,1547,325,89,0,1089,44,20000,15500,35500
'Simulation 144',1,4,1,0,0.3,1551,390,88,0,1035,38,20000,14800,34800
'Simulation 145',1,4,1,0,0.3,1521,333,108,0,1047,33,20000,15300,35300
'Simulation 146',1,4,1,0,0.3,1491,369,103,0,991,28,20000,15600,35600
'Simulation 147',1,4,1,0,0.3,1534,337,78,0,1090,29,20000,14800,34800
'Simulation 148',1,4,1,0,0.3,1510,390,103,0,985,32,20000,15200,35200
'Simulation 149',1,4,1,0,0.3,1487,400,104,0,953,30,20000,14900,34900
'Simulation 150',1,4,1,0,0.3,1473,395,91,0,961,26,20000,14500,34500
'AveragedSim',1,4.0,1.0,0.0,0.3,1511.84,365.92,90.16,0.0,1023.48,32.28,20000.0,14942.0,34942.0
'Simulation 151',1,4,1,0,0.35,1772,307,68,0,1361,36,20000,16900,36900
'Simulation 152',1,4,1,0,0.35,1768,322,75,0,1329,42,20000,16750,36750
'Simulation 153',1,4,1,0,0.35,1753,338,73,0,1306,36,20000,16950,36950
'Simulation 154',1,4,1,0,0.35,1729,346,89,0,1258,36,20000,16700,36700
'Simulation 155',1,4,1,0,0.35,1810,276,71,0,1430,33,20000,17600,37600
'Simulation 156',1,4,1,0,0.35,1717,323,86,0,1269,39,20000,16750,36750
'Simulation 157',1,4,1,0,0.35,1808,297,65,0,1400,46,20000,17800,37800
'Simulation 158',1,4,1,0,0.35,1715,320,65,0,1291,39,20000,17150,37150
'Simulation 159',1,4,1,0,0.35,1734,319,95,0,1281,39,20000,17350,37350
'Simulation 160',1,4,1,0,0.35,1766,326,75,0,1327,38,20000,16750,36750
'Simulation 161',1,4,1,0,0.35,1798,298,72,0,1395,33,20000,17650,37650
'Simulation 162',1,4,1,0,0.35,1784,335,78,0,1331,40,20000,17150,37150
'Simulation 163',1,4,1,0,0.35,1699,309,81,0,1269,40,20000,16350,36350
'Simulation 164',1,4,1,0,0.35,1772,327,68,0,1341,36,20000,17150,37150
'Simulation 165',1,4,1,0,0.35,1694,344,75,0,1242,33,20000,16900,36900
'Simulation 166',1,4,1,0,0.35,1729,349,93,0,1244,43,20000,17450,37450
'Simulation 167',1,4,1,0,0.35,1737,301,61,0,1338,37,20000,17250,37250
'Simulation 168',1,4,1,0,0.35,1740,309,77,0,1320,34,20000,16900,36900
'Simulation 169',1,4,1,0,0.35,1744,298,79,0,1331,36,20000,17100,37100
'Simulation 170',1,4,1,0,0.35,1737,356,77,0,1270,34,20000,16800,36800
'Simulation 171',1,4,1,0,0.35,1744,343,83,0,1287,31,20000,17400,37400
'Simulation 172',1,4,1,0,0.35,1718,301,62,0,1315,40,20000,17400,37400
'Simulation 173',1,4,1,0,0.35,1794,281,72,0,1400,41,20000,17100,37100
'Simulation 174',1,4,1,0,0.35,1777,283,65,0,1399,30,20000,17200,37200
'Simulation 175',1,4,1,0,0.35,1688,305,72,0,1269,42,20000,16950,36950
'AveragedSim',1,4.0,1.0,0.0,0.35,1749.08,316.52,75.08,0.0,1320.12,37.36,20000.0,17098.0,37098.0
'Simulation 176',1,4,1,0,0.4,2001,255,66,0,1637,43,20000,19400,39400
'Simulation 177',1,4,1,0,0.4,1977,248,63,0,1631,35,20000,19150,39150
'Simulation 178',1,4,1,0,0.4,1915,276,67,0,1533,39,20000,16950,36950
'Simulation 179',1,4,1,0,0.4,2005,238,61,0,1658,48,20000,19100,39100
'Simulation 180',1,4,1,0,0.4,2066,260,77,0,1683,46,20000,19150,39150
'Simulation 181',1,4,1,0,0.4,1975,311,67,0,1547,50,20000,18700,38700
'Simulation 182',1,4,1,0,0.4,2018,286,64,0,1625,43,20000,19950,39950
'Simulation 183',1,4,1,0,0.4,2017,287,74,0,1621,35,20000,19750,39750
'Simulation 184',1,4,1,0,0.4,1978,272,59,0,1597,50,20000,18550,38550
'Simulation 185',1,4,1,0,0.4,2019,288,60,0,1630,41,20000,19200,39200
'Simulation 186',1,4,1,0,0.4,2035,249,55,0,1681,50,20000,19450,39450
'Simulation 187',1,4,1,0,0.4,1983,296,62,0,1587,38,20000,18850,38850
'Simulation 188',1,4,1,0,0.4,1936,284,65,0,1542,45,20000,19300,39300
'Simulation 189',1,4,1,0,0.4,2030,262,58,0,1662,48,20000,19700,39700
'Simulation 190',1,4,1,0,0.4,1957,311,61,0,1537,48,20000,18800,38800
'Simulation 191',1,4,1,0,0.4,1980,238,63,0,1647,32,20000,19200,39200
'Simulation 192',1,4,1,0,0.4,1979,287,68,0,1583,41,20000,18800,38800
'Simulation 193',1,4,1,0,0.4,1993,276,71,0,1600,46,20000,19350,39350
'Simulation 194',1,4,1,0,0.4,1905,320,73,0,1470,42,20000,18000,38000
'Simulation 195',1,4,1,0,0.4,1992,301,71,0,1579,41,20000,18650,38650
'Simulation 196',1,4,1,0,0.4,2016,281,63,0,1627,45,20000,19400,39400
'Simulation 197',1,4,1,0,0.4,2012,294,50,0,1617,51,20000,19200,39200
'Simulation 198',1,4,1,0,0.4,2021,276,74,0,1621,50,20000,19950,39950
'Simulation 199',1,4,1,0,0.4,1958,256,58,0,1605,39,20000,18450,38450
'Simulation 200',1,4,1,0,0.4,2027,288,77,0,1615,47,20000,18450,38450
'AveragedSim',1,4.0,1.0,0.0,0.4,1991.8,277.6,65.08,0.0,1605.4,43.72,20000.0,19018.0,39018.0
'Simulation 201',1,4,1,0,0.45,2158,254,59,0,1796,49,20000,20400,40400
'Simulation 202',1,4,1,0,0.45,2251,263,79,0,1867,42,20000,21000,41000
'Simulation 203',1,4,1,0,0.45,2315,236,54,0,1972,53,20000,21300,41300
'Simulation 204',1,4,1,0,0.45,2293,213,52,0,1977,51,20000,21800,41800
'Simulation 205',1,4,1,0,0.45,2217,253,69,0,1849,46,20000,21100,41100
'Simulation 206',1,4,1,0,0.45,2210,256,52,0,1856,46,20000,20800,40800
'Simulation 207',1,4,1,0,0.45,2246,244,57,0,1891,54,20000,21650,41650
'Simulation 208',1,4,1,0,0.45,2293,210,45,0,1997,41,20000,21300,41300
'Simulation 209',1,4,1,0,0.45,2291,243,70,0,1940,38,20000,22250,42250
'Simulation 210',1,4,1,0,0.45,2287,269,54,0,1915,49,20000,21550,41550
'Simulation 211',1,4,1,0,0.45,2242,225,55,0,1911,51,20000,20850,40850
'Simulation 212',1,4,1,0,0.45,2223,248,65,0,1859,51,20000,21100,41100
'Simulation 213',1,4,1,0,0.45,2265,246,63,0,1910,46,20000,20900,40900
'Simulation 214',1,4,1,0,0.45,2245,238,59,0,1898,50,20000,20850,40850
'Simulation 215',1,4,1,0,0.45,2307,218,43,0,1991,55,20000,21650,41650
'Simulation 216',1,4,1,0,0.45,2297,199,48,0,1999,51,20000,21850,41850
'Simulation 217',1,4,1,0,0.45,2258,277,61,0,1876,44,20000,21150,41150
'Simulation 218',1,4,1,0,0.45,2278,217,69,0,1942,50,20000,20400,40400
'Simulation 219',1,4,1,0,0.45,2261,262,50,0,1910,39,20000,21050,41050
'Simulation 220',1,4,1,0,0.45,2266,215,56,0,1939,56,20000,21250,41250
'Simulation 221',1,4,1,0,0.45,2178,217,59,0,1857,45,20000,21150,41150
'Simulation 222',1,4,1,0,0.45,2283,237,75,0,1928,43,20000,21700,41700
'Simulation 223',1,4,1,0,0.45,2186,237,53,0,1848,48,20000,19900,39900
'Simulation 224',1,4,1,0,0.45,2313,241,53,0,1969,50,20000,21600,41600
'Simulation 225',1,4,1,0,0.45,2223,264,61,0,1841,57,20000,21250,41250
'AveragedSim',1,4.0,1.0,0.0,0.45,2255.44,239.28,58.44,0.0,1909.52,48.2,20000.0,21192.0,41192.0
'Simulation 226',1,4,1,0,0.5,2506,226,64,0,2164,52,20000,22300,42300
'Simulation 227',1,4,1,0,0.5,2472,240,54,0,2127,51,20000,22400,42400
'Simulation 228',1,4,1,0,0.5,2518,216,52,0,2199,51,20000,22900,42900
'Simulation 229',1,4,1,0,0.5,2537,245,53,0,2182,57,20000,23100,43100
'Simulation 230',1,4,1,0,0.5,2535,226,66,0,2178,65,20000,22600,42600
'Simulation 231',1,4,1,0,0.5,2560,233,58,0,2219,50,20000,23450,43450
'Simulation 232',1,4,1,0,0.5,2453,228,53,0,2113,59,20000,21550,41550
'Simulation 233',1,4,1,0,0.5,2413,205,47,0,2113,48,20000,22250,42250
'Simulation 234',1,4,1,0,0.5,2538,225,47,0,2214,52,20000,23200,43200
'Simulation 235',1,4,1,0,0.5,2473,203,58,0,2154,58,20000,22350,42350
'Simulation 236',1,4,1,0,0.5,2517,241,39,0,2179,58,20000,22450,42450
'Simulation 237',1,4,1,0,0.5,2449,220,61,0,2121,47,20000,24050,44050
'Simulation 238',1,4,1,0,0.5,2503,216,55,0,2164,68,20000,22900,42900
'Simulation 239',1,4,1,0,0.5,2538,225,47,0,2214,52,20000,23200,43200
'Simulation 240',1,4,1,0,0.5,2548,219,49,0,2227,53,20000,22900,42900
'Simulation 241',1,4,1,0,0.5,2519,282,58,0,2130,49,20000,24000,44000
'Simulation 242',1,4,1,0,0.5,2513,229,55,0,2179,50,20000,23150,43150
'Simulation 243',1,4,1,0,0.5,2474,199,44,0,2173,58,20000,22200,42200
'Simulation 244',1,4,1,0,0.5,2474,231,60,0,2123,60,20000,22000,42000
'Simulation 245',1,4,1,0,0.5,2487,198,39,0,2198,52,20000,23750,43750
'Simulation 246',1,4,1,0,0.5,2533,263,55,0,2157,58,20000,22700,42700
'Simulation 247',1,4,1,0,0.5,2517,255,56,0,2145,61,20000,22650,42650
'Simulation 248',1,4,1,0,0.5,2445,260,54,0,2081,50,20000,22850,42850
'Simulation 249',1,4,1,0,0.5,2532,215,47,0,2220,50,20000,23300,43300
'Simulation 250',1,4,1,0,0.5,2534,238,49,0,2187,60,20000,22850,42850
'AveragedSim',1,4.0,1.0,0.0,0.5,2503.52,229.52,52.8,0.0,2166.44,54.76,20000.0,22842.0,42842.0
'Simulation 251',1,4,1,0,0.55,2779,207,46,0,2470,56,20000,24150,44150
'Simulation 252',1,4,1,0,0.55,2736,194,42,0,2441,59,20000,25050,45050
'Simulation 253',1,4,1,0,0.55,2744,185,46,0,2453,60,20000,24600,44600
'Simulation 254',1,4,1,0,0.55,2720,235,47,0,2387,51,20000,23850,43850
'Simulation 255',1,4,1,0,0.55,2796,193,37,0,2510,56,20000,25450,45450
'Simulation 256',1,4,1,0,0.55,2749,201,56,0,2433,59,20000,23700,43700
'Simulation 257',1,4,1,0,0.55,2721,230,42,0,2398,51,20000,24800,44800
'Simulation 258',1,4,1,0,0.55,2715,233,48,0,2377,57,20000,24450,44450
'Simulation 259',1,4,1,0,0.55,2692,201,50,0,2374,67,20000,22950,42950
'Simulation 260',1,4,1,0,0.55,2736,202,43,0,2431,60,20000,23900,43900
'Simulation 261',1,4,1,0,0.55,2730,183,58,0,2424,65,20000,24600,44600
'Simulation 262',1,4,1,0,0.55,2759,231,63,0,2404,61,20000,24750,44750
'Simulation 263',1,4,1,0,0.55,2775,223,47,0,2432,73,20000,24600,44600
'Simulation 264',1,4,1,0,0.55,2749,185,38,0,2463,63,20000,24350,44350
'Simulation 265',1,4,1,0,0.55,2735,199,45,0,2427,64,20000,23850,43850
'Simulation 266',1,4,1,0,0.55,2794,192,59,0,2482,61,20000,23450,43450
'Simulation 267',1,4,1,0,0.55,2728,212,54,0,2412,50,20000,24750,44750
'Simulation 268',1,4,1,0,0.55,2707,238,57,0,2355,57,20000,24450,44450
'Simulation 269',1,4,1,0,0.55,2746,232,52,0,2405,57,20000,24300,44300
'Simulation 270',1,4,1,0,0.55,2783,190,50,0,2483,60,20000,24100,44100
'Simulation 271',1,4,1,0,0.55,2755,220,40,0,2434,61,20000,23350,43350
'Simulation 272',1,4,1,0,0.55,2749,228,69,0,2394,58,20000,24150,44150
'Simulation 273',1,4,1,0,0.55,2749,178,56,0,2456,59,20000,24250,44250
'Simulation 274',1,4,1,0,0.55,2834,215,51,0,2512,56,20000,24850,44850
'Simulation 275',1,4,1,0,0.55,2774,197,61,0,2456,60,20000,23900,43900
'AveragedSim',1,4.0,1.0,0.0,0.55,2750.2,208.16,50.28,0.0,2432.52,59.24,20000.0,24264.0,44264.0
'Simulation 276',1,4,1,0,0.6,2972,178,37,0,2692,65,20000,24250,44250
'Simulation 277',1,4,1,0,0.6,2995,192,48,0,2689,66,20000,24800,44800
'Simulation 278',1,4,1,0,0.6,3019,186,42,0,2716,75,20000,26200,46200
'Simulation 279',1,4,1,0,0.6,2967,191,45,0,2669,62,20000,25350,45350
'Simulation 280',1,4,1,0,0.6,2951,177,41,0,2671,62,20000,25500,45500
'Simulation 281',1,4,1,0,0.6,2949,187,50,0,2653,59,20000,25400,45400
'Simulation 282',1,4,1,0,0.6,3013,195,37,0,2713,68,20000,25800,45800
'Simulation 283',1,4,1,0,0.6,2952,212,40,0,2628,72,20000,25550,45550
'Simulation 284',1,4,1,0,0.6,2980,213,47,0,2654,66,20000,25450,45450
'Simulation 285',1,4,1,0,0.6,2989,230,63,0,2636,60,20000,26300,46300
'Simulation 286',1,4,1,0,0.6,2954,183,43,0,2658,70,20000,25650,45650
'Simulation 287',1,4,1,0,0.6,2979,225,56,0,2628,70,20000,26350,46350
'Simulation 288',1,4,1,0,0.6,3029,206,45,0,2704,74,20000,25800,45800
'Simulation 289',1,4,1,0,0.6,2971,195,52,0,2655,69,20000,25250,45250
'Simulation 290',1,4,1,0,0.6,2993,226,52,0,2648,67,20000,24650,44650
'Simulation 291',1,4,1,0,0.6,2980,197,45,0,2677,61,20000,25550,45550
'Simulation 292',1,4,1,0,0.6,2996,191,50,0,2686,69,20000,25550,45550
'Simulation 293',1,4,1,0,0.6,2965,204,57,0,2636,68,20000,24650,44650
'Simulation 294',1,4,1,0,0.6,2970,190,52,0,2663,65,20000,25250,45250
'Simulation 295',1,4,1,0,0.6,2963,192,38,0,2665,68,20000,26000,46000
'Simulation 296',1,4,1,0,0.6,2971,207,52,0,2647,65,20000,25350,45350
'Simulation 297',1,4,1,0,0.6,2978,157,42,0,2713,66,20000,25350,45350
'Simulation 298',1,4,1,0,0.6,3063,198,40,0,2759,66,20000,25400,45400
'Simulation 299',1,4,1,0,0.6,2968,183,38,0,2691,56,20000,25800,45800
'Simulation 300',1,4,1,0,0.6,2998,202,47,0,2678,71,20000,24750,44750
'AveragedSim',1,4.0,1.0,0.0,0.6,2982.6,196.68,46.36,0.0,2673.16,66.4,20000.0,25438.0,45438.0
'Simulation 301',1,4,1,0,0.65,3297,193,36,0,2999,69,20000,28250,48250
'Simulation 302',1,4,1,0,0.65,3238,154,39,0,2972,73,20000,26850,46850
'Simulation 303',1,4,1,0,0.65,3311,206,44,0,2989,72,20000,26400,46400
'Simulation 304',1,4,1,0,0.65,3354,169,45,0,3068,72,20000,27350,47350
'Simulation 305',1,4,1,0,0.65,3228,179,45,0,2938,66,20000,26250,46250
'Simulation 306',1,4,1,0,0.65,3283,185,43,0,2987,68,20000,27550,47550
'Simulation 307',1,4,1,0,0.65,3212,151,40,0,2946,75,20000,26450,46450
