'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 94',1,4,1,20,0.25,1260,619,66,569,1254,0,6,20000,3300,23300
'Simulation 95',1,4,1,20,0.25,1208,619,67,512,1198,0,10,20000,3350,23350
'Simulation 96',1,4,1,20,0.25,1258,635,78,539,1252,0,6,20000,3950,23950
'Simulation 97',1,4,1,20,0.25,1249,642,63,528,1233,0,16,20000,3200,23200
'Simulation 98',1,4,1,20,0.25,1272,653,74,538,1265,0,7,20000,3700,23700
'Simulation 99',1,4,1,20,0.25,1210,614,67,523,1204,0,6,20000,3350,23350
'Simulation 100',1,4,1,20,0.25,1267,612,79,564,1255,1,11,20000,3950,23950
'AveragedSim',1,4.0,1.0,20.0,0.25,1244.55,643.6,66.45,526.7,1236.75,0.05,7.75,20000.0,3335.0,23335.0
'Simulation 101',1,4,1,20,0.3,1508,624,99,766,1489,0,19,20000,5000,25000
'Simulation 102',1,4,1,20,0.3,1512,635,106,762,1503,0,9,20000,5300,25300
'Simulation 103',1,4,1,20,0.3,1528,651,99,773,1523,0,5,20000,4950,24950
'Simulation 104',1,4,1,20,0.3,1479,627,98,745,1470,0,9,20000,4950,24950
'Simulation 105',1,4,1,20,0.3,1527,633,93,797,1523,0,4,20000,4650,24650
'Simulation 106',1,4,1,20,0.3,1521,618,104,789,1511,0,10,20000,5250,25250
'Simulation 107',1,4,1,20,0.3,1457,652,91,705,1448,0,9,20000,4550,24550
'Simulation 108',1,4,1,20,0.3,1499,625,88,774,1487,0,12,20000,4450,24450
'Simulation 109',1,4,1,20,0.3,1446,656,75,702,1433,0,13,20000,3800,23800
'Simulation 110',1,4,1,20,0.3,1478,673,88,706,1467,0,11,20000,4450,24450
'Simulation 111',1,4,1,20,0.3,1505,622,97,768,1487,5,13,20000,4950,24950
'Simulation 112',1,4,1,20,0.3,1463,653,93,707,1453,0,10,20000,4700,24700
'Simulation 113',1,4,1,20,0.3,1519,624,112,773,1509,0,10,20000,5650,25650
'Simulation 114',1,4,1,20,0.3,1512,637,94,768,1499,0,13,20000,4750,24750
'Simulation 115',1,4,1,20,0.3,1503,649,88,757,1494,0,9,20000,4400,24400
'Simulation 116',1,4,1,20,0.3,1480,648,97,729,1474,1,5,20000,4850,24850
'Simulation 117',1,4,1,20,0.3,1484,644,89,741,1474,0,10,20000,4450,24450
'Simulation 118',1,4,1,20,0.3,1487,645,102,733,1480,0,7,20000,5150,25150
'Simulation 119',1,4,1,20,0.3,1544,628,105,798,1531,0,13,20000,5300,25300
'Simulation 120',1,4,1,20,0.3,1521,617,95,794,1506,1,14,20000,4800,24800
'AveragedSim',1,4.0,1.0,20.0,0.3,1498.65,638.05,95.65,754.35,1488.05,0.35,10.25,20000.0,4817.5,24817.5
'Simulation 121',1,4,1,20,0.35,1779,604,123,1039,1766,2,11,20000,6200,26200
'Simulation 122',1,4,1,20,0.35,1800,624,123,1038,1785,3,12,20000,6250,26250
'Simulation 123',1,4,1,20,0.35,1739,633,121,976,1730,2,7,20000,6200,26200
'Simulation 124',1,4,1,20,0.35,1853,624,131,1083,1838,2,13,20000,6550,26550
'Simulation 125',1,4,1,20,0.35,1768,630,112,1006,1748,7,13,20000,5750,25750
'Simulation 126',1,4,1,20,0.35,1673,635,116,907,1658,0,15,20000,5850,25850
'Simulation 127',1,4,1,20,0.35,1699,627,122,940,1689,2,8,20000,6150,26150
'Simulation 128',1,4,1,20,0.35,1721,632,116,959,1707,1,13,20000,5900,25900
'Simulation 129',1,4,1,20,0.35,1748,656,116,970,1742,1,5,20000,5850,25850
'Simulation 130',1,4,1,20,0.35,1739,638,113,979,1730,1,8,20000,5700,25700
'Simulation 131',1,4,1,20,0.35,1735,647,125,951,1723,1,11,20000,6250,26250
'Simulation 132',1,4,1,20,0.35,1810,603,127,1058,1788,7,15,20000,6450,26450
'Simulation 133',1,4,1,20,0.35,1776,645,120,995,1760,4,12,20000,6100,26100
'Simulation 134',1,4,1,20,0.35,1769,648,120,993,1761,0,8,20000,6000,26000
'Simulation 135',1,4,1,20,0.35,1699,668,108,915,1691,2,6,20000,5400,25400
'Simulation 136',1,4,1,20,0.35,1685,616,124,927,1667,3,15,20000,6250,26250
'Simulation 137',1,4,1,20,0.35,1751,634,133,967,1734,4,13,20000,6800,26800
'Simulation 138',1,4,1,20,0.35,1752,630,118,991,1739,1,12,20000,5950,25950
'Simulation 139',1,4,1,20,0.35,1774,653,125,981,1759,0,15,20000,6300,26300
'Simulation 140',1,4,1,20,0.35,1728,625,119,973,1717,1,10,20000,6000,26000
'AveragedSim',1,4.0,1.0,20.0,0.35,1749.9,633.6,120.6,982.4,1736.6,2.2,11.1,20000.0,6095.0,26095.0
'Simulation 141',1,4,1,20,0.4,2029,667,131,1218,2016,3,10,20000,6700,26700
'Simulation 142',1,4,1,20,0.4,1998,619,138,1227,1984,3,11,20000,7000,27000
'Simulation 143',1,4,1,20,0.4,1965,587,139,1214,1940,12,13,20000,7150,27150
'Simulation 144',1,4,1,20,0.4,2005,615,136,1229,1980,13,12,20000,7000,27000
'Simulation 145',1,4,1,20,0.4,2065,623,136,1288,2047,8,10,20000,6900,26900
'Simulation 146',1,4,1,20,0.4,2036,611,132,1270,2013,9,14,20000,6700,26700
'Simulation 147',1,4,1,20,0.4,2032,608,145,1259,2012,6,14,20000,7300,27300
'Simulation 148',1,4,1,20,0.4,2012,620,148,1218,1986,7,19,20000,7500,27500
'Simulation 149',1,4,1,20,0.4,1961,648,127,1170,1945,4,12,20000,6450,26450
'Simulation 150',1,4,1,20,0.4,2017,599,134,1247,1980,22,15,20000,7000,27000
'Simulation 151',1,4,1,20,0.4,1926,586,132,1182,1900,12,14,20000,6700,26700
'Simulation 152',1,4,1,20,0.4,1995,623,139,1213,1975,9,11,20000,7000,27000
'Simulation 153',1,4,1,20,0.4,2024,624,147,1226,1997,10,17,20000,7500,27500
'Simulation 154',1,4,1,20,0.4,1969,620,137,1187,1944,10,15,20000,7000,27000
'Simulation 155',1,4,1,20,0.4,2067,627,138,1271,2036,11,20,20000,7050,27050
'Simulation 156',1,4,1,20,0.4,1995,660,140,1179,1979,0,16,20000,7050,27050
'Simulation 157',1,4,1,20,0.4,1972,624,141,1178,1943,9,20,20000,7200,27200
'Simulation 158',1,4,1,20,0.4,1960,625,138,1177,1940,9,11,20000,7000,27000
'Simulation 159',1,4,1,20,0.4,2005,629,139,1212,1980,13,12,20000,7150,27150
'Simulation 160',1,4,1,20,0.4,1972,653,143,1160,1956,0,16,20000,7150,27150
'AveragedSim',1,4.0,1.0,20.0,0.4,2000.25,623.4,138.0,1216.25,1977.65,8.5,14.1,20000.0,7025.0,27025.0
'Simulation 161',1,4,1,20,0.45,2225,587,145,1444,2176,26,23,20000,7500,27500
'Simulation 162',1,4,1,20,0.45,2266,578,130,1485,2193,48,25,20000,6950,26950
'Simulation 163',1,4,1,20,0.45,2237,612,143,1454,2209,18,10,20000,7400,27400
'Simulation 164',1,4,1,20,0.45,2287,593,146,1503,2242,25,20,20000,7750,27750
'Simulation 165',1,4,1,20,0.45,2292,601,141,1511,2253,23,16,20000,7350,27350
'Simulation 166',1,4,1,20,0.45,2303,545,132,1545,2222,51,30,20000,7250,27250
'Simulation 167',1,4,1,20,0.45,2301,603,137,1507,2247,34,20,20000,7450,27450
'Simulation 168',1,4,1,20,0.45,2288,619,149,1483,2251,18,19,20000,7800,27800
'Simulation 169',1,4,1,20,0.45,2271,578,143,1502,2223,26,22,20000,7550,27550
'Simulation 170',1,4,1,20,0.45,2243,585,141,1471,2197,22,24,20000,7350,27350
'Simulation 171',1,4,1,20,0.45,2232,618,150,1429,2197,15,20,20000,7750,27750
'Simulation 172',1,4,1,20,0.45,2205,611,139,1425,2175,13,17,20000,7150,27150
'Simulation 173',1,4,1,20,0.45,2261,594,132,1490,2216,32,13,20000,7200,27200
'Simulation 174',1,4,1,20,0.45,2244,582,143,1476,2201,28,15,20000,7400,27400
'Simulation 175',1,4,1,20,0.45,2237,562,139,1475,2176,40,21,20000,7350,27350
'Simulation 176',1,4,1,20,0.45,2256,624,141,1462,2227,10,19,20000,7300,27300
'Simulation 177',1,4,1,20,0.45,2251,635,141,1452,2228,11,12,20000,7350,27350
'Simulation 178',1,4,1,20,0.45,2256,563,136,1488,2187,40,29,20000,7250,27250
'Simulation 179',1,4,1,20,0.45,2289,644,145,1477,2266,7,16,20000,7450,27450
'Simulation 180',1,4,1,20,0.45,2286,599,153,1495,2247,16,23,20000,7800,27800
'AveragedSim',1,4.0,1.0,20.0,0.45,2261.5,596.65,141.3,1478.7,2216.65,25.15,19.7,20000.0,7417.5,27417.5
'Simulation 181',1,4,1,20,0.5,2499,588,133,1700,2421,53,25,20000,7400,27400
'Simulation 182',1,4,1,20,0.5,2508,625,143,1687,2455,30,23,20000,7750,27750
'Simulation 183',1,4,1,20,0.5,2495,576,133,1702,2411,63,21,20000,7500,27500
'Simulation 184',1,4,1,20,0.5,2547,605,143,1746,2494,38,15,20000,7700,27700
'Simulation 185',1,4,1,20,0.5,2513,548,140,1728,2416,72,25,20000,7850,27850
'Simulation 186',1,4,1,20,0.5,2481,535,121,1696,2352,103,26,20000,7300,27300
'Simulation 187',1,4,1,20,0.5,2550,569,147,1757,2473,56,21,20000,7850,27850
'Simulation 188',1,4,1,20,0.5,2511,551,128,1741,2420,73,18,20000,7250,27250
'Simulation 189',1,4,1,20,0.5,2528,517,125,1744,2386,120,22,20000,7450,27450
'Simulation 190',1,4,1,20,0.5,2502,541,139,1706,2386,94,22,20000,7750,27750
'Simulation 191',1,4,1,20,0.5,2516,578,144,1710,2432,61,23,20000,7950,27950
'Simulation 192',1,4,1,20,0.5,2499,572,133,1680,2385,87,27,20000,7500,27500
'Simulation 193',1,4,1,20,0.5,2501,557,133,1722,2412,65,24,20000,7250,27250
'Simulation 194',1,4,1,20,0.5,2450,583,135,1657,2375,52,23,20000,7350,27350
'Simulation 195',1,4,1,20,0.5,2460,587,143,1672,2402,39,19,20000,7550,27550
'Simulation 196',1,4,1,20,0.5,2537,537,136,1760,2433,83,21,20000,7650,27650
'Simulation 197',1,4,1,20,0.5,2509,557,134,1723,2414,73,22,20000,7400,27400
'Simulation 198',1,4,1,20,0.5,2571,556,130,1762,2448,89,34,20000,7550,27550
'Simulation 199',1,4,1,20,0.5,2494,585,146,1702,2433,47,14,20000,7900,27900
'Simulation 200',1,4,1,20,0.5,2502,588,138,1702,2428,55,19,20000,7450,27450
'AveragedSim',1,4.0,1.0,20.0,0.5,2508.65,567.75,136.2,1714.85,2418.8,67.65,22.2,20000.0,7567.5,27567.5
'Simulation 201',1,4,1,20,0.55,2717,534,134,1920,2588,114,15,20000,7800,27800
'Simulation 202',1,4,1,20,0.55,2713,518,135,1901,2554,137,22,20000,8050,28050
'Simulation 203',1,4,1,20,0.55,2724,559,148,1898,2605,94,25,20000,8100,28100
'Simulation 204',1,4,1,20,0.55,2800,484,122,1982,2588,186,26,20000,8150,28150
'Simulation 205',1,4,1,20,0.55,2757,545,142,1942,2629,106,22,20000,8200,28200
'Simulation 206',1,4,1,20,0.55,2721,528,135,1915,2578,119,24,20000,7950,27950
'Simulation 207',1,4,1,20,0.55,2783,545,148,1959,2652,107,24,20000,8350,28350
'Simulation 208',1,4,1,20,0.55,2728,551,135,1901,2587,116,25,20000,7900,27900
'Simulation 209',1,4,1,20,0.55,2755,527,130,1931,2588,137,30,20000,7650,27650
'Simulation 210',1,4,1,20,0.55,2749,546,135,1943,2624,103,22,20000,7850,27850
'Simulation 211',1,4,1,20,0.55,2771,559,134,1941,2634,115,22,20000,7950,27950
'Simulation 212',1,4,1,20,0.55,2737,572,132,1903,2607,110,20,20000,7900,27900
'Simulation 213',1,4,1,20,0.55,2737,534,125,1932,2591,124,22,20000,7650,27650
'Simulation 214',1,4,1,20,0.55,2706,544,137,1913,2594,91,21,20000,7800,27800
'Simulation 215',1,4,1,20,0.55,2801,503,123,1990,2616,163,22,20000,7950,27950
'Simulation 216',1,4,1,20,0.55,2781,533,126,1953,2612,143,26,20000,7750,27750
'Simulation 217',1,4,1,20,0.55,2705,539,131,1896,2566,116,23,20000,7750,27750
'Simulation 218',1,4,1,20,0.55,2729,545,138,1898,2581,127,21,20000,8300,28300
'Simulation 219',1,4,1,20,0.55,2748,569,144,1910,2623,94,31,20000,8250,28250
'Simulation 220',1,4,1,20,0.55,2787,531,127,1984,2642,122,23,20000,7650,27650
'AveragedSim',1,4.0,1.0,20.0,0.55,2747.45,538.3,134.05,1930.6,2602.95,121.2,23.3,20000.0,7947.5,27947.5
'Simulation 221',1,4,1,20,0.6,3015,495,126,2169,2790,195,30,20000,8200,28200
'Simulation 222',1,4,1,20,0.6,2954,535,128,2127,2790,140,24,20000,7800,27800
'Simulation 223',1,4,1,20,0.6,2968,513,119,2119,2751,192,25,20000,8300,28300
'Simulation 224',1,4,1,20,0.6,2987,533,137,2135,2805,159,23,20000,8450,28450
'Simulation 225',1,4,1,20,0.6,2996,491,116,2145,2752,219,25,20000,8250,28250
'Simulation 226',1,4,1,20,0.6,3018,464,117,2156,2737,254,27,20000,8200,28200
'Simulation 227',1,4,1,20,0.6,3025,474,114,2182,2770,221,34,20000,8200,28200
'Simulation 228',1,4,1,20,0.6,2955,548,133,2082,2763,162,30,20000,8500,28500
'Simulation 229',1,4,1,20,0.6,3024,480,115,2178,2773,228,23,20000,8300,28300
'Simulation 230',1,4,1,20,0.6,2976,492,123,2149,2764,193,19,20000,8150,28150
'Simulation 231',1,4,1,20,0.6,3008,500,120,2140,2760,228,20,20000,8700,28700
'Simulation 232',1,4,1,20,0.6,2977,469,113,2116,2698,246,33,20000,8350,28350
'Simulation 233',1,4,1,20,0.6,3041,487,119,2168,2774,240,27,20000,8450,28450
'Simulation 234',1,4,1,20,0.6,2948,485,127,2089,2701,216,31,20000,8450,28450
'Simulation 235',1,4,1,20,0.6,3011,478,125,2153,2756,227,28,20000,8600,28600
'Simulation 236',1,4,1,20,0.6,2968,475,123,2115,2713,227,28,20000,8300,28300
'Simulation 237',1,4,1,20,0.6,3008,461,100,2137,2698,287,23,20000,8300,28300
'Simulation 238',1,4,1,20,0.6,3011,518,124,2184,2826,160,25,20000,7950,27950
'Simulation 239',1,4,1,20,0.6,2969,468,110,2141,2719,224,26,20000,7950,27950
'Simulation 240',1,4,1,20,0.6,3038,497,125,2206,2828,179,31,20000,8050,28050
'AveragedSim',1,4.0,1.0,20.0,0.6,2994.85,493.15,120.7,2144.55,2758.4,209.85,26.6,20000.0,8272.5,28272.5
'Simulation 241',1,4,1,20,0.65,3339,442,122,2430,2994,310,35,20000,9250,29250
'Simulation 242',1,4,1,20,0.65,3171,507,124,2293,2924,217,30,20000,8550,28550
'Simulation 243',1,4,1,20,0.65,3253,408,106,2348,2862,356,35,20000,8900,28900
'Simulation 244',1,4,1,20,0.65,3205,412,91,2321,2824,347,34,20000,8150,28150
'Simulation 245',1,4,1,20,0.65,3209,461,111,2316,2888,288,33,20000,8700,28700
'Simulation 246',1,4,1,20,0.65,3248,391,101,2320,2812,415,21,20000,8950,28950
'Simulation 247',1,4,1,20,0.65,3279,462,117,2359,2938,310,31,20000,8850,28850
'Simulation 248',1,4,1,20,0.65,3263,416,102,2358,2876,353,34,20000,8650,28650
'Simulation 249',1,4,1,20,0.65,3289,421,120,2372,2913,348,28,20000,9000,29000
'Simulation 250',1,4,1,20,0.65,3237,439,114,2318,2871,328,38,20000,8850,28850
'Simulation 251',1,4,1,20,0.65,3268,442,106,2367,2915,319,34,20000,8750,28750
'Simulation 252',1,4,1,20,0.65,3268,466,100,2356,2922,315,31,20000,8500,28500
'Simulation 253',1,4,1,20,0.65,3247,472,124,2373,2969,243,35,20000,8350,28350
'Simulation 254',1,4,1,20,0.65,3291,409,101,2385,2895,369,27,20000,8600,28600
'Simulation 255',1,4,1,20,0.65,3225,404,110,2323,2837,365,23,20000,8950,28950
'Simulation 256',1,4,1,20,0.65,3267,438,108,2374,2920,314,33,20000,8350,28350
'Simulation 257',1,4,1,20,0.65,3258,476,113,2360,2949,286,23,20000,8750,28750
'Simulation 258',1,4,1,20,0.65,3235,520,123,2355,2998,207,30,20000,8350,28350
'Simulation 259',1,4,1,20,0.65,3196,429,100,2297,2826,338,32,20000,8300,28300
'Simulation 260',1,4,1,20,0.65,3251,471,120,2376,2967,259,25,20000,8850,28850
'AveragedSim',1,4.0,1.0,20.0,0.65,3249.95,444.3,110.65,2350.05,2905.0,314.35,30.6,20000.0,8680.0,28680.0
'Simulation 261',1,4,1,20,0.7,3443,372,92,2484,2948,462,33,20000,9250,29250
'Simulation 262',1,4,1,20,0.7,3593,376,96,2597,3069,476,48,20000,9750,29750
'Simulation 263',1,4,1,20,0.7,3513,373,89,2533,2995,478,40,20000,9500,29500
'Simulation 264',1,4,1,20,0.7,3491,420,103,2482,3005,450,36,20000,9700,29700
'Simulation 265',1,4,1,20,0.7,3537,400,99,2550,3049,448,40,20000,9600,29600
'Simulation 266',1,4,1,20,0.7,3499,400,92,2542,3034,430,35,20000,9300,29300
'Simulation 267',1,4,1,20,0.7,3494,408,89,2538,3035,428,31,20000,9050,29050
'Simulation 268',1,4,1,20,0.7,3509,460,111,2558,3129,347,33,20000,9200,29200
'Simulation 269',1,4,1,20,0.7,3475,373,90,2516,2979,456,40,20000,9350,29350
'Simulation 270',1,4,1,20,0.7,3515,409,96,2514,3019,457,39,20000,9800,29800
'Simulation 271',1,4,1,20,0.7,3499,399,97,2541,3037,437,25,20000,9400,29400
'Simulation 272',1,4,1,20,0.7,3521,406,91,2537,3034,459,28,20000,9750,29750
'Simulation 273',1,4,1,20,0.7,3576,389,85,2572,3046,499,31,20000,9500,29500
'Simulation 274',1,4,1,20,0.7,3479,450,95,2522,3067,376,36,20000,9250,29250
'Simulation 275',1,4,1,20,0.7,3449,414,99,2483,2996,417,36,20000,9250,29250
'Simulation 276',1,4,1,20,0.7,3547,402,98,2561,3061,444,42,20000,9600,29600
'Simulation 277',1,4,1,20,0.7,3528,416,98,2532,3046,448,34,20000,9600,29600
'Simulation 278',1,4,1,20,0.7,3502,354,87,2535,2976,484,42,20000,9200,29200
'Simulation 279',1,4,1,20,0.7,3468,399,96,2484,2979,457,32,20000,9400,29400
'Simulation 280',1,4,1,20,0.7,3527,341,80,2552,2973,520,34,20000,8900,28900
'AveragedSim',1,4.0,1.0,20.0,0.7,3508.25,398.05,94.15,2531.65,3023.85,448.65,35.75,20000.0,9417.5,29417.5
'Simulation 281',1,4,1,20,0.75,3701,374,89,2667,3130,530,41,20000,10050,30050
'Simulation 282',1,4,1,20,0.75,3803,359,78,2760,3197,571,35,20000,10100,30100
'Simulation 283',1,4,1,20,0.75,3735,352,99,2704,3155,542,38,20000,10050,30050
'Simulation 284',1,4,1,20,0.75,3714,375,92,2729,3196,481,37,20000,9450,29450
'Simulation 285',1,4,1,20,0.75,3763,315,80,2660,3055,665,43,20000,10850,30850
