'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 41',1,3,2,0,0.35,1718,239,160,0,399,1292,27,15000,32900,47900
'Simulation 42',1,3,2,0,0.35,1735,242,152,0,394,1304,37,15000,34100,49100
'Simulation 43',1,3,2,0,0.35,1722,226,157,0,383,1303,36,15000,34100,49100
'Simulation 44',1,3,2,0,0.35,1757,251,155,0,406,1319,32,15000,34550,49550
'Simulation 45',1,3,2,0,0.35,1742,205,154,0,359,1344,39,15000,34050,49050
'Simulation 46',1,3,2,0,0.35,1746,208,128,0,336,1367,43,15000,33400,48400
'Simulation 47',1,3,2,0,0.35,1805,167,130,0,297,1467,41,15000,33950,48950
'Simulation 48',1,3,2,0,0.35,1808,236,131,0,367,1398,43,15000,35200,50200
'Simulation 49',1,3,2,0,0.35,1717,242,129,0,371,1301,45,15000,32950,47950
'Simulation 50',1,3,2,0,0.35,1799,236,144,0,380,1376,43,15000,34200,49200
'AveragedSim',1,3.0,2.0,0.0,0.35,1748.4,229.6,147.6,0.0,377.2,1333.96,37.24,15000.0,33894.0,48894.0
'Simulation 51',1,3,2,0,0.4,2068,203,131,0,334,1688,46,15000,39350,54350
'Simulation 52',1,3,2,0,0.4,1969,182,127,0,309,1615,45,15000,37900,52900
'Simulation 53',1,3,2,0,0.4,1878,219,148,0,367,1472,39,15000,35950,50950
'Simulation 54',1,3,2,0,0.4,2031,202,138,0,340,1647,44,15000,38600,53600
'Simulation 55',1,3,2,0,0.4,1977,184,144,0,328,1607,42,15000,38100,53100
'Simulation 56',1,3,2,0,0.4,1986,221,134,0,355,1589,42,15000,38850,53850
'Simulation 57',1,3,2,0,0.4,1998,194,132,0,326,1632,40,15000,38800,53800
'Simulation 58',1,3,2,0,0.4,2061,181,133,0,314,1707,40,15000,39550,54550
'Simulation 59',1,3,2,0,0.4,1977,219,143,0,362,1571,44,15000,38000,53000
'Simulation 60',1,3,2,0,0.4,1965,204,144,0,348,1579,38,15000,36800,51800
'Simulation 61',1,3,2,0,0.4,1955,206,125,0,331,1588,36,15000,37150,52150
'Simulation 62',1,3,2,0,0.4,1992,225,130,0,355,1595,42,15000,37650,52650
'Simulation 63',1,3,2,0,0.4,1994,218,140,0,358,1597,39,15000,38100,53100
'Simulation 64',1,3,2,0,0.4,2055,193,114,0,307,1698,50,15000,37950,52950
'Simulation 65',1,3,2,0,0.4,1978,221,146,0,367,1578,33,15000,38450,53450
'Simulation 66',1,3,2,0,0.4,1974,227,137,0,364,1581,29,15000,37750,52750
'Simulation 67',1,3,2,0,0.4,2072,176,113,0,289,1739,44,15000,39750,54750
'Simulation 68',1,3,2,0,0.4,2048,177,139,0,316,1690,42,15000,39900,54900
'Simulation 69',1,3,2,0,0.4,2013,203,135,0,338,1630,45,15000,38350,53350
'Simulation 70',1,3,2,0,0.4,1981,225,129,0,354,1582,45,15000,37600,52600
'Simulation 71',1,3,2,0,0.4,1961,212,115,0,327,1595,39,15000,36550,51550
'Simulation 72',1,3,2,0,0.4,1991,224,133,0,357,1593,41,15000,38000,53000
'Simulation 73',1,3,2,0,0.4,1997,216,135,0,351,1612,34,15000,37950,52950
'Simulation 74',1,3,2,0,0.4,2029,187,134,0,321,1665,43,15000,38050,53050
'Simulation 75',1,3,2,0,0.4,1980,211,151,0,362,1571,47,15000,37150,52150
'AveragedSim',1,3.0,2.0,0.0,0.4,1997.2,205.2,134.0,0.0,339.2,1616.84,41.16,15000.0,38090.0,53090.0
'Simulation 76',1,3,2,0,0.45,2293,188,114,0,302,1939,52,15000,42500,57500
'Simulation 77',1,3,2,0,0.45,2237,201,135,0,336,1855,46,15000,42350,57350
'Simulation 78',1,3,2,0,0.45,2252,174,142,0,316,1887,49,15000,42350,57350
'Simulation 79',1,3,2,0,0.45,2285,212,128,0,340,1896,49,15000,41850,56850
'Simulation 80',1,3,2,0,0.45,2294,179,119,0,298,1951,45,15000,42850,57850
'Simulation 81',1,3,2,0,0.45,2244,183,118,0,301,1894,49,15000,40450,55450
'Simulation 82',1,3,2,0,0.45,2201,176,105,0,281,1869,51,15000,40600,55600
'Simulation 83',1,3,2,0,0.45,2253,174,120,0,294,1901,58,15000,42800,57800
'Simulation 84',1,3,2,0,0.45,2270,186,122,0,308,1916,46,15000,41950,56950
'Simulation 85',1,3,2,0,0.45,2249,181,119,0,300,1894,55,15000,42150,57150
'Simulation 86',1,3,2,0,0.45,2231,200,120,0,320,1861,50,15000,41800,56800
'Simulation 87',1,3,2,0,0.45,2249,201,138,0,339,1859,51,15000,42250,57250
'Simulation 88',1,3,2,0,0.45,2265,199,129,0,328,1891,46,15000,42050,57050
'Simulation 89',1,3,2,0,0.45,2191,185,124,0,309,1838,44,15000,41350,56350
'Simulation 90',1,3,2,0,0.45,2215,210,111,0,321,1846,48,15000,41000,56000
'Simulation 91',1,3,2,0,0.45,2251,168,123,0,291,1915,45,15000,42050,57050
'Simulation 92',1,3,2,0,0.45,2265,192,134,0,326,1894,45,15000,42750,57750
'Simulation 93',1,3,2,0,0.45,2207,177,111,0,288,1875,44,15000,41400,56400
'Simulation 94',1,3,2,0,0.45,2199,204,156,0,360,1790,49,15000,41400,56400
'Simulation 95',1,3,2,0,0.45,2218,192,130,0,322,1848,48,15000,41400,56400
'Simulation 96',1,3,2,0,0.45,2227,220,134,0,354,1825,48,15000,41050,56050
'Simulation 97',1,3,2,0,0.45,2201,177,127,0,304,1854,43,15000,40700,55700
'Simulation 98',1,3,2,0,0.45,2292,194,120,0,314,1932,46,15000,42650,57650
'Simulation 99',1,3,2,0,0.45,2230,183,118,0,301,1881,48,15000,41300,56300
'Simulation 100',1,3,2,0,0.45,2297,170,124,0,294,1947,56,15000,42150,57150
'AveragedSim',1,3.0,2.0,0.0,0.45,2244.64,189.04,124.84,0.0,313.88,1882.32,48.44,15000.0,41806.0,56806.0
'Simulation 101',1,3,2,0,0.5,2416,182,110,0,292,2069,55,15000,42950,57950
'Simulation 102',1,3,2,0,0.5,2529,155,76,0,231,2246,52,15000,46500,61500
'Simulation 103',1,3,2,0,0.5,2478,152,103,0,255,2175,48,15000,46000,61000
'Simulation 104',1,3,2,0,0.5,2531,173,112,0,285,2196,50,15000,46700,61700
'Simulation 105',1,3,2,0,0.5,2463,186,101,0,287,2122,54,15000,43750,58750
'Simulation 106',1,3,2,0,0.5,2494,155,115,0,270,2170,54,15000,45750,60750
'Simulation 107',1,3,2,0,0.5,2504,189,124,0,313,2133,58,15000,45400,60400
'Simulation 108',1,3,2,0,0.5,2487,161,99,0,260,2168,59,15000,43550,58550
'Simulation 109',1,3,2,0,0.5,2478,193,107,0,300,2133,45,15000,45850,60850
'Simulation 110',1,3,2,0,0.5,2482,190,112,0,302,2124,56,15000,45200,60200
'Simulation 111',1,3,2,0,0.5,2480,139,104,0,243,2182,55,15000,45300,60300
'Simulation 112',1,3,2,0,0.5,2482,177,110,0,287,2136,59,15000,44600,59600
'Simulation 113',1,3,2,0,0.5,2479,180,110,0,290,2136,53,15000,44750,59750
'Simulation 114',1,3,2,0,0.5,2555,182,134,0,316,2185,54,15000,46150,61150
'Simulation 115',1,3,2,0,0.5,2469,204,118,0,322,2097,50,15000,43850,58850
'Simulation 116',1,3,2,0,0.5,2495,192,120,0,312,2127,56,15000,45300,60300
'Simulation 117',1,3,2,0,0.5,2563,133,111,0,244,2256,63,15000,45750,60750
'Simulation 118',1,3,2,0,0.5,2548,162,90,0,252,2233,63,15000,46150,61150
'Simulation 119',1,3,2,0,0.5,2489,152,120,0,272,2175,42,15000,45550,60550
'Simulation 120',1,3,2,0,0.5,2476,170,115,0,285,2132,59,15000,45450,60450
'Simulation 121',1,3,2,0,0.5,2522,139,95,0,234,2235,53,15000,46100,61100
'Simulation 122',1,3,2,0,0.5,2467,170,114,0,284,2127,56,15000,43800,58800
'Simulation 123',1,3,2,0,0.5,2498,157,113,0,270,2176,52,15000,45400,60400
'Simulation 124',1,3,2,0,0.5,2474,195,134,0,329,2089,56,15000,44350,59350
'Simulation 125',1,3,2,0,0.5,2540,198,105,0,303,2192,45,15000,45550,60550
'AveragedSim',1,3.0,2.0,0.0,0.5,2495.96,171.44,110.08,0.0,281.52,2160.56,53.88,15000.0,45188.0,60188.0
