'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 46',1,3,2,0,0.6,2953,142,108,0,250,2639,64,15000,50600,65600
'Simulation 47',1,3,2,0,0.6,3023,155,78,0,233,2731,59,15000,51300,66300
'Simulation 48',1,3,2,0,0.6,2997,146,99,0,245,2690,62,15000,50550,65550
'Simulation 49',1,3,2,0,0.6,2934,137,95,0,232,2631,71,15000,50850,65850
'Simulation 50',1,3,2,0,0.6,3056,136,100,0,236,2749,71,15000,51300,66300
'AveragedSim',1,3.0,2.0,0.0,0.6,2997.36,146.16,93.84,0.0,240.0,2692.32,65.04,15000.0,50950.0,65950.0
'Simulation 51',1,3,2,0,0.65,3210,153,98,0,251,2891,68,15000,54000,69000
'Simulation 52',1,3,2,0,0.65,3264,152,93,0,245,2953,66,15000,54600,69600
'Simulation 53',1,3,2,0,0.65,3267,126,74,0,200,2994,73,15000,52400,67400
'Simulation 54',1,3,2,0,0.65,3269,146,94,0,240,2954,75,15000,53250,68250
'Simulation 55',1,3,2,0,0.65,3269,146,94,0,240,2954,75,15000,53250,68250
'Simulation 56',1,3,2,0,0.65,3224,135,91,0,226,2927,71,15000,53200,68200
'Simulation 57',1,3,2,0,0.65,3276,124,89,0,213,2997,66,15000,54500,69500
'Simulation 58',1,3,2,0,0.65,3198,120,83,0,203,2932,63,15000,52400,67400
'Simulation 59',1,3,2,0,0.65,3268,121,84,0,205,2994,69,15000,52200,67200
'Simulation 60',1,3,2,0,0.65,3306,171,102,0,273,2964,69,15000,55900,70900
'Simulation 61',1,3,2,0,0.65,3261,149,78,0,227,2974,60,15000,54550,69550
'Simulation 62',1,3,2,0,0.65,3194,140,90,0,230,2892,72,15000,52650,67650
'Simulation 63',1,3,2,0,0.65,3291,137,72,0,209,3009,73,15000,53350,68350
'Simulation 64',1,3,2,0,0.65,3294,170,91,0,261,2972,61,15000,54800,69800
'Simulation 65',1,3,2,0,0.65,3216,124,102,0,226,2919,71,15000,52250,67250
'Simulation 66',1,3,2,0,0.65,3258,122,69,0,191,3007,60,15000,53250,68250
'Simulation 67',1,3,2,0,0.65,3278,128,89,0,217,2991,70,15000,52750,67750
'Simulation 68',1,3,2,0,0.65,3315,139,93,0,232,2999,84,15000,54050,69050
'Simulation 69',1,3,2,0,0.65,3199,141,79,0,220,2899,80,15000,51800,66800
'Simulation 70',1,3,2,0,0.65,3265,114,84,0,198,2995,72,15000,53200,68200
'Simulation 71',1,3,2,0,0.65,3202,131,82,0,213,2911,78,15000,53350,68350
'Simulation 72',1,3,2,0,0.65,3269,131,90,0,221,2975,73,15000,53750,68750
'Simulation 73',1,3,2,0,0.65,3224,143,83,0,226,2925,73,15000,53000,68000
'Simulation 74',1,3,2,0,0.65,3232,126,103,0,229,2931,72,15000,52550,67550
'Simulation 75',1,3,2,0,0.65,3217,137,91,0,228,2919,70,15000,53700,68700
'AveragedSim',1,3.0,2.0,0.0,0.65,3250.64,137.04,87.92,0.0,224.96,2955.12,70.56,15000.0,53388.0,68388.0
'Simulation 76',1,3,2,0,0.7,3519,145,92,0,237,3203,79,15000,56250,71250
'Simulation 77',1,3,2,0,0.7,3522,124,72,0,196,3242,84,15000,56200,71200
'Simulation 78',1,3,2,0,0.7,3457,152,98,0,250,3134,73,15000,55550,70550
'Simulation 79',1,3,2,0,0.7,3474,152,84,0,236,3170,68,15000,56950,71950
'Simulation 80',1,3,2,0,0.7,3457,152,98,0,250,3134,73,15000,55550,70550
'Simulation 81',1,3,2,0,0.7,3480,136,76,0,212,3191,77,15000,55600,70600
'Simulation 82',1,3,2,0,0.7,3520,124,87,0,211,3227,82,15000,54950,69950
'Simulation 83',1,3,2,0,0.7,3542,140,82,0,222,3245,75,15000,56150,71150
'Simulation 84',1,3,2,0,0.7,3556,123,80,0,203,3274,79,15000,55050,70050
'Simulation 85',1,3,2,0,0.7,3456,102,83,0,185,3196,75,15000,54150,69150
'Simulation 86',1,3,2,0,0.7,3453,132,104,0,236,3154,63,15000,54550,69550
'Simulation 87',1,3,2,0,0.7,3491,127,93,0,220,3191,80,15000,55050,70050
'Simulation 88',1,3,2,0,0.7,3520,126,65,0,191,3258,71,15000,56300,71300
'Simulation 89',1,3,2,0,0.7,3435,135,87,0,222,3140,73,15000,55150,70150
'Simulation 90',1,3,2,0,0.7,3491,127,82,0,209,3202,80,15000,56250,71250
'Simulation 91',1,3,2,0,0.7,3452,136,84,0,220,3153,79,15000,53800,68800
'Simulation 92',1,3,2,0,0.7,3505,101,84,0,185,3244,76,15000,57000,72000
'Simulation 93',1,3,2,0,0.7,3525,139,75,0,214,3237,74,15000,55550,70550
'Simulation 94',1,3,2,0,0.7,3507,127,77,0,204,3224,79,15000,56300,71300
'Simulation 95',1,3,2,0,0.7,3495,116,83,0,199,3225,71,15000,56000,71000
'Simulation 96',1,3,2,0,0.7,3471,128,101,0,229,3163,79,15000,56550,71550
'Simulation 97',1,3,2,0,0.7,3531,115,101,0,216,3231,84,15000,56950,71950
'Simulation 98',1,3,2,0,0.7,3552,160,108,0,268,3203,81,15000,57850,72850
'Simulation 99',1,3,2,0,0.7,3505,135,90,0,225,3205,75,15000,56400,71400
'Simulation 100',1,3,2,0,0.7,3456,102,83,0,185,3196,75,15000,54150,69150
'AveragedSim',1,3.0,2.0,0.0,0.7,3494.88,130.24,86.76,0.0,217.0,3201.68,76.2,15000.0,55770.0,70770.0
'Simulation 101',1,3,2,0,0.75,3700,138,85,0,223,3394,83,15000,56700,71700
'Simulation 102',1,3,2,0,0.75,3779,118,92,0,210,3492,77,15000,58000,73000
'Simulation 103',1,3,2,0,0.75,3743,121,77,0,198,3465,80,15000,57600,72600
'Simulation 104',1,3,2,0,0.75,3806,120,69,0,189,3539,78,15000,58500,73500
'Simulation 105',1,3,2,0,0.75,3699,127,79,0,206,3410,83,15000,57150,72150
'Simulation 106',1,3,2,0,0.75,3783,111,79,0,190,3508,85,15000,59100,74100
'Simulation 107',1,3,2,0,0.75,3761,109,74,0,183,3497,81,15000,56950,71950
'Simulation 108',1,3,2,0,0.75,3778,121,90,0,211,3487,80,15000,57050,72050
'Simulation 109',1,3,2,0,0.75,3790,114,86,0,200,3511,79,15000,59400,74400
'Simulation 110',1,3,2,0,0.75,3717,129,93,0,222,3404,91,15000,57050,72050
'Simulation 111',1,3,2,0,0.75,3713,128,80,0,208,3425,80,15000,56200,71200
'Simulation 112',1,3,2,0,0.75,3732,138,66,0,204,3446,82,15000,56750,71750
'Simulation 113',1,3,2,0,0.75,3736,117,58,0,175,3485,76,15000,56400,71400
'Simulation 114',1,3,2,0,0.75,3758,120,69,0,189,3487,82,15000,58100,73100
'Simulation 115',1,3,2,0,0.75,3744,110,51,0,161,3504,79,15000,58100,73100
'Simulation 116',1,3,2,0,0.75,3760,126,74,0,200,3471,89,15000,57250,72250
'Simulation 117',1,3,2,0,0.75,3724,122,78,0,200,3449,75,15000,58100,73100
'Simulation 118',1,3,2,0,0.75,3756,136,105,0,241,3441,74,15000,57150,72150
'Simulation 119',1,3,2,0,0.75,3742,131,80,0,211,3458,73,15000,57400,72400
'Simulation 120',1,3,2,0,0.75,3748,133,77,0,210,3455,83,15000,57000,72000
'Simulation 121',1,3,2,0,0.75,3785,130,79,0,209,3498,78,15000,57900,72900
'Simulation 122',1,3,2,0,0.75,3749,118,87,0,205,3467,77,15000,56750,71750
'Simulation 123',1,3,2,0,0.75,3764,132,114,0,246,3439,79,15000,56550,71550
'Simulation 124',1,3,2,0,0.75,3800,102,63,0,165,3553,82,15000,57600,72600
'Simulation 125',1,3,2,0,0.75,3747,144,86,0,230,3435,82,15000,56650,71650
'AveragedSim',1,3.0,2.0,0.0,0.75,3752.56,123.8,79.64,0.0,203.44,3468.8,80.32,15000.0,57416.0,72416.0
