'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost'
'AveragedSim',1,12.0,0.0,0.0,0.15,1490.4,1485.2,0.0,0.0,0.0,5.2,120000.0,0.0,120000.0
'Simulation 66',1,12,0,0,0.2,2057,2051,0,0,0,6,120000,0,120000
'Simulation 67',1,12,0,0,0.2,2003,2000,0,0,0,3,120000,0,120000
'Simulation 68',1,12,0,0,0.2,2050,2048,0,0,0,2,120000,0,120000
'Simulation 69',1,12,0,0,0.2,2030,2024,0,0,0,6,120000,0,120000
'Simulation 70',1,12,0,0,0.2,1980,1971,0,0,0,9,120000,0,120000
'AveragedSim',1,12.0,0.0,0.0,0.2,2024.0,2018.8,0.0,0.0,0.0,5.2,120000.0,0.0,120000.0
'Simulation 71',1,12,0,0,0.5,4982,4953,0,0,17,12,120000,0,120000
'Simulation 72',1,12,0,0,0.5,5030,4993,0,0,25,12,120000,0,120000
'Simulation 73',1,12,0,0,0.5,4994,4971,0,0,9,14,120000,0,120000
'Simulation 74',1,12,0,0,0.5,4999,4978,0,0,7,14,120000,0,120000
'Simulation 75',1,12,0,0,0.5,5096,5068,0,0,14,14,120000,0,120000
'AveragedSim',1,12.0,0.0,0.0,0.5,5020.2,4992.6,0.0,0.0,14.4,13.2,120000.0,0.0,120000.0
'Simulation 76',2,4,0,0,0.15,1423,1274,0,0,140,9,40000,0,40000
'Simulation 77',2,4,0,0,0.15,1441,1226,0,0,205,10,40000,0,40000
'Simulation 78',2,4,0,0,0.15,1508,1317,0,0,184,7,40000,0,40000
'Simulation 79',2,4,0,0,0.15,1488,1174,0,0,302,12,40000,0,40000
'Simulation 80',2,4,0,0,0.15,1491,1244,0,0,235,12,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.15,1470.2,1247.0,0.0,0.0,213.2,10.0,40000.0,0.0,40000.0
'Simulation 81',2,4,0,0,0.2,1947,913,0,0,1017,17,40000,0,40000
'Simulation 82',2,4,0,0,0.2,1969,867,0,0,1085,17,40000,0,40000
'Simulation 83',2,4,0,0,0.2,1992,980,0,0,985,27,40000,0,40000
'Simulation 84',2,4,0,0,0.2,2000,845,0,0,1134,21,40000,0,40000
'Simulation 85',2,4,0,0,0.2,2028,828,0,0,1180,20,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.2,1987.2,886.6,0.0,0.0,1080.2,20.4,40000.0,0.0,40000.0
'Simulation 86',2,4,0,0,0.5,4996,356,0,0,4587,53,40000,0,40000
'Simulation 87',2,4,0,0,0.5,4990,313,0,0,4623,54,40000,0,40000
'Simulation 88',2,4,0,0,0.5,4999,367,0,0,4580,52,40000,0,40000
'Simulation 89',2,4,0,0,0.5,5029,400,0,0,4577,52,40000,0,40000
'Simulation 90',2,4,0,0,0.5,4878,331,0,0,4500,47,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.5,4978.4,353.4,0.0,0.0,4573.4,51.6,40000.0,0.0,40000.0
'Simulation 91',2,6,0,0,0.15,1495,1488,0,0,0,7,60000,0,60000
'Simulation 92',2,6,0,0,0.15,1541,1532,0,0,0,9,60000,0,60000
'Simulation 93',2,6,0,0,0.15,1513,1510,0,0,0,3,60000,0,60000
'Simulation 94',2,6,0,0,0.15,1463,1458,0,0,0,5,60000,0,60000
'Simulation 95',2,6,0,0,0.15,1523,1521,0,0,0,2,60000,0,60000
'AveragedSim',2,6.0,0.0,0.0,0.15,1507.0,1501.8,0.0,0.0,0.0,5.2,60000.0,0.0,60000.0
'Simulation 96',2,6,0,0,0.2,1977,1937,0,0,30,10,60000,0,60000
'Simulation 97',2,6,0,0,0.2,1985,1972,0,0,8,5,60000,0,60000
'Simulation 98',2,6,0,0,0.2,1986,1953,0,0,20,13,60000,0,60000
'Simulation 99',2,6,0,0,0.2,1991,1932,0,0,55,4,60000,0,60000
'Simulation 100',2,6,0,0,0.2,2061,1998,0,0,55,8,60000,0,60000
'AveragedSim',2,6.0,0.0,0.0,0.2,2000.0,1958.4,0.0,0.0,33.6,8.0,60000.0,0.0,60000.0
'Simulation 101',2,6,0,0,0.5,4948,683,0,0,4197,68,60000,0,60000
'Simulation 102',2,6,0,0,0.5,4986,651,0,0,4278,57,60000,0,60000
'Simulation 103',2,6,0,0,0.5,4949,672,0,0,4223,54,60000,0,60000
'Simulation 104',2,6,0,0,0.5,4977,761,0,0,4165,51,60000,0,60000
'Simulation 105',2,6,0,0,0.5,4983,724,0,0,4202,57,60000,0,60000
'AveragedSim',2,6.0,0.0,0.0,0.5,4968.6,698.2,0.0,0.0,4213.0,57.4,60000.0,0.0,60000.0
'Simulation 106',2,8,0,0,0.15,1474,1472,0,0,0,2,80000,0,80000
'Simulation 107',2,8,0,0,0.15,1519,1516,0,0,0,3,80000,0,80000
'Simulation 108',2,8,0,0,0.15,1465,1463,0,0,0,2,80000,0,80000
'Simulation 109',2,8,0,0,0.15,1447,1444,0,0,0,3,80000,0,80000
'Simulation 110',2,8,0,0,0.15,1566,1557,0,0,0,9,80000,0,80000
'AveragedSim',2,8.0,0.0,0.0,0.15,1494.2,1490.4,0.0,0.0,0.0,3.8,80000.0,0.0,80000.0
'Simulation 111',2,8,0,0,0.2,2054,2049,0,0,0,5,80000,0,80000
'Simulation 112',2,8,0,0,0.2,1985,1979,0,0,0,6,80000,0,80000
'Simulation 113',2,8,0,0,0.2,1990,1988,0,0,0,2,80000,0,80000
'Simulation 114',2,8,0,0,0.2,2007,2001,0,0,0,6,80000,0,80000
'Simulation 115',2,8,0,0,0.2,1971,1963,0,0,0,8,80000,0,80000
'AveragedSim',2,8.0,0.0,0.0,0.2,2001.4,1996.0,0.0,0.0,0.0,5.4,80000.0,0.0,80000.0
'Simulation 116',2,8,0,0,0.5,4993,1271,0,0,3671,51,80000,0,80000
'Simulation 117',2,8,0,0,0.5,5087,1221,0,0,3814,52,80000,0,80000
'Simulation 118',2,8,0,0,0.5,4993,1277,0,0,3662,54,80000,0,80000
'Simulation 119',2,8,0,0,0.5,5047,1253,0,0,3734,60,80000,0,80000
'Simulation 120',2,8,0,0,0.5,5011,1251,0,0,3703,57,80000,0,80000
'AveragedSim',2,8.0,0.0,0.0,0.5,5026.2,1254.6,0.0,0.0,3716.8,54.8,80000.0,0.0,80000.0
'Simulation 121',2,10,0,0,0.15,1479,1474,0,0,0,5,100000,0,100000
'Simulation 122',2,10,0,0,0.15,1469,1465,0,0,0,4,100000,0,100000
'Simulation 123',2,10,0,0,0.15,1496,1494,0,0,0,2,100000,0,100000
'Simulation 124',2,10,0,0,0.15,1466,1464,0,0,0,2,100000,0,100000
'Simulation 125',2,10,0,0,0.15,1444,1440,0,0,0,4,100000,0,100000
'AveragedSim',2,10.0,0.0,0.0,0.15,1470.8,1467.4,0.0,0.0,0.0,3.4,100000.0,0.0,100000.0
'Simulation 126',2,10,0,0,0.2,2018,2012,0,0,0,6,100000,0,100000
'Simulation 127',2,10,0,0,0.2,2031,2025,0,0,0,6,100000,0,100000
'Simulation 128',2,10,0,0,0.2,1996,1989,0,0,0,7,100000,0,100000
'Simulation 129',2,10,0,0,0.2,1981,1973,0,0,0,8,100000,0,100000
'Simulation 130',2,10,0,0,0.2,1982,1977,0,0,0,5,100000,0,100000
'AveragedSim',2,10.0,0.0,0.0,0.2,2001.6,1995.2,0.0,0.0,0.0,6.4,100000.0,0.0,100000.0
'Simulation 131',2,10,0,0,0.5,4964,1978,0,0,2935,51,100000,0,100000
'Simulation 132',2,10,0,0,0.5,5040,2137,0,0,2846,57,100000,0,100000
'Simulation 133',2,10,0,0,0.5,5017,1897,0,0,3075,45,100000,0,100000
'Simulation 134',2,10,0,0,0.5,5070,1926,0,0,3084,60,100000,0,100000
'Simulation 135',2,10,0,0,0.5,5005,2167,0,0,2798,40,100000,0,100000
'AveragedSim',2,10.0,0.0,0.0,0.5,5019.2,2021.0,0.0,0.0,2947.6,50.6,100000.0,0.0,100000.0
'Simulation 136',2,12,0,0,0.15,1458,1453,0,0,0,5,120000,0,120000
'Simulation 137',2,12,0,0,0.15,1505,1503,0,0,0,2,120000,0,120000
'Simulation 138',2,12,0,0,0.15,1534,1532,0,0,0,2,120000,0,120000
'Simulation 139',2,12,0,0,0.15,1470,1468,0,0,0,2,120000,0,120000
'Simulation 140',2,12,0,0,0.15,1521,1518,0,0,0,3,120000,0,120000
'AveragedSim',2,12.0,0.0,0.0,0.15,1497.6,1494.8,0.0,0.0,0.0,2.8,120000.0,0.0,120000.0
'Simulation 141',2,12,0,0,0.2,2029,2025,0,0,0,4,120000,0,120000
'Simulation 142',2,12,0,0,0.2,1961,1958,0,0,0,3,120000,0,120000
'Simulation 143',2,12,0,0,0.2,1973,1968,0,0,0,5,120000,0,120000
'Simulation 144',2,12,0,0,0.2,1952,1946,0,0,0,6,120000,0,120000
'Simulation 145',2,12,0,0,0.2,1978,1971,0,0,0,7,120000,0,120000
'AveragedSim',2,12.0,0.0,0.0,0.2,1978.6,1973.6,0.0,0.0,0.0,5.0,120000.0,0.0,120000.0
'Simulation 146',2,12,0,0,0.5,5092,2869,0,0,2168,55,120000,0,120000
'Simulation 147',2,12,0,0,0.5,5025,3093,0,0,1889,43,120000,0,120000
'Simulation 148',2,12,0,0,0.5,4965,3426,0,0,1484,55,120000,0,120000
'Simulation 149',2,12,0,0,0.5,4972,3311,0,0,1601,60,120000,0,120000
'Simulation 150',2,12,0,0,0.5,4986,3065,0,0,1860,61,120000,0,120000
'AveragedSim',2,12.0,0.0,0.0,0.5,5008.0,3152.8,0.0,0.0,1800.4,54.8,120000.0,0.0,120000.0
'Simulation 151',3,4,0,0,0.15,1480,1264,0,0,209,7,40000,0,40000
'Simulation 152',3,4,0,0,0.15,1494,1185,0,0,304,5,40000,0,40000
'Simulation 153',3,4,0,0,0.15,1504,1178,0,0,310,16,40000,0,40000
'Simulation 154',3,4,0,0,0.15,1508,1289,0,0,202,17,40000,0,40000
'Simulation 155',3,4,0,0,0.15,1474,1207,0,0,260,7,40000,0,40000
'AveragedSim',3,4.0,0.0,0.0,0.15,1492.0,1224.6,0.0,0.0,257.0,10.4,40000.0,0.0,40000.0
'Simulation 156',3,4,0,0,0.2,1957,789,0,0,1154,14,40000,0,40000
'Simulation 157',3,4,0,0,0.2,2006,803,0,0,1190,13,40000,0,40000
'Simulation 158',3,4,0,0,0.2,2003,909,0,0,1073,21,40000,0,40000
'Simulation 159',3,4,0,0,0.2,1972,835,0,0,1120,17,40000,0,40000
'Simulation 160',3,4,0,0,0.2,1937,876,0,0,1037,24,40000,0,40000
'AveragedSim',3,4.0,0.0,0.0,0.2,1975.0,842.4,0.0,0.0,1114.8,17.8,40000.0,0.0,40000.0
'Simulation 161',3,4,0,0,0.5,4990,221,0,0,4717,52,40000,0,40000
'Simulation 162',3,4,0,0,0.5,4976,223,0,0,4689,64,40000,0,40000
'Simulation 163',3,4,0,0,0.5,5074,251,0,0,4768,55,40000,0,40000
'Simulation 164',3,4,0,0,0.5,4997,231,0,0,4707,59,40000,0,40000
'Simulation 165',3,4,0,0,0.5,5059,227,0,0,4779,53,40000,0,40000
'AveragedSim',3,4.0,0.0,0.0,0.5,5019.2,230.6,0.0,0.0,4732.0,56.6,40000.0,0.0,40000.0
'Simulation 166',3,6,0,0,0.15,1481,1476,0,0,0,5,60000,0,60000
'Simulation 167',3,6,0,0,0.15,1537,1535,0,0,0,2,60000,0,60000
'Simulation 168',3,6,0,0,0.15,1423,1421,0,0,0,2,60000,0,60000
'Simulation 169',3,6,0,0,0.15,1494,1492,0,0,0,2,60000,0,60000
'Simulation 170',3,6,0,0,0.15,1555,1552,0,0,0,3,60000,0,60000
'AveragedSim',3,6.0,0.0,0.0,0.15,1498.0,1495.2,0.0,0.0,0.0,2.8,60000.0,0.0,60000.0
'Simulation 171',3,6,0,0,0.2,2031,1914,0,0,110,7,60000,0,60000
'Simulation 172',3,6,0,0,0.2,2018,1941,0,0,47,30,60000,0,60000
'Simulation 173',3,6,0,0,0.2,1953,1943,0,0,7,3,60000,0,60000
'Simulation 174',3,6,0,0,0.2,1945,1872,0,0,63,10,60000,0,60000
'Simulation 175',3,6,0,0,0.2,2029,1984,0,0,38,7,60000,0,60000
'AveragedSim',3,6.0,0.0,0.0,0.2,1995.2,1930.8,0.0,0.0,53.0,11.4,60000.0,0.0,60000.0
'Simulation 176',3,6,0,0,0.5,4937,618,0,0,4260,59,60000,0,60000
'Simulation 177',3,6,0,0,0.5,4892,664,0,0,4171,57,60000,0,60000
'Simulation 178',3,6,0,0,0.5,5005,545,0,0,4413,47,60000,0,60000
'Simulation 179',3,6,0,0,0.5,4937,618,0,0,4260,59,60000,0,60000
'Simulation 180',3,6,0,0,0.5,4983,529,0,0,4396,58,60000,0,60000
'AveragedSim',3,6.0,0.0,0.0,0.5,4950.8,594.8,0.0,0.0,4300.0,56.0,60000.0,0.0,60000.0
'Simulation 181',3,8,0,0,0.15,1499,1494,0,0,0,5,80000,0,80000
'Simulation 182',3,8,0,0,0.15,1504,1503,0,0,0,1,80000,0,80000
'Simulation 183',3,8,0,0,0.15,1461,1459,0,0,0,2,80000,0,80000
'Simulation 184',3,8,0,0,0.15,1531,1527,0,0,0,4,80000,0,80000
'Simulation 185',3,8,0,0,0.15,1538,1533,0,0,0,5,80000,0,80000
'AveragedSim',3,8.0,0.0,0.0,0.15,1506.6,1503.2,0.0,0.0,0.0,3.4,80000.0,0.0,80000.0
'Simulation 186',3,8,0,0,0.2,1955,1950,0,0,0,5,80000,0,80000
'Simulation 187',3,8,0,0,0.2,1974,1968,0,0,0,6,80000,0,80000
'Simulation 188',3,8,0,0,0.2,2004,1998,0,0,0,6,80000,0,80000
'Simulation 189',3,8,0,0,0.2,2056,2051,0,0,0,5,80000,0,80000
'Simulation 190',3,8,0,0,0.2,2055,2049,0,0,0,6,80000,0,80000
'AveragedSim',3,8.0,0.0,0.0,0.2,2008.8,2003.2,0.0,0.0,0.0,5.6,80000.0,0.0,80000.0
'Simulation 191',3,8,0,0,0.5,5015,1069,0,0,3898,48,80000,0,80000
'Simulation 192',3,8,0,0,0.5,5000,1056,0,0,3893,51,80000,0,80000
'Simulation 193',3,8,0,0,0.5,4991,1251,0,0,3681,59,80000,0,80000
'Simulation 194',3,8,0,0,0.5,4974,1138,0,0,3779,57,80000,0,80000
'Simulation 195',3,8,0,0,0.5,4962,1092,0,0,3830,40,80000,0,80000
'AveragedSim',3,8.0,0.0,0.0,0.5,4988.4,1121.2,0.0,0.0,3816.2,51.0,80000.0,0.0,80000.0
'Simulation 196',3,10,0,0,0.15,1503,1499,0,0,0,4,100000,0,100000
'Simulation 197',3,10,0,0,0.15,1509,1503,0,0,0,6,100000,0,100000
'Simulation 198',3,10,0,0,0.15,1478,1475,0,0,0,3,100000,0,100000
'Simulation 199',3,10,0,0,0.15,1464,1456,0,0,0,8,100000,0,100000
'Simulation 200',3,10,0,0,0.15,1542,1536,0,0,0,6,100000,0,100000
'AveragedSim',3,10.0,0.0,0.0,0.15,1499.2,1493.8,0.0,0.0,0.0,5.4,100000.0,0.0,100000.0
'Simulation 201',3,10,0,0,0.2,1979,1977,0,0,0,2,100000,0,100000
'Simulation 202',3,10,0,0,0.2,2020,2015,0,0,0,5,100000,0,100000
'Simulation 203',3,10,0,0,0.2,1959,1954,0,0,0,5,100000,0,100000
'Simulation 204',3,10,0,0,0.2,1987,1983,0,0,0,4,100000,0,100000
'Simulation 205',3,10,0,0,0.2,2031,2028,0,0,0,3,100000,0,100000
'AveragedSim',3,10.0,0.0,0.0,0.2,1995.2,1991.4,0.0,0.0,0.0,3.8,100000.0,0.0,100000.0
'Simulation 206',3,10,0,0,0.5,4944,1875,0,0,3014,55,100000,0,100000
'Simulation 207',3,10,0,0,0.5,4969,1859,0,0,3060,50,100000,0,100000
'Simulation 208',3,10,0,0,0.5,4939,1727,0,0,3172,40,100000,0,100000
'Simulation 209',3,10,0,0,0.5,4966,1772,0,0,3146,48,100000,0,100000
'Simulation 210',3,10,0,0,0.5,4982,1778,0,0,3147,57,100000,0,100000
'AveragedSim',3,10.0,0.0,0.0,0.5,4960.0,1802.2,0.0,0.0,3107.8,50.0,100000.0,0.0,100000.0
'Simulation 211',3,12,0,0,0.15,1522,1515,0,0,0,7,120000,0,120000
'Simulation 212',3,12,0,0,0.15,1501,1498,0,0,0,3,120000,0,120000
'Simulation 213',3,12,0,0,0.15,1510,1505,0,0,0,5,120000,0,120000
'Simulation 214',3,12,0,0,0.15,1470,1464,0,0,0,6,120000,0,120000
'Simulation 215',3,12,0,0,0.15,1458,1453,0,0,0,5,120000,0,120000
'AveragedSim',3,12.0,0.0,0.0,0.15,1492.2,1487.0,0.0,0.0,0.0,5.2,120000.0,0.0,120000.0
'Simulation 216',3,12,0,0,0.2,1915,1909,0,0,0,6,120000,0,120000
'Simulation 217',3,12,0,0,0.2,2039,2035,0,0,0,4,120000,0,120000
'Simulation 218',3,12,0,0,0.2,2100,2095,0,0,0,5,120000,0,120000
'Simulation 219',3,12,0,0,0.2,1953,1951,0,0,0,2,120000,0,120000
'Simulation 220',3,12,0,0,0.2,2006,1998,0,0,0,8,120000,0,120000
'AveragedSim',3,12.0,0.0,0.0,0.2,2002.6,1997.6,0.0,0.0,0.0,5.0,120000.0,0.0,120000.0
'Simulation 221',3,12,0,0,0.5,5024,2932,0,0,2052,40,120000,0,120000
'Simulation 222',3,12,0,0,0.5,5082,3091,0,0,1940,51,120000,0,120000
'Simulation 223',3,12,0,0,0.5,5063,2916,0,0,2092,55,120000,0,120000
'Simulation 224',3,12,0,0,0.5,5020,2768,0,0,2193,59,120000,0,120000
'Simulation 225',3,12,0,0,0.5,5023,2754,0,0,2219,50,120000,0,120000
'AveragedSim',3,12.0,0.0,0.0,0.5,5042.4,2892.2,0.0,0.0,2099.2,51.0,120000.0,0.0,120000.0
