'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost'
'Simulation 225',1,4,2,0,0.55,2718,1280,83,0,1317,38,20000,4150,24150
'AveragedSim',1,4,2,0,0.55,2749.666667,1358.333333,83.66666667,0,1263,44.66666667,20000,4183.333333,24183.33333
'Simulation 226',1,4,2,0,0.6,2991,1428,78,0,1445,40,20000,3900,23900
'Simulation 227',1,4,2,0,0.6,2998,1542,70,0,1351,35,20000,3500,23500
'Simulation 228',1,4,2,0,0.6,2969,1525,67,0,1330,47,20000,3350,23350
'AveragedSim',1,4,2,0,0.6,2986,1498.333333,71.66666667,0,1375.333333,40.66666667,20000,3583.333333,23583.33333
'Simulation 229',1,4,2,0,0.65,3225,1472,74,0,1637,42,20000,3700,23700
'Simulation 230',1,4,2,0,0.65,3199,1322,78,0,1744,55,20000,3900,23900
'Simulation 231',1,4,2,0,0.65,3193,1533,70,0,1544,46,20000,3500,23500
'AveragedSim',1,4,2,0,0.65,3205.666667,1442.333333,74,0,1641.666667,47.66666667,20000,3700,23700
'Simulation 232',1,4,2,0,0.7,3536,1272,69,0,2136,59,20000,3450,23450
'Simulation 233',1,4,2,0,0.7,3549,1441,66,0,1988,54,20000,3300,23300
'Simulation 234',1,4,2,0,0.7,3509,1380,62,0,2018,49,20000,3100,23100
'AveragedSim',1,4,2,0,0.7,3531.333333,1364.333333,65.66666667,0,2047.333333,54,20000,3283.333333,23283.33333
'Simulation 235',1,4,2,0,0.75,3766,1442,69,0,2191,64,20000,3450,23450
'Simulation 236',1,4,2,0,0.75,3774,1401,46,0,2265,62,20000,2300,22300
'Simulation 237',1,4,2,0,0.75,3733,1483,31,0,2159,60,20000,1550,21550
'AveragedSim',1,4,2,0,0.75,3757.666667,1442,48.66666667,0,2205,62,20000,2433.333333,22433.33333
'Simulation 238',1,4,2,0,0.8,4029,1586,38,0,2349,56,20000,1900,21900
'Simulation 239',1,4,2,0,0.8,4023,1539,42,0,2385,57,20000,2100,22100
'Simulation 240',1,4,2,0,0.8,3949,1388,50,0,2450,61,20000,2500,22500
'AveragedSim',1,4,2,0,0.8,4000.333333,1504.333333,43.33333333,0,2394.666667,58,20000,2166.666667,22166.66667
'Simulation 241',1,4,2,0,0.85,4257,1488,45,0,2649,75,20000,2250,22250
'Simulation 242',1,4,2,0,0.85,4283,1399,46,0,2767,71,20000,2300,22300
'Simulation 243',1,4,2,0,0.85,4245,1590,60,0,2531,64,20000,3000,23000
'AveragedSim',1,4,2,0,0.85,4261.666667,1492.333333,50.33333333,0,2649,70,20000,2516.666667,22516.66667
'Simulation 244',1,4,2,0,0.9,4510,1596,38,0,2796,80,20000,1900,21900
'Simulation 245',1,4,2,0,0.9,4476,1578,42,0,2780,76,20000,2100,22100
'Simulation 246',1,4,2,0,0.9,4459,1558,55,0,2773,73,20000,2750,22750
'AveragedSim',1,4,2,0,0.9,4481.666667,1577.333333,45,0,2783,76.33333333,20000,2250,22250
'Simulation 247',1,4,2,0,0.95,4751,1686,47,0,2938,80,20000,2350,22350
'Simulation 248',1,4,2,0,0.95,4761,1495,51,0,3135,80,20000,2550,22550
'Simulation 249',1,4,2,0,0.95,4743,1349,29,0,3286,79,20000,1450,21450
'AveragedSim',1,4,2,0,0.95,4751.666667,1510,42.33333333,0,3119.666667,79.66666667,20000,2116.666667,22116.66667
'Simulation 250',1,4,2,0,1,5000,1571,23,0,3314,92,20000,1150,21150
'Simulation 251',1,4,2,0,1,5000,1594,37,0,3292,77,20000,1850,21850
'Simulation 252',1,4,2,0,1,5000,1618,56,0,3250,76,20000,2800,22800
'AveragedSim',1,4,2,0,1,5000,1594.333333,38.66666667,0,3285.333333,81.66666667,20000,1933.333333,21933.33333
