'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost'
'AveragedSim',1,3,1,0,0.35,1740.333333,948,58.66666667,0,708,25.66666667,15000,2933.333333,17933.33333
'Simulation 25',1,3,1,0,0.4,1981,1018,61,0,874,28,15000,3050,18050
'Simulation 26',1,3,1,0,0.4,2010,942,43,0,993,32,15000,2150,17150
'Simulation 27',1,3,1,0,0.4,2036,995,48,0,959,34,15000,2400,17400
'AveragedSim',1,3,1,0,0.4,2009,985,50.66666667,0,942,31.33333333,15000,2533.333333,17533.33333
'Simulation 28',1,3,1,0,0.45,2223,1094,53,0,1045,31,15000,2650,17650
'Simulation 29',1,3,1,0,0.45,2254,963,39,0,1217,35,15000,1950,16950
'Simulation 30',1,3,1,0,0.45,2283,1049,58,0,1146,30,15000,2900,17900
'AveragedSim',1,3,1,0,0.45,2253.333333,1035.333333,50,0,1136,32,15000,2500,17500
'Simulation 31',1,3,1,0,0.5,2503,1095,34,0,1339,35,15000,1700,16700
'Simulation 32',1,3,1,0,0.5,2490,1025,31,0,1403,31,15000,1550,16550
'Simulation 33',1,3,1,0,0.5,2471,1093,39,0,1302,37,15000,1950,16950
'AveragedSim',1,3,1,0,0.5,2488,1071,34.66666667,0,1348,34.33333333,15000,1733.333333,16733.33333
'Simulation 34',1,3,1,0,0.55,2729,1121,31,0,1528,49,15000,1550,16550
'Simulation 35',1,3,1,0,0.55,2726,891,30,0,1763,42,15000,1500,16500
'Simulation 36',1,3,1,0,0.55,2782,1155,32,0,1550,45,15000,1600,16600
'AveragedSim',1,3,1,0,0.55,2745.666667,1055.666667,31,0,1613.666667,45.33333333,15000,1550,16550
'Simulation 37',1,3,1,0,0.6,2976,1217,36,0,1681,42,15000,1800,16800
'Simulation 38',1,3,1,0,0.6,2990,1107,19,0,1808,56,15000,950,15950
'Simulation 39',1,3,1,0,0.6,3027,988,28,0,1970,41,15000,1400,16400
'AveragedSim',1,3,1,0,0.6,2997.666667,1104,27.66666667,0,1819.666667,46.33333333,15000,1383.333333,16383.33333
'Simulation 40',1,3,1,0,0.65,3291,1098,15,0,2122,56,15000,750,15750
'Simulation 41',1,3,1,0,0.65,3247,959,12,0,2224,52,15000,600,15600
'Simulation 42',1,3,1,0,0.65,3235,1109,22,0,2037,67,15000,1100,16100
'AveragedSim',1,3,1,0,0.65,3257.666667,1055.333333,16.33333333,0,2127.666667,58.33333333,15000,816.6666667,15816.66667
'Simulation 43',1,3,1,0,0.7,3461,1232,22,0,2144,63,15000,1100,16100
'Simulation 44',1,3,1,0,0.7,3538,1111,32,0,2343,52,15000,1600,16600
'Simulation 45',1,3,1,0,0.7,3520,1040,17,0,2395,68,15000,850,15850
'AveragedSim',1,3,1,0,0.7,3506.333333,1127.666667,23.66666667,0,2294,61,15000,1183.333333,16183.33333
'Simulation 46',1,3,1,0,0.75,3758,1011,11,0,2663,73,15000,550,15550
'Simulation 47',1,3,1,0,0.75,3720,1071,12,0,2574,63,15000,600,15600
'Simulation 48',1,3,1,0,0.75,3759,823,25,0,2836,75,15000,1250,16250
'AveragedSim',1,3,1,0,0.75,3745.666667,968.3333333,16,0,2691,70.33333333,15000,800,15800
'Simulation 49',1,3,1,0,0.8,4052,1160,10,0,2814,68,15000,500,15500
'Simulation 50',1,3,1,0,0.8,3972,1239,20,0,2639,74,15000,1000,16000
'Simulation 51',1,3,1,0,0.8,3980,1208,15,0,2694,63,15000,750,15750
'AveragedSim',1,3,1,0,0.8,4001.333333,1202.333333,15,0,2715.666667,68.33333333,15000,750,15750
'Simulation 52',1,3,1,0,0.85,4263,1066,27,0,3101,69,15000,1350,16350
'Simulation 53',1,3,1,0,0.85,4207,1148,26,0,2961,72,15000,1300,16300
'Simulation 54',1,3,1,0,0.85,4268,1164,20,0,3000,84,15000,1000,16000
'AveragedSim',1,3,1,0,0.85,4246,1126,24.33333333,0,3020.666667,75,15000,1216.666667,16216.66667
'Simulation 55',1,3,1,0,0.9,4541,1035,19,0,3398,89,15000,950,15950
'Simulation 56',1,3,1,0,0.9,4508,1366,25,0,3033,84,15000,1250,16250
'Simulation 57',1,3,1,0,0.9,4500,1352,18,0,3050,80,15000,900,15900
'AveragedSim',1,3,1,0,0.9,4516.333333,1251,20.66666667,0,3160.333333,84.33333333,15000,1033.333333,16033.33333
'Simulation 58',1,3,1,0,0.95,4767,1068,22,0,3586,91,15000,1100,16100
'Simulation 59',1,3,1,0,0.95,4762,1032,16,0,3629,85,15000,800,15800
'Simulation 60',1,3,1,0,0.95,4771,1092,24,0,3567,88,15000,1200,16200
'AveragedSim',1,3,1,0,0.95,4766.666667,1064,20.66666667,0,3594,88,15000,1033.333333,16033.33333
'Simulation 61',1,3,1,0,1,5000,1346,17,0,3549,88,15000,850,15850
'Simulation 62',1,3,1,0,1,5000,1400,15,0,3503,82,15000,750,15750
'Simulation 63',1,3,1,0,1,5000,1471,14,0,3429,86,15000,700,15700
'AveragedSim',1,3,1,0,1,5000,1405.666667,15.33333333,0,3493.666667,85.33333333,15000,766.6666667,15766.66667
'Simulation 64',1,4,1,0,0,0,0,0,0,0,0,20000,0,20000
'Simulation 65',1,4,1,0,0,0,0,0,0,0,0,20000,0,20000
'Simulation 66',1,4,1,0,0,0,0,0,0,0,0,20000,0,20000
'AveragedSim',1,4,1,0,0,0,0,0,0,0,0,20000,0,20000
'Simulation 67',1,4,1,0,0.05,237,237,0,0,0,0,20000,0,20000
'Simulation 68',1,4,1,0,0.05,245,243,0,0,0,2,20000,0,20000
'Simulation 69',1,4,1,0,0.05,249,248,0,0,0,1,20000,0,20000
'AveragedSim',1,4,1,0,0.05,243.6666667,242.6666667,0,0,0,1,20000,0,20000
'Simulation 70',1,4,1,0,0.1,479,465,12,0,0,2,20000,600,20600
'Simulation 71',1,4,1,0,0.1,506,491,15,0,0,0,20000,750,20750
'Simulation 72',1,4,1,0,0.1,533,512,17,0,0,4,20000,850,20850
'AveragedSim',1,4,1,0,0.1,506,489.3333333,14.66666667,0,0,2,20000,733.3333333,20733.33333
'Simulation 73',1,4,1,0,0.15,741,669,64,0,1,7,20000,3200,23200
'Simulation 74',1,4,1,0,0.15,718,660,54,0,2,2,20000,2700,22700
'Simulation 75',1,4,1,0,0.15,738,671,60,0,1,6,20000,3000,23000
'AveragedSim',1,4,1,0,0.15,732.3333333,666.6666667,59.33333333,0,1.333333333,5,20000,2966.666667,22966.66667
'Simulation 76',1,4,1,0,0.2,993,869,110,0,8,6,20000,5500,25500
'Simulation 77',1,4,1,0,0.2,1021,884,117,0,12,8,20000,5850,25850
'Simulation 78',1,4,1,0,0.2,1025,880,111,0,21,13,20000,5550,25550
'AveragedSim',1,4,1,0,0.2,1013,877.6666667,112.6666667,0,13.66666667,9,20000,5633.333333,25633.33333
'Simulation 79',1,4,1,0,0.25,1246,1030,121,0,84,11,20000,6050,26050
'Simulation 80',1,4,1,0,0.25,1272,1015,95,0,146,16,20000,4750,24750
'Simulation 81',1,4,1,0,0.25,1251,1060,121,0,65,5,20000,6050,26050
'AveragedSim',1,4,1,0,0.25,1256.333333,1035,112.3333333,0,98.33333333,10.66666667,20000,5616.666667,25616.66667
'Simulation 82',1,4,1,0,0.3,1452,1144,115,0,175,18,20000,5750,25750
'Simulation 83',1,4,1,0,0.3,1511,1128,95,0,268,20,20000,4750,24750
'Simulation 84',1,4,1,0,0.3,1544,1148,108,0,270,18,20000,5400,25400
'AveragedSim',1,4,1,0,0.3,1502.333333,1140,106,0,237.6666667,18.66666667,20000,5300,25300
'Simulation 85',1,4,1,0,0.35,1712,1139,65,0,488,20,20000,3250,23250
'Simulation 86',1,4,1,0,0.35,1728,1255,68,0,388,17,20000,3400,23400
'Simulation 87',1,4,1,0,0.35,1745,1195,70,0,465,15,20000,3500,23500
'AveragedSim',1,4,1,0,0.35,1728.333333,1196.333333,67.66666667,0,447,17.33333333,20000,3383.333333,23383.33333
'Simulation 88',1,4,1,0,0.4,2032,1297,46,0,661,28,20000,2300,22300
'Simulation 89',1,4,1,0,0.4,1965,1281,67,0,599,18,20000,3350,23350
'Simulation 90',1,4,1,0,0.4,1974,1182,69,0,704,19,20000,3450,23450
'AveragedSim',1,4,1,0,0.4,1990.333333,1253.333333,60.66666667,0,654.6666667,21.66666667,20000,3033.333333,23033.33333
'Simulation 91',1,4,1,0,0.45,2295,1288,52,0,930,25,20000,2600,22600
'Simulation 92',1,4,1,0,0.45,2238,1337,52,0,817,32,20000,2600,22600
'Simulation 93',1,4,1,0,0.45,2232,1262,42,0,894,34,20000,2100,22100
'AveragedSim',1,4,1,0,0.45,2255,1295.666667,48.66666667,0,880.3333333,30.33333333,20000,2433.333333,22433.33333
'Simulation 94',1,4,1,0,0.5,2493,1326,42,0,1087,38,20000,2100,22100
'Simulation 95',1,4,1,0,0.5,2519,1304,30,0,1145,40,20000,1500,21500
'Simulation 96',1,4,1,0,0.5,2465,1289,24,0,1113,39,20000,1200,21200
'AveragedSim',1,4,1,0,0.5,2492.333333,1306.333333,32,0,1115,39,20000,1600,21600
'Simulation 97',1,4,1,0,0.55,2739,1389,30,0,1283,37,20000,1500,21500
'Simulation 98',1,4,1,0,0.55,2739,1342,20,0,1333,44,20000,1000,21000
'Simulation 99',1,4,1,0,0.55,2816,1379,30,0,1370,37,20000,1500,21500
'AveragedSim',1,4,1,0,0.55,2764.666667,1370,26.66666667,0,1328.666667,39.33333333,20000,1333.333333,21333.33333
'Simulation 100',1,4,1,0,0.6,3038,1510,21,0,1469,38,20000,1050,21050
'Simulation 101',1,4,1,0,0.6,2984,1372,17,0,1547,48,20000,850,20850
'Simulation 102',1,4,1,0,0.6,2972,1620,27,0,1294,31,20000,1350,21350
'AveragedSim',1,4,1,0,0.6,2998,1500.666667,21.66666667,0,1436.666667,39,20000,1083.333333,21083.33333
'Simulation 103',1,4,1,0,0.65,3265,1366,24,0,1815,60,20000,1200,21200
'Simulation 104',1,4,1,0,0.65,3215,1317,19,0,1821,58,20000,950,20950
'Simulation 105',1,4,1,0,0.65,3239,1486,18,0,1694,41,20000,900,20900
'AveragedSim',1,4,1,0,0.65,3239.666667,1389.666667,20.33333333,0,1776.666667,53,20000,1016.666667,21016.66667
'Simulation 106',1,4,1,0,0.7,3474,1701,20,0,1701,52,20000,1000,21000
'Simulation 107',1,4,1,0,0.7,3469,1280,16,0,2113,60,20000,800,20800
'Simulation 108',1,4,1,0,0.7,3578,1499,15,0,2018,46,20000,750,20750
'AveragedSim',1,4,1,0,0.7,3507,1493.333333,17,0,1944,52.66666667,20000,850,20850
'Simulation 109',1,4,1,0,0.75,3727,1362,27,0,2288,50,20000,1350,21350
'Simulation 110',1,4,1,0,0.75,3772,1295,15,0,2388,74,20000,750,20750
'Simulation 111',1,4,1,0,0.75,3727,1620,16,0,2031,60,20000,800,20800
'AveragedSim',1,4,1,0,0.75,3742,1425.666667,19.33333333,0,2235.666667,61.33333333,20000,966.6666667,20966.66667
'Simulation 112',1,4,1,0,0.8,4008,1601,8,0,2336,63,20000,400,20400
'Simulation 113',1,4,1,0,0.8,3987,1611,16,0,2299,61,20000,800,20800
'Simulation 114',1,4,1,0,0.8,4009,1518,10,0,2409,72,20000,500,20500
'AveragedSim',1,4,1,0,0.8,4001.333333,1576.666667,11.33333333,0,2348,65.33333333,20000,566.6666667,20566.66667
'Simulation 115',1,4,1,0,0.85,4232,1334,27,0,2805,66,20000,1350,21350
'Simulation 116',1,4,1,0,0.85,4240,1524,20,0,2636,60,20000,1000,21000
'Simulation 117',1,4,1,0,0.85,4250,1364,23,0,2796,67,20000,1150,21150
'AveragedSim',1,4,1,0,0.85,4240.666667,1407.333333,23.33333333,0,2745.666667,64.33333333,20000,1166.666667,21166.66667
'Simulation 118',1,4,1,0,0.9,4490,1539,16,0,2861,74,20000,800,20800
'Simulation 119',1,4,1,0,0.9,4513,1523,16,0,2895,79,20000,800,20800
'Simulation 120',1,4,1,0,0.9,4506,1586,22,0,2820,78,20000,1100,21100
'AveragedSim',1,4,1,0,0.9,4503,1549.333333,18,0,2858.666667,77,20000,900,20900
'Simulation 121',1,4,1,0,0.95,4743,1482,20,0,3154,87,20000,1000,21000
'Simulation 122',1,4,1,0,0.95,4763,1637,6,0,3044,76,20000,300,20300
'Simulation 123',1,4,1,0,0.95,4781,1627,18,0,3054,82,20000,900,20900
'AveragedSim',1,4,1,0,0.95,4762.333333,1582,14.66666667,0,3084,81.66666667,20000,733.3333333,20733.33333
'Simulation 124',1,4,1,0,1,5000,1591,16,0,3304,89,20000,800,20800
'Simulation 125',1,4,1,0,1,5000,1522,13,0,3379,86,20000,650,20650
'Simulation 126',1,4,1,0,1,5000,1773,10,0,3139,78,20000,500,20500
'AveragedSim',1,4,1,0,1,5000,1628.666667,13,0,3274,84.33333333,20000,650,20650
'Simulation 127',1,3,2,0,0,0,0,0,0,0,0,15000,0,15000
'Simulation 128',1,3,2,0,0,0,0,0,0,0,0,15000,0,15000
'Simulation 129',1,3,2,0,0,0,0,0,0,0,0,15000,0,15000
'AveragedSim',1,3,2,0,0,0,0,0,0,0,0,15000,0,15000
'Simulation 130',1,3,2,0,0.05,246,234,10,0,0,2,15000,500,15500
'Simulation 131',1,3,2,0,0.05,251,245,5,0,0,1,15000,250,15250
'Simulation 132',1,3,2,0,0.05,244,239,4,0,0,1,15000,200,15200
'AveragedSim',1,3,2,0,0.05,247,239.3333333,6.333333333,0,0,1.333333333,15000,316.6666667,15316.66667
'Simulation 133',1,3,2,0,0.1,531,449,80,0,0,2,15000,4000,19000
'Simulation 134',1,3,2,0,0.1,549,480,66,0,0,3,15000,3300,18300
'Simulation 135',1,3,2,0,0.1,520,456,59,0,0,5,15000,2950,17950
'AveragedSim',1,3,2,0,0.1,533.3333333,461.6666667,68.33333333,0,0,3.333333333,15000,3416.666667,18416.66667
'Simulation 136',1,3,2,0,0.15,736,588,144,0,0,4,15000,7200,22200
'Simulation 137',1,3,2,0,0.15,770,572,194,0,2,2,15000,9700,24700
'Simulation 138',1,3,2,0,0.15,752,585,162,0,0,5,15000,8100,23100
'AveragedSim',1,3,2,0,0.15,752.6666667,581.6666667,166.6666667,0,0.666666667,3.666666667,15000,8333.333333,23333.33333
'Simulation 139',1,3,2,0,0.2,1019,733,249,0,29,8,15000,12450,27450
'Simulation 140',1,3,2,0,0.2,982,710,235,0,26,11,15000,11750,26750
'Simulation 141',1,3,2,0,0.2,1006,719,267,0,11,9,15000,13350,28350
'AveragedSim',1,3,2,0,0.2,1002.333333,720.6666667,250.3333333,0,22,9.333333333,15000,12516.66667,27516.66667
'Simulation 142',1,3,2,0,0.25,1239,840,285,0,101,13,15000,14250,29250
'Simulation 143',1,3,2,0,0.25,1280,869,256,0,142,13,15000,12800,27800
'Simulation 144',1,3,2,0,0.25,1254,864,274,0,112,4,15000,13700,28700
'AveragedSim',1,3,2,0,0.25,1257.666667,857.6666667,271.6666667,0,118.3333333,10,15000,13583.33333,28583.33333
'Simulation 145',1,3,2,0,0.3,1546,904,209,0,411,22,15000,10450,25450
'Simulation 146',1,3,2,0,0.3,1530,834,201,0,480,15,15000,10050,25050
'Simulation 147',1,3,2,0,0.3,1477,946,240,0,269,22,15000,12000,27000
'AveragedSim',1,3,2,0,0.3,1517.666667,894.6666667,216.6666667,0,386.6666667,19.66666667,15000,10833.33333,25833.33333
'Simulation 148',1,3,2,0,0.35,1701,961,176,0,539,25,15000,8800,23800
'Simulation 149',1,3,2,0,0.35,1747,918,171,0,635,23,15000,8550,23550
'Simulation 150',1,3,2,0,0.35,1715,900,175,0,618,22,15000,8750,23750
'AveragedSim',1,3,2,0,0.35,1721,926.3333333,174,0,597.3333333,23.33333333,15000,8700,23700
'Simulation 151',1,3,2,0,0.4,2044,971,127,0,915,31,15000,6350,21350
'Simulation 152',1,3,2,0,0.4,2009,938,108,0,929,34,15000,5400,20400
'Simulation 153',1,3,2,0,0.4,2068,934,114,0,987,33,15000,5700,20700
'AveragedSim',1,3,2,0,0.4,2040.333333,947.6666667,116.3333333,0,943.6666667,32.66666667,15000,5816.666667,20816.66667
'Simulation 154',1,3,2,0,0.45,2219,944,132,0,1112,31,15000,6600,21600
'Simulation 155',1,3,2,0,0.45,2248,897,109,0,1202,40,15000,5450,20450
'Simulation 156',1,3,2,0,0.45,2156,1035,106,0,981,34,15000,5300,20300
'AveragedSim',1,3,2,0,0.45,2207.666667,958.6666667,115.6666667,0,1098.333333,35,15000,5783.333333,20783.33333
'Simulation 157',1,3,2,0,0.5,2547,989,86,0,1426,46,15000,4300,19300
'Simulation 158',1,3,2,0,0.5,2501,973,65,0,1425,38,15000,3250,18250
'Simulation 159',1,3,2,0,0.5,2488,994,89,0,1364,41,15000,4450,19450
'AveragedSim',1,3,2,0,0.5,2512,985.3333333,80,0,1405,41.66666667,15000,4000,19000
'Simulation 160',1,3,2,0,0.55,2749,1036,51,0,1617,45,15000,2550,17550
'Simulation 161',1,3,2,0,0.55,2810,1039,97,0,1626,48,15000,4850,19850
'Simulation 162',1,3,2,0,0.55,2777,980,83,0,1680,34,15000,4150,19150
'AveragedSim',1,3,2,0,0.55,2778.666667,1018.333333,77,0,1641,42.33333333,15000,3850,18850
'Simulation 163',1,3,2,0,0.6,3029,1088,41,0,1856,44,15000,2050,17050
'Simulation 164',1,3,2,0,0.6,3016,1079,85,0,1805,47,15000,4250,19250
'Simulation 165',1,3,2,0,0.6,2979,917,80,0,1926,56,15000,4000,19000
'AveragedSim',1,3,2,0,0.6,3008,1028,68.66666667,0,1862.333333,49,15000,3433.333333,18433.33333
'Simulation 166',1,3,2,0,0.65,3238,945,56,0,2171,66,15000,2800,17800
'Simulation 167',1,3,2,0,0.65,3272,991,75,0,2148,58,15000,3750,18750
'Simulation 168',1,3,2,0,0.65,3299,1047,81,0,2122,49,15000,4050,19050
'AveragedSim',1,3,2,0,0.65,3269.666667,994.3333333,70.66666667,0,2147,57.66666667,15000,3533.333333,18533.33333
'Simulation 169',1,3,2,0,0.7,3499,1179,69,0,2186,65,15000,3450,18450
'Simulation 170',1,3,2,0,0.7,3523,1095,76,0,2295,57,15000,3800,18800
'Simulation 171',1,3,2,0,0.7,3531,1234,59,0,2182,56,15000,2950,17950
'AveragedSim',1,3,2,0,0.7,3517.666667,1169.333333,68,0,2221,59.33333333,15000,3400,18400
'Simulation 172',1,3,2,0,0.75,3774,1339,30,0,2337,68,15000,1500,16500
'Simulation 173',1,3,2,0,0.75,3765,1209,51,0,2445,60,15000,2550,17550
'Simulation 174',1,3,2,0,0.75,3722,1140,59,0,2465,58,15000,2950,17950
'AveragedSim',1,3,2,0,0.75,3753.666667,1229.333333,46.66666667,0,2415.666667,62,15000,2333.333333,17333.33333
'Simulation 175',1,3,2,0,0.8,3997,1036,59,0,2833,69,15000,2950,17950
'Simulation 176',1,3,2,0,0.8,3989,1079,77,0,2766,67,15000,3850,18850
'Simulation 177',1,3,2,0,0.8,3984,1076,39,0,2799,70,15000,1950,16950
'AveragedSim',1,3,2,0,0.8,3990,1063.666667,58.33333333,0,2799.333333,68.66666667,15000,2916.666667,17916.66667
'Simulation 178',1,3,2,0,0.85,4257,1259,76,0,2848,74,15000,3800,18800
'Simulation 179',1,3,2,0,0.85,4250,1294,33,0,2846,77,15000,1650,16650
'Simulation 180',1,3,2,0,0.85,4270,1142,38,0,3012,78,15000,1900,16900
'AveragedSim',1,3,2,0,0.85,4259,1231.666667,49,0,2902,76.33333333,15000,2450,17450
'Simulation 181',1,3,2,0,0.9,4523,1004,62,0,3380,77,15000,3100,18100
'Simulation 182',1,3,2,0,0.9,4496,1040,48,0,3337,71,15000,2400,17400
'Simulation 183',1,3,2,0,0.9,4479,1101,57,0,3234,87,15000,2850,17850
'AveragedSim',1,3,2,0,0.9,4499.333333,1048.333333,55.66666667,0,3317,78.33333333,15000,2783.333333,17783.33333
'Simulation 184',1,3,2,0,0.95,4762,1418,32,0,3231,81,15000,1600,16600
'Simulation 185',1,3,2,0,0.95,4762,1208,31,0,3440,83,15000,1550,16550
'Simulation 186',1,3,2,0,0.95,4765,1082,30,0,3567,86,15000,1500,16500
'AveragedSim',1,3,2,0,0.95,4763,1236,31,0,3412.666667,83.33333333,15000,1550,16550
'Simulation 187',1,3,2,0,1,5000,1102,59,0,3743,96,15000,2950,17950
'Simulation 188',1,3,2,0,1,5000,1355,34,0,3527,84,15000,1700,16700
'Simulation 189',1,3,2,0,1,5000,1411,20,0,3477,92,15000,1000,16000
'AveragedSim',1,3,2,0,1,5000,1289.333333,37.66666667,0,3582.333333,90.66666667,15000,1883.333333,16883.33333
'Simulation 190',1,4,2,0,0,0,0,0,0,0,0,20000,0,20000
'Simulation 191',1,4,2,0,0,0,0,0,0,0,0,20000,0,20000
'Simulation 192',1,4,2,0,0,0,0,0,0,0,0,20000,0,20000
'AveragedSim',1,4,2,0,0,0,0,0,0,0,0,20000,0,20000
'Simulation 193',1,4,2,0,0.05,225,224,1,0,0,0,20000,50,20050
'Simulation 194',1,4,2,0,0.05,271,270,1,0,0,0,20000,50,20050
'Simulation 195',1,4,2,0,0.05,253,252,0,0,0,1,20000,0,20000
'AveragedSim',1,4,2,0,0.05,249.6666667,248.6666667,0.666666667,0,0,0.333333333,20000,33.33333333,20033.33333
'Simulation 196',1,4,2,0,0.1,528,507,18,0,0,3,20000,900,20900
'Simulation 197',1,4,2,0,0.1,497,474,17,0,0,6,20000,850,20850
'Simulation 198',1,4,2,0,0.1,480,462,17,0,0,1,20000,850,20850
'AveragedSim',1,4,2,0,0.1,501.6666667,481,17.33333333,0,0,3.333333333,20000,866.6666667,20866.66667
'Simulation 199',1,4,2,0,0.15,762,672,84,0,0,6,20000,4200,24200
'Simulation 200',1,4,2,0,0.15,752,670,80,0,0,2,20000,4000,24000
'Simulation 201',1,4,2,0,0.15,763,671,88,0,0,4,20000,4400,24400
'AveragedSim',1,4,2,0,0.15,759,671,84,0,0,4,20000,4200,24200
'Simulation 202',1,4,2,0,0.2,1031,835,186,0,3,7,20000,9300,29300
'Simulation 203',1,4,2,0,0.2,971,799,160,0,4,8,20000,8000,28000
'Simulation 204',1,4,2,0,0.2,997,817,169,0,2,9,20000,8450,28450
'AveragedSim',1,4,2,0,0.2,999.6666667,817,171.6666667,0,3,8,20000,8583.333333,28583.33333
'Simulation 205',1,4,2,0,0.25,1291,979,272,0,27,13,20000,13600,33600
'Simulation 206',1,4,2,0,0.25,1287,998,265,0,13,11,20000,13250,33250
'Simulation 207',1,4,2,0,0.25,1289,976,267,0,37,9,20000,13350,33350
'AveragedSim',1,4,2,0,0.25,1289,984.3333333,268,0,25.66666667,11,20000,13400,33400
'Simulation 208',1,4,2,0,0.3,1555,1101,263,0,183,8,20000,13150,33150
'Simulation 209',1,4,2,0,0.3,1543,1114,247,0,167,15,20000,12350,32350
'Simulation 210',1,4,2,0,0.3,1522,1130,267,0,113,12,20000,13350,33350
'AveragedSim',1,4,2,0,0.3,1540,1115,259,0,154.3333333,11.66666667,20000,12950,32950
'Simulation 211',1,4,2,0,0.35,1739,1210,184,0,322,23,20000,9200,29200
'Simulation 212',1,4,2,0,0.35,1705,1154,209,0,320,22,20000,10450,30450
'Simulation 213',1,4,2,0,0.35,1777,1232,198,0,325,22,20000,9900,29900
'AveragedSim',1,4,2,0,0.35,1740.333333,1198.666667,197,0,322.3333333,22.33333333,20000,9850,29850
'Simulation 214',1,4,2,0,0.4,1995,1219,146,0,601,29,20000,7300,27300
'Simulation 215',1,4,2,0,0.4,1951,1240,176,0,514,21,20000,8800,28800
'Simulation 216',1,4,2,0,0.4,2044,1195,142,0,680,27,20000,7100,27100
'AveragedSim',1,4,2,0,0.4,1996.666667,1218,154.6666667,0,598.3333333,25.66666667,20000,7733.333333,27733.33333
'Simulation 217',1,4,2,0,0.45,2293,1425,131,0,712,25,20000,6550,26550
'Simulation 218',1,4,2,0,0.45,2253,1351,139,0,734,29,20000,6950,26950
'Simulation 219',1,4,2,0,0.45,2282,1356,115,0,779,32,20000,5750,25750
'AveragedSim',1,4,2,0,0.45,2276,1377.333333,128.3333333,0,741.6666667,28.66666667,20000,6416.666667,26416.66667
'Simulation 220',1,4,2,0,0.5,2545,1322,117,0,1076,30,20000,5850,25850
'Simulation 221',1,4,2,0,0.5,2458,1328,116,0,985,29,20000,5800,25800
'Simulation 222',1,4,2,0,0.5,2429,1349,136,0,914,30,20000,6800,26800
'AveragedSim',1,4,2,0,0.5,2477.333333,1333,123,0,991.6666667,29.66666667,20000,6150,26150
'Simulation 223',1,4,2,0,0.55,2811,1309,79,0,1377,46,20000,3950,23950
'Simulation 224',1,4,2,0,0.55,2720,1486,89,0,1095,50,20000,4450,24450
