'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost'
'Simulation 64',1,5,0,0,0.142,1439,1430,0,0,1,8,50000,0,50000
'Simulation 65',1,5,0,0,0.142,1401,1394,0,0,5,2,50000,0,50000
'Simulation 66',1,5,0,0,0.142,1416,1412,0,0,1,3,50000,0,50000
'Simulation 67',1,5,0,0,0.142,1393,1388,0,0,1,4,50000,0,50000
'Simulation 68',1,5,0,0,0.142,1423,1419,0,0,0,4,50000,0,50000
'Simulation 69',1,5,0,0,0.142,1467,1462,0,0,1,4,50000,0,50000
'Simulation 70',1,5,0,0,0.142,1442,1438,0,0,0,4,50000,0,50000
'AveragedSim',1,5.0,0.0,0.0,0.142,1429.5,1424.4,0.0,0.0,0.9,4.2,50000.0,0.0,50000.0
'Simulation 71',1,5,0,0,0.156,1488,1485,0,0,0,3,50000,0,50000
'Simulation 72',1,5,0,0,0.156,1567,1561,0,0,1,5,50000,0,50000
'Simulation 73',1,5,0,0,0.156,1539,1529,0,0,2,8,50000,0,50000
'Simulation 74',1,5,0,0,0.156,1591,1588,0,0,1,2,50000,0,50000
'Simulation 75',1,5,0,0,0.156,1530,1526,0,0,0,4,50000,0,50000
'Simulation 76',1,5,0,0,0.156,1590,1579,0,0,3,8,50000,0,50000
'Simulation 77',1,5,0,0,0.156,1528,1522,0,0,3,3,50000,0,50000
'Simulation 78',1,5,0,0,0.156,1594,1581,0,0,5,8,50000,0,50000
'Simulation 79',1,5,0,0,0.156,1547,1534,0,0,8,5,50000,0,50000
'Simulation 80',1,5,0,0,0.156,1598,1587,0,0,4,7,50000,0,50000
'AveragedSim',1,5.0,0.0,0.0,0.156,1557.2,1549.2,0.0,0.0,2.7,5.3,50000.0,0.0,50000.0
'Simulation 81',1,5,0,0,0.194,1922,1884,0,0,28,10,50000,0,50000
'Simulation 82',1,5,0,0,0.194,1927,1890,0,0,32,5,50000,0,50000
'Simulation 83',1,5,0,0,0.194,1946,1913,0,0,29,4,50000,0,50000
'Simulation 84',1,5,0,0,0.194,1910,1893,0,0,9,8,50000,0,50000
'Simulation 85',1,5,0,0,0.194,1890,1862,0,0,23,5,50000,0,50000
'Simulation 86',1,5,0,0,0.194,1917,1889,0,0,20,8,50000,0,50000
'Simulation 87',1,5,0,0,0.194,1890,1873,0,0,10,7,50000,0,50000
'Simulation 88',1,5,0,0,0.194,1985,1961,0,0,15,9,50000,0,50000
'Simulation 89',1,5,0,0,0.194,1933,1917,0,0,12,4,50000,0,50000
'Simulation 90',1,5,0,0,0.194,1944,1916,0,0,20,8,50000,0,50000
'AveragedSim',1,5.0,0.0,0.0,0.194,1926.4,1899.8,0.0,0.0,19.8,6.8,50000.0,0.0,50000.0
'Simulation 91',1,5,0,0,0.15,1455,1451,0,0,1,3,50000,0,50000
'Simulation 92',1,5,0,0,0.15,1512,1505,0,0,3,4,50000,0,50000
'Simulation 93',1,5,0,0,0.15,1492,1485,0,0,1,6,50000,0,50000
'Simulation 94',1,5,0,0,0.15,1453,1449,0,0,0,4,50000,0,50000
'Simulation 95',1,5,0,0,0.15,1507,1501,0,0,0,6,50000,0,50000
'Simulation 96',1,5,0,0,0.15,1528,1520,0,0,3,5,50000,0,50000
'Simulation 97',1,5,0,0,0.15,1460,1453,0,0,2,5,50000,0,50000
'Simulation 98',1,5,0,0,0.15,1478,1473,0,0,3,2,50000,0,50000
'Simulation 99',1,5,0,0,0.15,1457,1453,0,0,0,4,50000,0,50000
'Simulation 100',1,5,0,0,0.15,1504,1494,0,0,2,8,50000,0,50000
'AveragedSim',1,5.0,0.0,0.0,0.15,1484.6,1478.4,0.0,0.0,1.5,4.7,50000.0,0.0,50000.0
'Simulation 101',1,5,0,0,0.2,1985,1968,0,0,12,5,50000,0,50000
'Simulation 102',1,5,0,0,0.2,2001,1979,0,0,18,4,50000,0,50000
'Simulation 103',1,5,0,0,0.2,2057,2010,0,0,33,14,50000,0,50000
'Simulation 104',1,5,0,0,0.2,1947,1926,0,0,16,5,50000,0,50000
'Simulation 105',1,5,0,0,0.2,1934,1911,0,0,12,11,50000,0,50000
'Simulation 106',1,5,0,0,0.2,1918,1903,0,0,10,5,50000,0,50000
'Simulation 107',1,5,0,0,0.2,2000,1959,0,0,34,7,50000,0,50000
'Simulation 108',1,5,0,0,0.2,2034,2017,0,0,12,5,50000,0,50000
'Simulation 109',1,5,0,0,0.2,2071,2013,0,0,45,13,50000,0,50000
'Simulation 110',1,5,0,0,0.2,2039,1987,0,0,40,12,50000,0,50000
'AveragedSim',1,5.0,0.0,0.0,0.2,1998.6,1967.3,0.0,0.0,23.2,8.1,50000.0,0.0,50000.0
'Simulation 111',1,5,0,0,0.5,5014,3248,0,0,1733,33,50000,0,50000
'Simulation 112',1,5,0,0,0.5,4986,3507,0,0,1448,31,50000,0,50000
'Simulation 113',1,5,0,0,0.5,5089,3109,0,0,1945,35,50000,0,50000
'Simulation 114',1,5,0,0,0.5,4970,3199,0,0,1740,31,50000,0,50000
'Simulation 115',1,5,0,0,0.5,5036,3121,0,0,1886,29,50000,0,50000
'Simulation 116',1,5,0,0,0.5,4979,3185,0,0,1765,29,50000,0,50000
'Simulation 117',1,5,0,0,0.5,5031,3164,0,0,1843,24,50000,0,50000
'Simulation 118',1,5,0,0,0.5,5020,3025,0,0,1964,31,50000,0,50000
'Simulation 119',1,5,0,0,0.5,4942,3102,0,0,1811,29,50000,0,50000
'Simulation 120',1,5,0,0,0.5,5022,3215,0,0,1779,28,50000,0,50000
'AveragedSim',1,5.0,0.0,0.0,0.5,5008.9,3187.5,0.0,0.0,1791.4,30.0,50000.0,0.0,50000.0
'Simulation 121',2,3,0,0,0.142,1429,792,0,0,624,13,30000,0,30000
'Simulation 122',2,3,0,0,0.142,1462,767,0,0,682,13,30000,0,30000
'Simulation 123',2,3,0,0,0.142,1432,709,0,0,704,19,30000,0,30000
'Simulation 124',2,3,0,0,0.142,1452,777,0,0,662,13,30000,0,30000
'Simulation 125',2,3,0,0,0.142,1410,721,0,0,677,12,30000,0,30000
'Simulation 126',2,3,0,0,0.142,1400,812,0,0,574,14,30000,0,30000
'Simulation 127',2,3,0,0,0.142,1419,882,0,0,516,21,30000,0,30000
'Simulation 128',2,3,0,0,0.142,1447,786,0,0,645,16,30000,0,30000
'Simulation 129',2,3,0,0,0.142,1395,792,0,0,596,7,30000,0,30000
'Simulation 130',2,3,0,0,0.142,1381,713,0,0,658,10,30000,0,30000
'AveragedSim',2,3.0,0.0,0.0,0.142,1422.7,775.1,0.0,0.0,633.8,13.8,30000.0,0.0,30000.0
'Simulation 131',2,3,0,0,0.156,1547,740,0,0,788,19,30000,0,30000
'Simulation 132',2,3,0,0,0.156,1527,728,0,0,789,10,30000,0,30000
'Simulation 133',2,3,0,0,0.156,1573,810,0,0,742,21,30000,0,30000
'Simulation 134',2,3,0,0,0.156,1537,653,0,0,868,16,30000,0,30000
'Simulation 135',2,3,0,0,0.156,1596,671,0,0,909,16,30000,0,30000
'Simulation 136',2,3,0,0,0.156,1527,687,0,0,825,15,30000,0,30000
'Simulation 137',2,3,0,0,0.156,1510,684,0,0,808,18,30000,0,30000
'Simulation 138',2,3,0,0,0.156,1548,625,0,0,908,15,30000,0,30000
'Simulation 139',2,3,0,0,0.156,1585,680,0,0,881,24,30000,0,30000
'Simulation 140',2,3,0,0,0.156,1525,741,0,0,771,13,30000,0,30000
'AveragedSim',2,3.0,0.0,0.0,0.156,1547.5,701.9,0.0,0.0,828.9,16.7,30000.0,0.0,30000.0
'Simulation 141',2,3,0,0,0.194,1865,528,0,0,1311,26,30000,0,30000
'Simulation 142',2,3,0,0,0.194,1893,545,0,0,1330,18,30000,0,30000
'Simulation 143',2,3,0,0,0.194,1918,558,0,0,1336,24,30000,0,30000
'Simulation 144',2,3,0,0,0.194,1924,580,0,0,1322,22,30000,0,30000
'Simulation 145',2,3,0,0,0.194,1967,565,0,0,1387,15,30000,0,30000
'Simulation 146',2,3,0,0,0.194,1949,545,0,0,1382,22,30000,0,30000
'Simulation 147',2,3,0,0,0.194,1974,536,0,0,1408,30,30000,0,30000
'Simulation 148',2,3,0,0,0.194,1932,567,0,0,1344,21,30000,0,30000
'Simulation 149',2,3,0,0,0.194,1959,547,0,0,1390,22,30000,0,30000
'Simulation 150',2,3,0,0,0.194,1981,578,0,0,1380,23,30000,0,30000
'AveragedSim',2,3.0,0.0,0.0,0.194,1936.2,554.9,0.0,0.0,1359.0,22.3,30000.0,0.0,30000.0
'Simulation 151',2,3,0,0,0.15,1419,701,0,0,705,13,30000,0,30000
'Simulation 152',2,3,0,0,0.15,1488,708,0,0,762,18,30000,0,30000
'Simulation 153',2,3,0,0,0.15,1504,722,0,0,767,15,30000,0,30000
'Simulation 154',2,3,0,0,0.15,1507,699,0,0,798,10,30000,0,30000
'Simulation 155',2,3,0,0,0.15,1499,711,0,0,766,22,30000,0,30000
'Simulation 156',2,3,0,0,0.15,1508,718,0,0,775,15,30000,0,30000
'Simulation 157',2,3,0,0,0.15,1468,717,0,0,734,17,30000,0,30000
'Simulation 158',2,3,0,0,0.15,1518,729,0,0,765,24,30000,0,30000
'Simulation 159',2,3,0,0,0.15,1502,773,0,0,711,18,30000,0,30000
'Simulation 160',2,3,0,0,0.15,1499,711,0,0,772,16,30000,0,30000
'AveragedSim',2,3.0,0.0,0.0,0.15,1491.2,718.9,0.0,0.0,755.5,16.8,30000.0,0.0,30000.0
'Simulation 161',2,3,0,0,0.2,1978,576,0,0,1378,24,30000,0,30000
'Simulation 162',2,3,0,0,0.2,2039,531,0,0,1488,20,30000,0,30000
'Simulation 163',2,3,0,0,0.2,2050,467,0,0,1566,17,30000,0,30000
'Simulation 164',2,3,0,0,0.2,2033,482,0,0,1524,27,30000,0,30000
'Simulation 165',2,3,0,0,0.2,2011,477,0,0,1510,24,30000,0,30000
'Simulation 166',2,3,0,0,0.2,1905,501,0,0,1379,25,30000,0,30000
'Simulation 167',2,3,0,0,0.2,2020,608,0,0,1397,15,30000,0,30000
'Simulation 168',2,3,0,0,0.2,2002,499,0,0,1484,19,30000,0,30000
'Simulation 169',2,3,0,0,0.2,1943,528,0,0,1398,17,30000,0,30000
'Simulation 170',2,3,0,0,0.2,2001,496,0,0,1482,23,30000,0,30000
'AveragedSim',2,3.0,0.0,0.0,0.2,1998.2,516.5,0.0,0.0,1460.6,21.1,30000.0,0.0,30000.0
'Simulation 171',2,3,0,0,0.5,4983,260,0,0,4671,52,30000,0,30000
'Simulation 172',2,3,0,0,0.5,4983,228,0,0,4702,53,30000,0,30000
'Simulation 173',2,3,0,0,0.5,5040,270,0,0,4713,57,30000,0,30000
'Simulation 174',2,3,0,0,0.5,5042,243,0,0,4751,48,30000,0,30000
'Simulation 175',2,3,0,0,0.5,4974,248,0,0,4666,60,30000,0,30000
'Simulation 176',2,3,0,0,0.5,4976,222,0,0,4697,57,30000,0,30000
'Simulation 177',2,3,0,0,0.5,5011,217,0,0,4736,58,30000,0,30000
'Simulation 178',2,3,0,0,0.5,5034,229,0,0,4754,51,30000,0,30000
'Simulation 179',2,3,0,0,0.5,4920,191,0,0,4666,63,30000,0,30000
'Simulation 180',2,3,0,0,0.5,5078,222,0,0,4803,53,30000,0,30000
'AveragedSim',2,3.0,0.0,0.0,0.5,5004.1,233.0,0.0,0.0,4715.9,55.2,30000.0,0.0,30000.0
'Simulation 181',2,5,0,0,0.142,1399,1393,0,0,2,4,50000,0,50000
'Simulation 182',2,5,0,0,0.142,1437,1430,0,0,0,7,50000,0,50000
'Simulation 183',2,5,0,0,0.142,1489,1471,0,0,9,9,50000,0,50000
'Simulation 184',2,5,0,0,0.142,1392,1385,0,0,0,7,50000,0,50000
'Simulation 185',2,5,0,0,0.142,1390,1384,0,0,0,6,50000,0,50000
'Simulation 186',2,5,0,0,0.142,1493,1485,0,0,4,4,50000,0,50000
'Simulation 187',2,5,0,0,0.142,1366,1363,0,0,1,2,50000,0,50000
'Simulation 188',2,5,0,0,0.142,1390,1380,0,0,2,8,50000,0,50000
'Simulation 189',2,5,0,0,0.142,1416,1411,0,0,0,5,50000,0,50000
'Simulation 190',2,5,0,0,0.142,1415,1407,0,0,1,7,50000,0,50000
'AveragedSim',2,5.0,0.0,0.0,0.142,1418.7,1410.9,0.0,0.0,1.9,5.9,50000.0,0.0,50000.0
'Simulation 191',2,5,0,0,0.156,1503,1485,0,0,11,7,50000,0,50000
'Simulation 192',2,5,0,0,0.156,1553,1520,0,0,26,7,50000,0,50000
'Simulation 193',2,5,0,0,0.156,1591,1570,0,0,13,8,50000,0,50000
'Simulation 194',2,5,0,0,0.156,1531,1523,0,0,6,2,50000,0,50000
'Simulation 195',2,5,0,0,0.156,1546,1527,0,0,10,9,50000,0,50000
'Simulation 196',2,5,0,0,0.156,1611,1575,0,0,16,20,50000,0,50000
'Simulation 197',2,5,0,0,0.156,1573,1528,0,0,39,6,50000,0,50000
'Simulation 198',2,5,0,0,0.156,1573,1555,0,0,15,3,50000,0,50000
'Simulation 199',2,5,0,0,0.156,1505,1477,0,0,23,5,50000,0,50000
'Simulation 200',2,5,0,0,0.156,1551,1517,0,0,23,11,50000,0,50000
'AveragedSim',2,5.0,0.0,0.0,0.156,1553.7,1527.7,0.0,0.0,18.2,7.8,50000.0,0.0,50000.0
'Simulation 201',2,5,0,0,0.194,1938,1533,0,0,386,19,50000,0,50000
'Simulation 202',2,5,0,0,0.194,1940,1427,0,0,493,20,50000,0,50000
'Simulation 203',2,5,0,0,0.194,1904,1591,0,0,293,20,50000,0,50000
'Simulation 204',2,5,0,0,0.194,1970,1465,0,0,488,17,50000,0,50000
'Simulation 205',2,5,0,0,0.194,1911,1698,0,0,189,24,50000,0,50000
'Simulation 206',2,5,0,0,0.194,1924,1641,0,0,258,25,50000,0,50000
'Simulation 207',2,5,0,0,0.194,1913,1482,0,0,417,14,50000,0,50000
'Simulation 208',2,5,0,0,0.194,1987,1403,0,0,557,27,50000,0,50000
'Simulation 209',2,5,0,0,0.194,1956,1478,0,0,471,7,50000,0,50000
'Simulation 210',2,5,0,0,0.194,1918,1496,0,0,406,16,50000,0,50000
'AveragedSim',2,5.0,0.0,0.0,0.194,1936.1,1521.4,0.0,0.0,395.8,18.9,50000.0,0.0,50000.0
'Simulation 211',2,5,0,0,0.15,1488,1470,0,0,16,2,50000,0,50000
'Simulation 212',2,5,0,0,0.15,1521,1511,0,0,4,6,50000,0,50000
'Simulation 213',2,5,0,0,0.15,1485,1472,0,0,6,7,50000,0,50000
'Simulation 214',2,5,0,0,0.15,1530,1515,0,0,12,3,50000,0,50000
'Simulation 215',2,5,0,0,0.15,1529,1510,0,0,17,2,50000,0,50000
'Simulation 216',2,5,0,0,0.15,1513,1488,0,0,21,4,50000,0,50000
'Simulation 217',2,5,0,0,0.15,1510,1505,0,0,1,4,50000,0,50000
'Simulation 218',2,5,0,0,0.15,1550,1491,0,0,53,6,50000,0,50000
'Simulation 219',2,5,0,0,0.15,1500,1495,0,0,4,1,50000,0,50000
'Simulation 220',2,5,0,0,0.15,1511,1505,0,0,0,6,50000,0,50000
'AveragedSim',2,5.0,0.0,0.0,0.15,1513.7,1496.2,0.0,0.0,13.4,4.1,50000.0,0.0,50000.0
'Simulation 221',2,5,0,0,0.2,1984,1470,0,0,495,19,50000,0,50000
'Simulation 222',2,5,0,0,0.2,1981,1473,0,0,481,27,50000,0,50000
'Simulation 223',2,5,0,0,0.2,1976,1519,0,0,441,16,50000,0,50000
'Simulation 224',2,5,0,0,0.2,1948,1390,0,0,546,12,50000,0,50000
'Simulation 225',2,5,0,0,0.2,1925,1491,0,0,422,12,50000,0,50000
'Simulation 226',2,5,0,0,0.2,1997,1382,0,0,604,11,50000,0,50000
'Simulation 227',2,5,0,0,0.2,1978,1509,0,0,458,11,50000,0,50000
'Simulation 228',2,5,0,0,0.2,2047,1360,0,0,663,24,50000,0,50000
'Simulation 229',2,5,0,0,0.2,2007,1591,0,0,393,23,50000,0,50000
'Simulation 230',2,5,0,0,0.2,2043,1329,0,0,691,23,50000,0,50000
'AveragedSim',2,5.0,0.0,0.0,0.2,1988.6,1451.4,0.0,0.0,519.4,17.8,50000.0,0.0,50000.0
'Simulation 231',2,5,0,0,0.5,5004,481,0,0,4471,52,50000,0,50000
'Simulation 232',2,5,0,0,0.5,5083,522,0,0,4507,54,50000,0,50000
'Simulation 233',2,5,0,0,0.5,5007,559,0,0,4397,51,50000,0,50000
'Simulation 234',2,5,0,0,0.5,5067,520,0,0,4487,60,50000,0,50000
'Simulation 235',2,5,0,0,0.5,4982,554,0,0,4385,43,50000,0,50000
'Simulation 236',2,5,0,0,0.5,4942,567,0,0,4317,58,50000,0,50000
'Simulation 237',2,5,0,0,0.5,4968,590,0,0,4320,58,50000,0,50000
'Simulation 238',2,5,0,0,0.5,5011,548,0,0,4408,55,50000,0,50000
'Simulation 239',2,5,0,0,0.5,5065,556,0,0,4461,48,50000,0,50000
'Simulation 240',2,5,0,0,0.5,5085,600,0,0,4438,47,50000,0,50000
'AveragedSim',2,5.0,0.0,0.0,0.5,5021.4,549.7,0.0,0.0,4419.1,52.6,50000.0,0.0,50000.0
'Simulation 241',3,3,0,0,0.142,1396,763,0,0,616,17,30000,0,30000
'Simulation 242',3,3,0,0,0.142,1470,734,0,0,722,14,30000,0,30000
'Simulation 243',3,3,0,0,0.142,1420,751,0,0,658,11,30000,0,30000
'Simulation 244',3,3,0,0,0.142,1425,676,0,0,732,17,30000,0,30000
'Simulation 245',3,3,0,0,0.142,1387,731,0,0,644,12,30000,0,30000
'Simulation 246',3,3,0,0,0.142,1366,765,0,0,594,7,30000,0,30000
'Simulation 247',3,3,0,0,0.142,1455,706,0,0,735,14,30000,0,30000
'Simulation 248',3,3,0,0,0.142,1439,701,0,0,725,13,30000,0,30000
'Simulation 249',3,3,0,0,0.142,1420,723,0,0,688,9,30000,0,30000
'Simulation 250',3,3,0,0,0.142,1418,753,0,0,656,9,30000,0,30000
'AveragedSim',3,3.0,0.0,0.0,0.142,1419.6,730.3,0.0,0.0,677.0,12.3,30000.0,0.0,30000.0
'Simulation 251',3,3,0,0,0.156,1522,671,0,0,831,20,30000,0,30000
'Simulation 252',3,3,0,0,0.156,1606,649,0,0,938,19,30000,0,30000
'Simulation 253',3,3,0,0,0.156,1571,692,0,0,863,16,30000,0,30000
'Simulation 254',3,3,0,0,0.156,1590,611,0,0,960,19,30000,0,30000
'Simulation 255',3,3,0,0,0.156,1525,726,0,0,785,14,30000,0,30000
'Simulation 256',3,3,0,0,0.156,1567,675,0,0,874,18,30000,0,30000
'Simulation 257',3,3,0,0,0.156,1505,735,0,0,749,21,30000,0,30000
'Simulation 258',3,3,0,0,0.156,1577,644,0,0,921,12,30000,0,30000
'Simulation 259',3,3,0,0,0.156,1554,700,0,0,837,17,30000,0,30000
'Simulation 260',3,3,0,0,0.156,1604,606,0,0,985,13,30000,0,30000
'AveragedSim',3,3.0,0.0,0.0,0.156,1562.1,670.9,0.0,0.0,874.3,16.9,30000.0,0.0,30000.0
'Simulation 261',3,3,0,0,0.194,2016,462,0,0,1533,21,30000,0,30000
'Simulation 262',3,3,0,0,0.194,1947,516,0,0,1401,30,30000,0,30000
'Simulation 263',3,3,0,0,0.194,1936,514,0,0,1401,21,30000,0,30000
'Simulation 264',3,3,0,0,0.194,1963,542,0,0,1404,17,30000,0,30000
'Simulation 265',3,3,0,0,0.194,1927,494,0,0,1419,14,30000,0,30000
'Simulation 266',3,3,0,0,0.194,1926,537,0,0,1369,20,30000,0,30000
'Simulation 267',3,3,0,0,0.194,1927,507,0,0,1412,8,30000,0,30000
'Simulation 268',3,3,0,0,0.194,1987,505,0,0,1467,15,30000,0,30000
'Simulation 269',3,3,0,0,0.194,1972,505,0,0,1449,18,30000,0,30000
'Simulation 270',3,3,0,0,0.194,1941,424,0,0,1496,21,30000,0,30000
'AveragedSim',3,3.0,0.0,0.0,0.194,1954.2,500.6,0.0,0.0,1435.1,18.5,30000.0,0.0,30000.0
'Simulation 271',3,3,0,0,0.15,1522,683,0,0,819,20,30000,0,30000
'Simulation 272',3,3,0,0,0.15,1425,736,0,0,673,16,30000,0,30000
'Simulation 273',3,3,0,0,0.15,1511,701,0,0,799,11,30000,0,30000
'Simulation 274',3,3,0,0,0.15,1477,710,0,0,756,11,30000,0,30000
'Simulation 275',3,3,0,0,0.15,1494,702,0,0,777,15,30000,0,30000
'Simulation 276',3,3,0,0,0.15,1521,702,0,0,801,18,30000,0,30000
'Simulation 277',3,3,0,0,0.15,1486,744,0,0,722,20,30000,0,30000
'Simulation 278',3,3,0,0,0.15,1478,628,0,0,836,14,30000,0,30000
'Simulation 279',3,3,0,0,0.15,1504,713,0,0,779,12,30000,0,30000
'Simulation 280',3,3,0,0,0.15,1531,654,0,0,864,13,30000,0,30000
'AveragedSim',3,3.0,0.0,0.0,0.15,1494.9,697.3,0.0,0.0,782.6,15.0,30000.0,0.0,30000.0
'Simulation 281',3,3,0,0,0.2,2026,403,0,0,1603,20,30000,0,30000
'Simulation 282',3,3,0,0,0.2,1885,574,0,0,1293,18,30000,0,30000
'Simulation 283',3,3,0,0,0.2,1994,485,0,0,1491,18,30000,0,30000
'Simulation 284',3,3,0,0,0.2,2017,489,0,0,1505,23,30000,0,30000
