'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 22',1,3,2,0,0.8,3993,133,94,0,227,3669,97,15000,60600,75600
'Simulation 23',1,3,2,0,0.8,4067,105,78,0,183,3793,91,15000,61050,76050
'Simulation 24',1,3,2,0,0.8,3945,137,85,0,222,3637,86,15000,58600,73600
'Simulation 25',1,3,2,0,0.8,4019,108,86,0,194,3735,90,15000,60250,75250
'AveragedSim',1,3.0,2.0,0.0,0.8,4000.92,120.92,79.0,0.0,199.92,3712.52,88.48,15000.0,59416.0,74416.0
'Simulation 26',1,3,2,0,0.85,4241,111,68,0,179,3973,89,15000,61100,76100
'Simulation 27',1,3,2,0,0.85,4274,111,83,0,194,3986,94,15000,61750,76750
'Simulation 28',1,3,2,0,0.85,4245,100,67,0,167,3982,96,15000,61350,76350
'Simulation 29',1,3,2,0,0.85,4226,119,77,0,196,3938,92,15000,62200,77200
'Simulation 30',1,3,2,0,0.85,4244,125,88,0,213,3943,88,15000,63350,78350
'Simulation 31',1,3,2,0,0.85,4229,110,66,0,176,3960,93,15000,60950,75950
'Simulation 32',1,3,2,0,0.85,4203,122,79,0,201,3923,79,15000,60500,75500
'Simulation 33',1,3,2,0,0.85,4233,108,73,0,181,3965,87,15000,62650,77650
'Simulation 34',1,3,2,0,0.85,4320,106,97,0,203,4024,93,15000,60500,75500
'Simulation 35',1,3,2,0,0.85,4233,124,74,0,198,3950,85,15000,60750,75750
'Simulation 36',1,3,2,0,0.85,4257,124,97,0,221,3944,92,15000,62100,77100
'Simulation 37',1,3,2,0,0.85,4230,121,74,0,195,3943,92,15000,59050,74050
'Simulation 38',1,3,2,0,0.85,4286,107,84,0,191,3999,96,15000,61950,76950
'Simulation 39',1,3,2,0,0.85,4233,99,74,0,173,3973,87,15000,60100,75100
'Simulation 40',1,3,2,0,0.85,4251,133,88,0,221,3937,93,15000,62500,77500
'Simulation 41',1,3,2,0,0.85,4203,122,79,0,201,3923,79,15000,60500,75500
'Simulation 42',1,3,2,0,0.85,4235,128,70,0,198,3941,96,15000,61850,76850
'Simulation 43',1,3,2,0,0.85,4249,98,73,0,171,3991,87,15000,61350,76350
'Simulation 44',1,3,2,0,0.85,4264,89,45,0,134,4038,92,15000,60800,75800
'Simulation 45',1,3,2,0,0.85,4229,110,77,0,187,3951,91,15000,61550,76550
'Simulation 46',1,3,2,0,0.85,4283,100,77,0,177,4013,93,15000,62100,77100
'Simulation 47',1,3,2,0,0.85,4214,115,70,0,185,3942,87,15000,61600,76600
'Simulation 48',1,3,2,0,0.85,4244,102,69,0,171,3981,92,15000,60350,75350
'Simulation 49',1,3,2,0,0.85,4204,145,72,0,217,3897,90,15000,60700,75700
'Simulation 50',1,3,2,0,0.85,4249,129,72,0,201,3958,90,15000,61100,76100
'AveragedSim',1,3.0,2.0,0.0,0.85,4243.16,114.32,75.72,0.0,190.04,3963.0,90.12,15000.0,61308.0,76308.0
'Simulation 51',1,3,2,0,0.9,4507,99,69,0,168,4243,96,15000,62500,77500
'Simulation 52',1,3,2,0,0.9,4512,92,65,0,157,4264,91,15000,61750,76750
'Simulation 53',1,3,2,0,0.9,4527,87,68,0,155,4274,98,15000,64000,79000
'Simulation 54',1,3,2,0,0.9,4499,106,63,0,169,4238,92,15000,63450,78450
'Simulation 55',1,3,2,0,0.9,4470,129,77,0,206,4169,95,15000,62150,77150
'Simulation 56',1,3,2,0,0.9,4500,110,70,0,180,4220,100,15000,62150,77150
'Simulation 57',1,3,2,0,0.9,4470,125,86,0,211,4167,92,15000,63050,78050
'Simulation 58',1,3,2,0,0.9,4521,92,66,0,158,4263,100,15000,63400,78400
'Simulation 59',1,3,2,0,0.9,4482,103,68,0,171,4213,98,15000,61950,76950
'Simulation 60',1,3,2,0,0.9,4481,112,78,0,190,4197,94,15000,63300,78300
'Simulation 61',1,3,2,0,0.9,4459,125,63,0,188,4172,99,15000,61150,76150
'Simulation 62',1,3,2,0,0.9,4513,103,54,0,157,4264,92,15000,62450,77450
'Simulation 63',1,3,2,0,0.9,4458,119,74,0,193,4161,104,15000,62800,77800
'Simulation 64',1,3,2,0,0.9,4473,122,60,0,182,4191,100,15000,61200,76200
'Simulation 65',1,3,2,0,0.9,4513,86,63,0,149,4267,97,15000,63150,78150
'Simulation 66',1,3,2,0,0.9,4523,118,77,0,195,4227,101,15000,62350,77350
'Simulation 67',1,3,2,0,0.9,4461,114,88,0,202,4157,102,15000,63950,78950
'Simulation 68',1,3,2,0,0.9,4498,114,86,0,200,4198,100,15000,63300,78300
'Simulation 69',1,3,2,0,0.9,4517,90,69,0,159,4261,97,15000,62900,77900
'Simulation 70',1,3,2,0,0.9,4514,115,72,0,187,4226,101,15000,63600,78600
'Simulation 71',1,3,2,0,0.9,4513,86,63,0,149,4267,97,15000,63150,78150
'Simulation 72',1,3,2,0,0.9,4506,109,84,0,193,4213,100,15000,64700,79700
'Simulation 73',1,3,2,0,0.9,4514,96,62,0,158,4258,98,15000,62350,77350
'Simulation 74',1,3,2,0,0.9,4519,138,70,0,208,4214,97,15000,63650,78650
'Simulation 75',1,3,2,0,0.9,4495,104,75,0,179,4222,94,15000,62900,77900
'AveragedSim',1,3.0,2.0,0.0,0.9,4497.8,107.76,70.8,0.0,178.56,4221.84,97.4,15000.0,62852.0,77852.0
'Simulation 76',1,3,2,0,0.95,4755,131,90,0,221,4433,101,15000,64200,79200
'Simulation 77',1,3,2,0,0.95,4755,111,70,0,181,4474,100,15000,65100,80100
'Simulation 78',1,3,2,0,0.95,4754,90,85,0,175,4477,102,15000,65150,80150
'Simulation 79',1,3,2,0,0.95,4742,124,73,0,197,4440,105,15000,65450,80450
'Simulation 80',1,3,2,0,0.95,4744,98,68,0,166,4471,107,15000,63300,78300
'Simulation 81',1,3,2,0,0.95,4752,131,89,0,220,4430,102,15000,63700,78700
'Simulation 82',1,3,2,0,0.95,4741,112,66,0,178,4458,105,15000,65100,80100
'Simulation 83',1,3,2,0,0.95,4754,114,52,0,166,4485,103,15000,62800,77800
'Simulation 84',1,3,2,0,0.95,4756,121,75,0,196,4452,108,15000,66650,81650
'Simulation 85',1,3,2,0,0.95,4754,100,75,0,175,4474,105,15000,64700,79700
'Simulation 86',1,3,2,0,0.95,4770,107,69,0,176,4490,104,15000,64250,79250
'Simulation 87',1,3,2,0,0.95,4768,117,72,0,189,4471,108,15000,64650,79650
'Simulation 88',1,3,2,0,0.95,4715,110,75,0,185,4432,98,15000,64000,79000
'Simulation 89',1,3,2,0,0.95,4750,88,76,0,164,4483,103,15000,63850,78850
'Simulation 90',1,3,2,0,0.95,4774,86,64,0,150,4522,102,15000,64400,79400
'Simulation 91',1,3,2,0,0.95,4762,109,76,0,185,4472,105,15000,63800,78800
'Simulation 92',1,3,2,0,0.95,4756,126,59,0,185,4467,104,15000,65400,80400
'Simulation 93',1,3,2,0,0.95,4748,112,80,0,192,4453,103,15000,64800,79800
'Simulation 94',1,3,2,0,0.95,4741,112,66,0,178,4458,105,15000,65100,80100
'Simulation 95',1,3,2,0,0.95,4742,104,75,0,179,4461,102,15000,62450,77450
'Simulation 96',1,3,2,0,0.95,4751,121,77,0,198,4450,103,15000,65400,80400
'Simulation 97',1,3,2,0,0.95,4757,116,76,0,192,4461,104,15000,65200,80200
'Simulation 98',1,3,2,0,0.95,4738,88,46,0,134,4503,101,15000,64600,79600
'Simulation 99',1,3,2,0,0.95,4773,106,64,0,170,4502,101,15000,64050,79050
'Simulation 100',1,3,2,0,0.95,4764,108,73,0,181,4474,109,15000,63800,78800
'AveragedSim',1,3.0,2.0,0.0,0.95,4752.64,109.68,71.64,0.0,181.32,4467.72,103.6,15000.0,64476.0,79476.0
'Simulation 101',1,3,2,0,1.0,5000,92,67,0,159,4729,112,15000,65650,80650
'Simulation 102',1,3,2,0,1.0,5000,99,83,0,182,4709,109,15000,66850,81850
'Simulation 103',1,3,2,0,1.0,5000,89,67,0,156,4732,112,15000,65050,80050
'Simulation 104',1,3,2,0,1.0,5000,92,68,0,160,4728,112,15000,65400,80400
'Simulation 105',1,3,2,0,1.0,5000,107,54,0,161,4734,105,15000,66450,81450
'Simulation 106',1,3,2,0,1.0,5000,92,68,0,160,4731,109,15000,68150,83150
'Simulation 107',1,3,2,0,1.0,5000,120,59,0,179,4715,106,15000,66050,81050
'Simulation 108',1,3,2,0,1.0,5000,90,51,0,141,4748,111,15000,64600,79600
'Simulation 109',1,3,2,0,1.0,5000,95,76,0,171,4717,112,15000,65700,80700
'Simulation 110',1,3,2,0,1.0,5000,96,69,0,165,4724,111,15000,66100,81100
'Simulation 111',1,3,2,0,1.0,5000,93,80,0,173,4720,107,15000,66900,81900
'Simulation 112',1,3,2,0,1.0,5000,97,68,0,165,4726,109,15000,68150,83150
'Simulation 113',1,3,2,0,1.0,5000,105,64,0,169,4721,110,15000,63200,78200
'Simulation 114',1,3,2,0,1.0,5000,107,66,0,173,4718,109,15000,68500,83500
'Simulation 115',1,3,2,0,1.0,5000,108,73,0,181,4708,111,15000,66550,81550
'Simulation 116',1,3,2,0,1.0,5000,105,63,0,168,4724,108,15000,67150,82150
'Simulation 117',1,3,2,0,1.0,5000,90,74,0,164,4727,109,15000,65550,80550
'Simulation 118',1,3,2,0,1.0,5000,93,66,0,159,4732,109,15000,68050,83050
'Simulation 119',1,3,2,0,1.0,5000,106,64,0,170,4723,107,15000,66200,81200
'Simulation 120',1,3,2,0,1.0,5000,116,56,0,172,4724,104,15000,64400,79400
'Simulation 121',1,3,2,0,1.0,5000,107,53,0,160,4734,106,15000,66850,81850
'Simulation 122',1,3,2,0,1.0,5000,107,72,0,179,4713,108,15000,65600,80600
'Simulation 123',1,3,2,0,1.0,5000,93,73,0,166,4723,111,15000,65700,80700
'Simulation 124',1,3,2,0,1.0,5000,95,69,0,164,4728,108,15000,67750,82750
'Simulation 125',1,3,2,0,1.0,5000,87,77,0,164,4729,107,15000,66650,81650
'AveragedSim',1,3.0,2.0,0.0,1.0,5000.0,99.24,67.2,0.0,166.44,4724.68,108.88,15000.0,66288.0,81288.0
