'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 39',1,4,1,0,0.1,452,438,9,0,447,0,5,20000,450,20450
'Simulation 40',1,4,1,0,0.1,518,493,21,0,514,0,4,20000,1050,21050
'Simulation 41',1,4,1,0,0.1,531,513,17,0,530,0,1,20000,850,20850
'Simulation 42',1,4,1,0,0.1,509,492,15,0,507,0,2,20000,750,20750
'Simulation 43',1,4,1,0,0.1,485,467,14,0,481,0,4,20000,750,20750
'Simulation 44',1,4,1,0,0.1,515,495,16,0,511,0,4,20000,850,20850
'Simulation 45',1,4,1,0,0.1,534,518,12,0,530,0,4,20000,600,20600
'Simulation 46',1,4,1,0,0.1,477,464,8,0,472,0,5,20000,400,20400
'Simulation 47',1,4,1,0,0.1,519,507,11,0,518,0,1,20000,550,20550
'Simulation 48',1,4,1,0,0.1,509,492,15,0,507,0,2,20000,750,20750
'Simulation 49',1,4,1,0,0.1,499,485,11,0,496,0,3,20000,600,20600
'Simulation 50',1,4,1,0,0.1,491,476,13,0,489,0,2,20000,650,20650
'AveragedSim',1,4.0,1.0,0.0,0.1,495.04,480.8,11.36,0.0,492.16,0.0,2.88,20000.0,574.0,20574.0
'Simulation 51',1,4,1,0,0.15,734,648,72,0,720,1,13,20000,3650,23650
'Simulation 52',1,4,1,0,0.15,760,610,101,0,711,44,5,20000,5550,25550
'Simulation 53',1,4,1,0,0.15,762,626,113,0,739,12,11,20000,5800,25800
'Simulation 54',1,4,1,0,0.15,746,635,93,0,728,10,8,20000,4800,24800
'Simulation 55',1,4,1,0,0.15,762,638,97,0,735,19,8,20000,5100,25100
'Simulation 56',1,4,1,0,0.15,774,678,88,0,766,1,7,20000,4450,24450
'Simulation 57',1,4,1,0,0.15,707,639,62,0,701,0,6,20000,3150,23150
'Simulation 58',1,4,1,0,0.15,728,624,85,0,709,9,10,20000,4400,24400
'Simulation 59',1,4,1,0,0.15,731,650,74,0,724,6,1,20000,3700,23700
'Simulation 60',1,4,1,0,0.15,725,651,70,0,721,0,4,20000,3550,23550
'Simulation 61',1,4,1,0,0.15,760,674,79,0,753,1,6,20000,4000,24000
'Simulation 62',1,4,1,0,0.15,799,677,113,0,790,2,7,20000,5650,25650
'Simulation 63',1,4,1,0,0.15,752,661,86,0,747,2,3,20000,4350,24350
'Simulation 64',1,4,1,0,0.15,761,658,88,0,746,2,13,20000,4550,24550
'Simulation 65',1,4,1,0,0.15,780,687,91,0,778,0,2,20000,4550,24550
'Simulation 66',1,4,1,0,0.15,778,622,121,0,743,28,7,20000,6200,26200
'Simulation 67',1,4,1,0,0.15,803,662,113,0,775,13,15,20000,5850,25850
'Simulation 68',1,4,1,0,0.15,789,686,96,0,782,0,7,20000,4850,24850
'Simulation 69',1,4,1,0,0.15,709,647,53,0,700,0,9,20000,2700,22700
'Simulation 70',1,4,1,0,0.15,740,670,67,0,737,1,2,20000,3350,23350
'Simulation 71',1,4,1,0,0.15,743,659,73,0,732,8,3,20000,3750,23750
'Simulation 72',1,4,1,0,0.15,720,632,80,0,712,2,6,20000,4000,24000
'Simulation 73',1,4,1,0,0.15,729,637,84,0,721,2,6,20000,4250,24250
'Simulation 74',1,4,1,0,0.15,734,648,72,0,720,1,13,20000,3650,23650
'Simulation 75',1,4,1,0,0.15,738,640,95,0,735,3,0,20000,4800,24800
'AveragedSim',1,4.0,1.0,0.0,0.15,750.56,650.36,86.64,0.0,737.0,6.68,6.88,20000.0,4426.0,24426.0
'Simulation 76',1,4,1,0,0.2,1023,532,135,0,667,332,24,20000,10100,30100
'Simulation 77',1,4,1,0,0.2,1002,595,137,0,732,256,14,20000,9600,29600
'Simulation 78',1,4,1,0,0.2,974,656,149,0,805,156,13,20000,9000,29000
'Simulation 79',1,4,1,0,0.2,1048,548,131,0,679,349,20,20000,10600,30600
'Simulation 80',1,4,1,0,0.2,1031,640,153,0,793,211,27,20000,10150,30150
'Simulation 81',1,4,1,0,0.2,988,607,120,0,727,250,11,20000,8950,28950
'Simulation 82',1,4,1,0,0.2,1043,603,155,0,758,257,28,20000,10300,30300
'Simulation 83',1,4,1,0,0.2,1003,548,130,0,678,308,17,20000,9550,29550
'Simulation 84',1,4,1,0,0.2,967,636,142,0,778,175,14,20000,8800,28800
'Simulation 85',1,4,1,0,0.2,948,643,157,0,800,127,21,20000,9150,29150
'Simulation 86',1,4,1,0,0.2,1072,543,117,0,660,398,14,20000,10100,30100
'Simulation 87',1,4,1,0,0.2,992,588,135,0,723,248,21,20000,9450,29450
'Simulation 88',1,4,1,0,0.2,989,559,143,0,702,264,23,20000,9950,29950
'Simulation 89',1,4,1,0,0.2,1019,598,114,0,712,285,22,20000,9400,29400
'Simulation 90',1,4,1,0,0.2,1009,592,134,0,726,262,21,20000,9450,29450
'Simulation 91',1,4,1,0,0.2,1015,573,131,0,704,289,22,20000,9850,29850
'Simulation 92',1,4,1,0,0.2,994,595,136,0,731,242,21,20000,9450,29450
'Simulation 93',1,4,1,0,0.2,996,621,132,0,753,225,18,20000,9250,29250
'Simulation 94',1,4,1,0,0.2,1041,541,133,0,674,353,14,20000,10450,30450
'Simulation 95',1,4,1,0,0.2,994,572,132,0,704,263,27,20000,9350,29350
'Simulation 96',1,4,1,0,0.2,960,559,137,0,696,243,21,20000,9450,29450
'Simulation 97',1,4,1,0,0.2,1079,502,130,0,632,420,27,20000,10800,30800
'Simulation 98',1,4,1,0,0.2,1026,625,166,0,791,211,24,20000,10400,30400
'Simulation 99',1,4,1,0,0.2,1015,601,149,0,750,244,21,20000,9800,29800
'Simulation 100',1,4,1,0,0.2,996,558,137,0,695,278,23,20000,9650,29650
'AveragedSim',1,4.0,1.0,0.0,0.2,1008.96,585.4,137.4,0.0,722.8,265.84,20.32,20000.0,9720.0,29720.0
'Simulation 101',1,4,1,0,0.25,1200,540,138,0,678,491,31,20000,11850,31850
'Simulation 102',1,4,1,0,0.25,1254,414,96,0,510,713,31,20000,12000,32000
'Simulation 103',1,4,1,0,0.25,1268,461,114,0,575,664,29,20000,12500,32500
'Simulation 104',1,4,1,0,0.25,1248,438,109,0,547,692,9,20000,11950,31950
'Simulation 105',1,4,1,0,0.25,1221,427,106,0,533,667,21,20000,11900,31900
'Simulation 106',1,4,1,0,0.25,1257,452,104,0,556,679,22,20000,12900,32900
'Simulation 107',1,4,1,0,0.25,1216,479,128,0,607,587,22,20000,12150,32150
'Simulation 108',1,4,1,0,0.25,1246,446,103,0,549,667,30,20000,11950,31950
'Simulation 109',1,4,1,0,0.25,1278,469,104,0,573,683,22,20000,12600,32600
'Simulation 110',1,4,1,0,0.25,1274,459,122,0,581,666,27,20000,13300,33300
'Simulation 111',1,4,1,0,0.25,1273,415,106,0,521,723,29,20000,12800,32800
'Simulation 112',1,4,1,0,0.25,1233,487,103,0,590,618,25,20000,12450,32450
'Simulation 113',1,4,1,0,0.25,1289,449,107,0,556,704,29,20000,12700,32700
'Simulation 114',1,4,1,0,0.25,1236,412,106,0,518,695,23,20000,12200,32200
'Simulation 115',1,4,1,0,0.25,1235,476,119,0,595,617,23,20000,13000,33000
'Simulation 116',1,4,1,0,0.25,1267,510,115,0,625,612,30,20000,12150,32150
'Simulation 117',1,4,1,0,0.25,1221,408,93,0,501,690,30,20000,12100,32100
'Simulation 118',1,4,1,0,0.25,1214,459,107,0,566,617,31,20000,12050,32050
'Simulation 119',1,4,1,0,0.25,1193,514,127,0,641,516,36,20000,11400,31400
'Simulation 120',1,4,1,0,0.25,1217,489,122,0,611,577,29,20000,11950,31950
'Simulation 121',1,4,1,0,0.25,1216,479,128,0,607,587,22,20000,12150,32150
'Simulation 122',1,4,1,0,0.25,1244,461,116,0,577,646,21,20000,12250,32250
'Simulation 123',1,4,1,0,0.25,1265,491,119,0,610,623,32,20000,12250,32250
'Simulation 124',1,4,1,0,0.25,1210,437,111,0,548,627,35,20000,11750,31750
'Simulation 125',1,4,1,0,0.25,1235,459,128,0,587,619,29,20000,12350,32350
'AveragedSim',1,4.0,1.0,0.0,0.25,1240.4,461.24,113.24,0.0,574.48,639.2,26.72,20000.0,12266.0,32266.0
