'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 37',1,4,1,0,0.6,2992,188,51,0,239,2680,73,20000,25250,45250
'Simulation 38',1,4,1,0,0.6,3007,207,53,0,260,2678,69,20000,25400,45400
'Simulation 39',1,4,1,0,0.6,3002,203,35,0,238,2690,74,20000,25250,45250
'Simulation 40',1,4,1,0,0.6,2941,176,56,0,232,2640,69,20000,25850,45850
'Simulation 41',1,4,1,0,0.6,2999,206,36,0,242,2696,61,20000,26450,46450
'Simulation 42',1,4,1,0,0.6,2998,206,43,0,249,2675,74,20000,24600,44600
'Simulation 43',1,4,1,0,0.6,3022,198,47,0,245,2713,64,20000,25300,45300
'Simulation 44',1,4,1,0,0.6,3026,205,33,0,238,2717,71,20000,25900,45900
'Simulation 45',1,4,1,0,0.6,3017,185,49,0,234,2716,67,20000,26300,46300
'Simulation 46',1,4,1,0,0.6,2965,198,52,0,250,2645,70,20000,26450,46450
'Simulation 47',1,4,1,0,0.6,2983,213,36,0,249,2670,64,20000,26150,46150
'Simulation 48',1,4,1,0,0.6,3047,198,56,0,254,2726,67,20000,26950,46950
'Simulation 49',1,4,1,0,0.6,3023,191,53,0,244,2716,63,20000,24950,44950
'Simulation 50',1,4,1,0,0.6,2946,179,49,0,228,2661,57,20000,24400,44400
'AveragedSim',1,4.0,1.0,0.0,0.6,2992.96,195.32,46.92,0.0,242.24,2684.8,65.92,20000.0,25550.0,45550.0
'Simulation 51',1,4,1,0,0.65,3271,186,35,0,221,2996,54,20000,25900,45900
'Simulation 52',1,4,1,0,0.65,3274,184,48,0,232,2964,78,20000,26900,46900
'Simulation 53',1,4,1,0,0.65,3241,189,55,0,244,2925,72,20000,27700,47700
'Simulation 54',1,4,1,0,0.65,3187,170,48,0,218,2903,66,20000,26800,46800
'Simulation 55',1,4,1,0,0.65,3225,200,43,0,243,2906,76,20000,25900,45900
'Simulation 56',1,4,1,0,0.65,3287,177,50,0,227,3002,58,20000,27850,47850
'Simulation 57',1,4,1,0,0.65,3293,171,35,0,206,3008,79,20000,26550,46550
'Simulation 58',1,4,1,0,0.65,3213,229,47,0,276,2871,66,20000,26650,46650
'Simulation 59',1,4,1,0,0.65,3230,253,56,0,309,2845,76,20000,25800,45800
'Simulation 60',1,4,1,0,0.65,3209,213,56,0,269,2859,81,20000,26550,46550
'Simulation 61',1,4,1,0,0.65,3221,186,37,0,223,2933,65,20000,25750,45750
'Simulation 62',1,4,1,0,0.65,3232,192,50,0,242,2921,69,20000,26050,46050
'Simulation 63',1,4,1,0,0.65,3239,171,44,0,215,2959,65,20000,26550,46550
'Simulation 64',1,4,1,0,0.65,3214,195,41,0,236,2900,78,20000,26650,46650
'Simulation 65',1,4,1,0,0.65,3284,196,39,0,235,2976,73,20000,26300,46300
'Simulation 66',1,4,1,0,0.65,3284,194,45,0,239,2962,83,20000,26800,46800
'Simulation 67',1,4,1,0,0.65,3220,161,41,0,202,2948,70,20000,25750,45750
'Simulation 68',1,4,1,0,0.65,3243,183,50,0,233,2941,69,20000,26150,46150
'Simulation 69',1,4,1,0,0.65,3261,176,32,0,208,2978,75,20000,25850,45850
'Simulation 70',1,4,1,0,0.65,3243,172,38,0,210,2964,69,20000,28300,48300
'Simulation 71',1,4,1,0,0.65,3255,183,44,0,227,2950,78,20000,26950,46950
'Simulation 72',1,4,1,0,0.65,3271,187,49,0,236,2972,63,20000,28050,48050
'Simulation 73',1,4,1,0,0.65,3273,188,35,0,223,2986,64,20000,26550,46550
'Simulation 74',1,4,1,0,0.65,3243,200,55,0,255,2917,71,20000,27150,47150
'Simulation 75',1,4,1,0,0.65,3228,200,53,0,253,2901,74,20000,26550,46550
'AveragedSim',1,4.0,1.0,0.0,0.65,3245.64,190.24,45.04,0.0,235.28,2939.48,70.88,20000.0,26640.0,46640.0
'Simulation 76',1,4,1,0,0.7,3535,184,44,0,228,3226,81,20000,28350,48350
'Simulation 77',1,4,1,0,0.7,3434,190,42,0,232,3128,74,20000,28000,48000
'Simulation 78',1,4,1,0,0.7,3490,189,45,0,234,3182,74,20000,27950,47950
'Simulation 79',1,4,1,0,0.7,3473,186,36,0,222,3178,73,20000,27300,47300
'Simulation 80',1,4,1,0,0.7,3440,159,40,0,199,3164,77,20000,27100,47100
'Simulation 81',1,4,1,0,0.7,3470,169,30,0,199,3196,75,20000,28650,48650
'Simulation 82',1,4,1,0,0.7,3507,170,27,0,197,3229,81,20000,27750,47750
'Simulation 83',1,4,1,0,0.7,3454,170,48,0,218,3164,72,20000,27650,47650
'Simulation 84',1,4,1,0,0.7,3520,159,45,0,204,3242,74,20000,28200,48200
'Simulation 85',1,4,1,0,0.7,3494,156,42,0,198,3223,73,20000,28900,48900
'Simulation 86',1,4,1,0,0.7,3482,191,54,0,245,3159,78,20000,28550,48550
'Simulation 87',1,4,1,0,0.7,3515,208,37,0,245,3188,82,20000,27250,47250
'Simulation 88',1,4,1,0,0.7,3546,199,57,0,256,3214,76,20000,29050,49050
'Simulation 89',1,4,1,0,0.7,3544,164,49,0,213,3246,85,20000,26850,46850
'Simulation 90',1,4,1,0,0.7,3515,169,33,0,202,3235,78,20000,26950,46950
'Simulation 91',1,4,1,0,0.7,3556,167,40,0,207,3272,77,20000,27700,47700
'Simulation 92',1,4,1,0,0.7,3482,182,42,0,224,3186,72,20000,27550,47550
'Simulation 93',1,4,1,0,0.7,3530,203,57,0,260,3192,78,20000,27850,47850
'Simulation 94',1,4,1,0,0.7,3515,163,35,0,198,3239,78,20000,27900,47900
'Simulation 95',1,4,1,0,0.7,3440,162,39,0,201,3153,86,20000,28900,48900
'Simulation 96',1,4,1,0,0.7,3488,183,36,0,219,3197,72,20000,27550,47550
'Simulation 97',1,4,1,0,0.7,3519,180,30,0,210,3227,82,20000,27150,47150
'Simulation 98',1,4,1,0,0.7,3474,217,33,0,250,3151,73,20000,27950,47950
'Simulation 99',1,4,1,0,0.7,3493,201,48,0,249,3170,74,20000,28300,48300
'Simulation 100',1,4,1,0,0.7,3498,149,41,0,190,3234,74,20000,27050,47050
'AveragedSim',1,4.0,1.0,0.0,0.7,3496.56,178.8,41.2,0.0,220.0,3199.8,76.76,20000.0,27856.0,47856.0
'Simulation 101',1,4,1,0,0.75,3733,186,37,0,223,3432,78,20000,28400,48400
'Simulation 102',1,4,1,0,0.75,3744,151,50,0,201,3457,86,20000,29750,49750
'Simulation 103',1,4,1,0,0.75,3723,170,24,0,194,3448,81,20000,28700,48700
'Simulation 104',1,4,1,0,0.75,3754,163,38,0,201,3475,78,20000,29350,49350
'Simulation 105',1,4,1,0,0.75,3713,151,39,0,190,3444,79,20000,28950,48950
'Simulation 106',1,4,1,0,0.75,3752,200,50,0,250,3417,85,20000,29500,49500
'Simulation 107',1,4,1,0,0.75,3802,165,38,0,203,3517,82,20000,28850,48850
'Simulation 108',1,4,1,0,0.75,3761,185,41,0,226,3452,83,20000,28500,48500
'Simulation 109',1,4,1,0,0.75,3726,138,31,0,169,3472,85,20000,28750,48750
'Simulation 110',1,4,1,0,0.75,3779,166,31,0,197,3509,73,20000,28800,48800
'Simulation 111',1,4,1,0,0.75,3732,151,39,0,190,3457,85,20000,29200,49200
'Simulation 112',1,4,1,0,0.75,3741,148,29,0,177,3484,80,20000,29300,49300
'Simulation 113',1,4,1,0,0.75,3741,155,38,0,193,3471,77,20000,29800,49800
'Simulation 114',1,4,1,0,0.75,3715,161,37,0,198,3432,85,20000,28750,48750
'Simulation 115',1,4,1,0,0.75,3812,167,38,0,205,3529,78,20000,28250,48250
'Simulation 116',1,4,1,0,0.75,3724,163,40,0,203,3440,81,20000,27850,47850
'Simulation 117',1,4,1,0,0.75,3764,184,51,0,235,3443,86,20000,29350,49350
'Simulation 118',1,4,1,0,0.75,3690,174,33,0,207,3396,87,20000,29900,49900
'Simulation 119',1,4,1,0,0.75,3742,179,26,0,205,3456,81,20000,28800,48800
'Simulation 120',1,4,1,0,0.75,3804,169,32,0,201,3524,79,20000,28000,48000
'Simulation 121',1,4,1,0,0.75,3758,146,40,0,186,3480,92,20000,28900,48900
'Simulation 122',1,4,1,0,0.75,3714,182,46,0,228,3406,80,20000,27400,47400
'Simulation 123',1,4,1,0,0.75,3747,169,36,0,205,3456,86,20000,28750,48750
'Simulation 124',1,4,1,0,0.75,3718,162,36,0,198,3436,84,20000,28400,48400
'Simulation 125',1,4,1,0,0.75,3775,153,44,0,197,3492,86,20000,29300,49300
'AveragedSim',1,4.0,1.0,0.0,0.75,3746.56,165.52,37.76,0.0,203.28,3461.0,82.28,20000.0,28860.0,48860.0
