'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 43',1,4,1,0,0.85,4255,162,40,0,202,3960,93,20000,30400,50400
'Simulation 44',1,4,1,0,0.85,4253,150,48,0,198,3962,93,20000,30250,50250
'Simulation 45',1,4,1,0,0.85,4223,133,40,0,173,3962,88,20000,30450,50450
'Simulation 46',1,4,1,0,0.85,4252,161,42,0,203,3954,95,20000,30600,50600
'Simulation 47',1,4,1,0,0.85,4233,156,40,0,196,3944,93,20000,31350,51350
'Simulation 48',1,4,1,0,0.85,4265,159,37,0,196,3976,93,20000,30100,50100
'Simulation 49',1,4,1,0,0.85,4215,147,47,0,194,3924,97,20000,29950,49950
'Simulation 50',1,4,1,0,0.85,4227,170,33,0,203,3932,92,20000,29650,49650
'AveragedSim',1,4.0,1.0,0.0,0.85,4229.32,154.4,37.6,0.0,192.0,3945.24,92.08,20000.0,30560.0,50560.0
'Simulation 51',1,4,1,0,0.9,4481,171,31,0,202,4184,95,20000,32650,52650
'Simulation 52',1,4,1,0,0.9,4533,120,29,0,149,4285,99,20000,32150,52150
'Simulation 53',1,4,1,0,0.9,4520,167,42,0,209,4221,90,20000,32550,52550
'Simulation 54',1,4,1,0,0.9,4464,147,35,0,182,4182,100,20000,30450,50450
'Simulation 55',1,4,1,0,0.9,4501,150,39,0,189,4216,96,20000,33200,53200
'Simulation 56',1,4,1,0,0.9,4526,136,32,0,168,4262,96,20000,31300,51300
'Simulation 57',1,4,1,0,0.9,4465,160,31,0,191,4177,97,20000,30500,50500
'Simulation 58',1,4,1,0,0.9,4500,129,39,0,168,4231,101,20000,32100,52100
'Simulation 59',1,4,1,0,0.9,4503,153,28,0,181,4221,101,20000,31800,51800
'Simulation 60',1,4,1,0,0.9,4466,123,37,0,160,4207,99,20000,31850,51850
'Simulation 61',1,4,1,0,0.9,4500,147,41,0,188,4215,97,20000,30600,50600
'Simulation 62',1,4,1,0,0.9,4475,134,42,0,176,4195,104,20000,30750,50750
'Simulation 63',1,4,1,0,0.9,4492,143,38,0,181,4212,99,20000,31800,51800
'Simulation 64',1,4,1,0,0.9,4479,155,38,0,193,4180,106,20000,32500,52500
'Simulation 65',1,4,1,0,0.9,4486,152,38,0,190,4193,103,20000,31000,51000
'Simulation 66',1,4,1,0,0.9,4511,148,46,0,194,4218,99,20000,31850,51850
'Simulation 67',1,4,1,0,0.9,4523,145,47,0,192,4233,98,20000,32400,52400
'Simulation 68',1,4,1,0,0.9,4508,147,29,0,176,4232,100,20000,31700,51700
'Simulation 69',1,4,1,0,0.9,4494,146,40,0,186,4205,103,20000,32350,52350
'Simulation 70',1,4,1,0,0.9,4498,163,28,0,191,4212,95,20000,31750,51750
'Simulation 71',1,4,1,0,0.9,4496,131,33,0,164,4239,93,20000,32050,52050
'Simulation 72',1,4,1,0,0.9,4505,121,32,0,153,4250,102,20000,30800,50800
'Simulation 73',1,4,1,0,0.9,4488,154,33,0,187,4206,95,20000,32500,52500
'Simulation 74',1,4,1,0,0.9,4482,168,40,0,208,4178,96,20000,31700,51700
'Simulation 75',1,4,1,0,0.9,4474,166,47,0,213,4163,98,20000,32450,52450
'AveragedSim',1,4.0,1.0,0.0,0.9,4494.8,147.04,36.6,0.0,183.64,4212.68,98.48,20000.0,31790.0,51790.0
'Simulation 76',1,4,1,0,0.95,4763,148,30,0,178,4479,106,20000,32900,52900
'Simulation 77',1,4,1,0,0.95,4755,165,34,0,199,4451,105,20000,32050,52050
'Simulation 78',1,4,1,0,0.95,4773,146,37,0,183,4485,105,20000,33100,53100
'Simulation 79',1,4,1,0,0.95,4739,143,24,0,167,4474,98,20000,32600,52600
'Simulation 80',1,4,1,0,0.95,4746,157,33,0,190,4453,103,20000,33350,53350
'Simulation 81',1,4,1,0,0.95,4734,149,36,0,185,4445,104,20000,32150,52150
'Simulation 82',1,4,1,0,0.95,4772,139,29,0,168,4501,103,20000,32500,52500
'Simulation 83',1,4,1,0,0.95,4750,142,28,0,170,4473,107,20000,33250,53250
'Simulation 84',1,4,1,0,0.95,4717,100,26,0,126,4487,104,20000,31000,51000
'Simulation 85',1,4,1,0,0.95,4748,149,36,0,185,4462,101,20000,32100,52100
'Simulation 86',1,4,1,0,0.95,4728,152,38,0,190,4435,103,20000,32550,52550
'Simulation 87',1,4,1,0,0.95,4763,170,43,0,213,4445,105,20000,32450,52450
'Simulation 88',1,4,1,0,0.95,4739,144,36,0,180,4452,107,20000,32200,52200
'Simulation 89',1,4,1,0,0.95,4753,146,45,0,191,4457,105,20000,33100,53100
'Simulation 90',1,4,1,0,0.95,4773,122,38,0,160,4509,104,20000,33350,53350
'Simulation 91',1,4,1,0,0.95,4778,130,33,0,163,4512,103,20000,32150,52150
'Simulation 92',1,4,1,0,0.95,4750,184,41,0,225,4423,102,20000,33900,53900
'Simulation 93',1,4,1,0,0.95,4777,144,31,0,175,4495,107,20000,33850,53850
'Simulation 94',1,4,1,0,0.95,4761,100,33,0,133,4525,103,20000,32450,52450
'Simulation 95',1,4,1,0,0.95,4729,137,38,0,175,4454,100,20000,32650,52650
'Simulation 96',1,4,1,0,0.95,4744,147,40,0,187,4458,99,20000,33800,53800
'Simulation 97',1,4,1,0,0.95,4737,143,39,0,182,4449,106,20000,32700,52700
'Simulation 98',1,4,1,0,0.95,4727,137,32,0,169,4459,99,20000,33550,53550
'Simulation 99',1,4,1,0,0.95,4757,146,31,0,177,4474,106,20000,32600,52600
'Simulation 100',1,4,1,0,0.95,4738,162,44,0,206,4427,105,20000,32850,52850
'AveragedSim',1,4.0,1.0,0.0,0.95,4750.04,144.08,35.0,0.0,179.08,4467.36,103.6,20000.0,32766.0,52766.0
'Simulation 101',1,4,1,0,1.0,5000,137,38,0,175,4713,112,20000,32800,52800
'Simulation 102',1,4,1,0,1.0,5000,138,35,0,173,4717,110,20000,33000,53000
'Simulation 103',1,4,1,0,1.0,5000,103,26,0,129,4764,107,20000,33900,53900
'Simulation 104',1,4,1,0,1.0,5000,123,30,0,153,4741,106,20000,33700,53700
'Simulation 105',1,4,1,0,1.0,5000,134,36,0,170,4719,111,20000,33850,53850
'Simulation 106',1,4,1,0,1.0,5000,137,34,0,171,4720,109,20000,33600,53600
'Simulation 107',1,4,1,0,1.0,5000,150,43,0,193,4699,108,20000,32500,52500
'Simulation 108',1,4,1,0,1.0,5000,144,28,0,172,4720,108,20000,33150,53150
'Simulation 109',1,4,1,0,1.0,5000,158,44,0,202,4689,109,20000,33050,53050
'Simulation 110',1,4,1,0,1.0,5000,122,27,0,149,4741,110,20000,32700,52700
'Simulation 111',1,4,1,0,1.0,5000,128,23,0,151,4741,108,20000,33800,53800
'Simulation 112',1,4,1,0,1.0,5000,119,27,0,146,4746,108,20000,33000,53000
'Simulation 113',1,4,1,0,1.0,5000,123,27,0,150,4739,111,20000,33300,53300
'Simulation 114',1,4,1,0,1.0,5000,127,42,0,169,4721,110,20000,32800,52800
'Simulation 115',1,4,1,0,1.0,5000,134,36,0,170,4721,109,20000,33150,53150
'Simulation 116',1,4,1,0,1.0,5000,149,29,0,178,4713,109,20000,32400,52400
'Simulation 117',1,4,1,0,1.0,5000,118,22,0,140,4752,108,20000,34100,54100
'Simulation 118',1,4,1,0,1.0,5000,128,26,0,154,4740,106,20000,33250,53250
'Simulation 119',1,4,1,0,1.0,5000,125,32,0,157,4736,107,20000,33550,53550
'Simulation 120',1,4,1,0,1.0,5000,168,34,0,202,4690,108,20000,32950,52950
'Simulation 121',1,4,1,0,1.0,5000,123,24,0,147,4745,108,20000,31250,51250
'Simulation 122',1,4,1,0,1.0,5000,150,23,0,173,4719,108,20000,32700,52700
'Simulation 123',1,4,1,0,1.0,5000,141,28,0,169,4725,106,20000,33250,53250
'Simulation 124',1,4,1,0,1.0,5000,131,28,0,159,4731,110,20000,33450,53450
'Simulation 125',1,4,1,0,1.0,5000,129,29,0,158,4733,109,20000,33400,53400
'AveragedSim',1,4.0,1.0,0.0,1.0,5000.0,133.56,30.84,0.0,164.4,4727.0,108.6,20000.0,33144.0,53144.0
