'Simulation','Policy','nPublic','nPrivate','nCar','PatientProb','nPatient','nPublicSaved','nPrivateSaved','nCarSaved','nTotalSaved','nDead','nAlive','PublicCost','PrivateCost','TotalCost'
'Simulation 61',1,4,1,0,0.15,718,628,79,0,707,3,8,20000,4000,24000
'Simulation 62',1,4,1,0,0.15,721,646,74,0,720,0,1,20000,3700,23700
'Simulation 63',1,4,1,0,0.15,721,649,61,0,710,0,11,20000,3100,23100
'Simulation 64',1,4,1,0,0.15,762,673,82,0,755,1,6,20000,4150,24150
'Simulation 65',1,4,1,0,0.15,721,648,66,0,714,0,7,20000,3300,23300
'Simulation 66',1,4,1,0,0.15,767,676,83,0,759,2,6,20000,4150,24150
'Simulation 67',1,4,1,0,0.15,798,668,105,0,773,21,4,20000,5550,25550
'Simulation 68',1,4,1,0,0.15,741,651,78,0,729,2,10,20000,3950,23950
'Simulation 69',1,4,1,0,0.15,742,636,100,0,736,2,4,20000,5000,25000
'Simulation 70',1,4,1,0,0.15,733,636,87,0,723,3,7,20000,4450,24450
'Simulation 71',1,4,1,0,0.15,758,655,95,0,750,1,7,20000,4750,24750
'Simulation 72',1,4,1,0,0.15,736,633,95,0,728,2,6,20000,4750,24750
'Simulation 73',1,4,1,0,0.15,711,613,85,0,698,2,11,20000,4350,24350
'Simulation 74',1,4,1,0,0.15,749,647,97,0,744,3,2,20000,4900,24900
'Simulation 75',1,4,1,0,0.15,725,661,57,0,718,0,7,20000,2850,22850
'AveragedSim',1,4.0,1.0,0.0,0.15,746.16,650.88,85.6,0.0,736.48,3.48,6.2,20000.0,4338.0,24338.0
'Simulation 76',1,4,1,0,0.2,967,586,152,0,738,215,14,20000,9500,29500
'Simulation 77',1,4,1,0,0.2,973,664,168,0,832,128,13,20000,9650,29650
'Simulation 78',1,4,1,0,0.2,969,541,138,0,679,271,19,20000,9500,29500
'Simulation 79',1,4,1,0,0.2,1052,597,137,0,734,300,18,20000,10850,30850
'Simulation 80',1,4,1,0,0.2,1016,564,142,0,706,298,12,20000,10050,30050
'Simulation 81',1,4,1,0,0.2,1016,634,154,0,788,219,9,20000,10100,30100
'Simulation 82',1,4,1,0,0.2,1007,567,145,0,712,278,17,20000,9850,29850
'Simulation 83',1,4,1,0,0.2,1019,598,114,0,712,285,22,20000,9400,29400
'Simulation 84',1,4,1,0,0.2,984,687,139,0,826,133,25,20000,8400,28400
'Simulation 85',1,4,1,0,0.2,978,602,143,0,745,218,15,20000,9450,29450
'Simulation 86',1,4,1,0,0.2,996,558,137,0,695,278,23,20000,9650,29650
'Simulation 87',1,4,1,0,0.2,970,626,163,0,789,173,8,20000,9900,29900
'Simulation 88',1,4,1,0,0.2,1006,611,150,0,761,228,17,20000,10100,30100
'Simulation 89',1,4,1,0,0.2,961,637,129,0,766,170,25,20000,8250,28250
'Simulation 90',1,4,1,0,0.2,1052,524,146,0,670,359,23,20000,10550,30550
'Simulation 91',1,4,1,0,0.2,1023,562,133,0,695,307,21,20000,10200,30200
'Simulation 92',1,4,1,0,0.2,1009,489,137,0,626,376,7,20000,10350,30350
'Simulation 93',1,4,1,0,0.2,1011,638,157,0,795,204,12,20000,9750,29750
'Simulation 94',1,4,1,0,0.2,1019,521,144,0,665,334,20,20000,10400,30400
'Simulation 95',1,4,1,0,0.2,1000,610,153,0,763,218,19,20000,9800,29800
'Simulation 96',1,4,1,0,0.2,1050,561,136,0,697,339,14,20000,10650,30650
'Simulation 97',1,4,1,0,0.2,981,605,131,0,736,227,18,20000,9000,29000
'Simulation 98',1,4,1,0,0.2,1005,598,150,0,748,248,9,20000,10250,30250
'Simulation 99',1,4,1,0,0.2,1001,602,141,0,743,239,19,20000,9800,29800
'Simulation 100',1,4,1,0,0.2,948,637,158,0,795,135,18,20000,9150,29150
'AveragedSim',1,4.0,1.0,0.0,0.2,1000.52,592.76,143.88,0.0,736.64,247.2,16.68,20000.0,9782.0,29782.0
'Simulation 101',1,4,1,0,0.25,1225,421,91,0,512,693,20,20000,12100,32100
'Simulation 102',1,4,1,0,0.25,1250,452,103,0,555,672,23,20000,11750,31750
'Simulation 103',1,4,1,0,0.25,1244,440,116,0,556,673,15,20000,12750,32750
'Simulation 104',1,4,1,0,0.25,1221,457,130,0,587,604,30,20000,12450,32450
'Simulation 105',1,4,1,0,0.25,1217,493,113,0,606,589,22,20000,11800,31800
'Simulation 106',1,4,1,0,0.25,1249,427,102,0,529,688,32,20000,12400,32400
'Simulation 107',1,4,1,0,0.25,1200,458,117,0,575,594,31,20000,11950,31950
'Simulation 108',1,4,1,0,0.25,1252,451,114,0,565,657,30,20000,12600,32600
'Simulation 109',1,4,1,0,0.25,1289,410,104,0,514,751,24,20000,12950,32950
'Simulation 110',1,4,1,0,0.25,1241,489,106,0,595,614,32,20000,11850,31850
'Simulation 111',1,4,1,0,0.25,1263,456,98,0,554,684,25,20000,11850,31850
'Simulation 112',1,4,1,0,0.25,1296,382,78,0,460,803,33,20000,12600,32600
'Simulation 113',1,4,1,0,0.25,1303,415,103,0,518,755,30,20000,12950,32950
'Simulation 114',1,4,1,0,0.25,1208,426,118,0,544,637,27,20000,12100,32100
'Simulation 115',1,4,1,0,0.25,1276,480,114,0,594,653,29,20000,12900,32900
'Simulation 116',1,4,1,0,0.25,1217,478,116,0,594,602,21,20000,12000,32000
'Simulation 117',1,4,1,0,0.25,1256,445,104,0,549,673,34,20000,11950,31950
'Simulation 118',1,4,1,0,0.25,1230,492,107,0,599,606,25,20000,11700,31700
'Simulation 119',1,4,1,0,0.25,1205,448,97,0,545,625,35,20000,11450,31450
'Simulation 120',1,4,1,0,0.25,1302,444,120,0,564,714,24,20000,13550,33550
'Simulation 121',1,4,1,0,0.25,1223,431,121,0,552,647,24,20000,12400,32400
'Simulation 122',1,4,1,0,0.25,1222,445,115,0,560,636,26,20000,12300,32300
'Simulation 123',1,4,1,0,0.25,1203,482,122,0,604,578,21,20000,12050,32050
'Simulation 124',1,4,1,0,0.25,1261,440,101,0,541,695,25,20000,12100,32100
'Simulation 125',1,4,1,0,0.25,1242,457,96,0,553,667,22,20000,12050,32050
'AveragedSim',1,4.0,1.0,0.0,0.25,1243.8,448.76,108.24,0.0,557.0,660.4,26.4,20000.0,12262.0,32262.0
