'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost'
'Simulation 84',2,4,0,0,0.17,1733,997,0,0,717,19,40000,0,40000
'Simulation 85',2,4,0,0,0.17,1749,1041,0,0,693,15,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.17,1704.2,1084.0,0.0,0.0,603.2,17.0,40000.0,0.0,40000.0
'Simulation 86',2,4,0,0,0.18,1854,981,0,0,850,23,40000,0,40000
'Simulation 87',2,4,0,0,0.18,1847,959,0,0,872,16,40000,0,40000
'Simulation 88',2,4,0,0,0.18,1753,1044,0,0,692,17,40000,0,40000
'Simulation 89',2,4,0,0,0.18,1838,1057,0,0,757,24,40000,0,40000
'Simulation 90',2,4,0,0,0.18,1780,1027,0,0,732,21,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.18,1814.4,1013.6,0.0,0.0,780.6,20.2,40000.0,0.0,40000.0
'Simulation 91',2,4,0,0,0.19,1864,952,0,0,900,12,40000,0,40000
'Simulation 92',2,4,0,0,0.19,1905,871,0,0,1018,16,40000,0,40000
'Simulation 93',2,4,0,0,0.19,1937,858,0,0,1064,15,40000,0,40000
'Simulation 94',2,4,0,0,0.19,1901,933,0,0,944,24,40000,0,40000
'Simulation 95',2,4,0,0,0.19,1922,1018,0,0,890,14,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.19,1905.8,926.4,0.0,0.0,963.2,16.2,40000.0,0.0,40000.0
'Simulation 96',2,4,0,0,0.2,1978,876,0,0,1083,19,40000,0,40000
'Simulation 97',2,4,0,0,0.2,2029,887,0,0,1120,22,40000,0,40000
'Simulation 98',2,4,0,0,0.2,2014,910,0,0,1087,17,40000,0,40000
'Simulation 99',2,4,0,0,0.2,1963,937,0,0,1010,16,40000,0,40000
'Simulation 100',2,4,0,0,0.2,1999,874,0,0,1106,19,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.2,1996.6,896.8,0.0,0.0,1081.2,18.6,40000.0,0.0,40000.0
'Simulation 101',2,4,0,0,0.21,2078,860,0,0,1200,18,40000,0,40000
'Simulation 102',2,4,0,0,0.21,2174,760,0,0,1388,26,40000,0,40000
'Simulation 103',2,4,0,0,0.21,2191,902,0,0,1256,33,40000,0,40000
'Simulation 104',2,4,0,0,0.21,2083,872,0,0,1189,22,40000,0,40000
'Simulation 105',2,4,0,0,0.21,2131,771,0,0,1340,20,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.21,2131.4,833.0,0.0,0.0,1274.6,23.8,40000.0,0.0,40000.0
'Simulation 106',2,4,0,0,0.22,2201,775,0,0,1402,24,40000,0,40000
'Simulation 107',2,4,0,0,0.22,2299,807,0,0,1473,19,40000,0,40000
'Simulation 108',2,4,0,0,0.22,2176,884,0,0,1265,27,40000,0,40000
'Simulation 109',2,4,0,0,0.22,2218,812,0,0,1382,24,40000,0,40000
'Simulation 110',2,4,0,0,0.22,2136,846,0,0,1265,25,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.22,2206.0,824.8,0.0,0.0,1357.4,23.8,40000.0,0.0,40000.0
'Simulation 111',2,4,0,0,0.23,2286,712,0,0,1557,17,40000,0,40000
'Simulation 112',2,4,0,0,0.23,2243,821,0,0,1399,23,40000,0,40000
'Simulation 113',2,4,0,0,0.23,2288,792,0,0,1472,24,40000,0,40000
'Simulation 114',2,4,0,0,0.23,2380,857,0,0,1504,19,40000,0,40000
'Simulation 115',2,4,0,0,0.23,2314,790,0,0,1497,27,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.23,2302.2,794.4,0.0,0.0,1485.8,22.0,40000.0,0.0,40000.0
'Simulation 116',2,4,0,0,0.24,2371,758,0,0,1587,26,40000,0,40000
'Simulation 117',2,4,0,0,0.24,2368,777,0,0,1562,29,40000,0,40000
'Simulation 118',2,4,0,0,0.24,2387,806,0,0,1553,28,40000,0,40000
'Simulation 119',2,4,0,0,0.24,2401,746,0,0,1638,17,40000,0,40000
'Simulation 120',2,4,0,0,0.24,2357,784,0,0,1551,22,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.24,2376.8,774.2,0.0,0.0,1578.2,24.4,40000.0,0.0,40000.0
'Simulation 121',2,4,0,0,0.25,2475,791,0,0,1654,30,40000,0,40000
'Simulation 122',2,4,0,0,0.25,2398,724,0,0,1652,22,40000,0,40000
'Simulation 123',2,4,0,0,0.25,2504,726,0,0,1752,26,40000,0,40000
'Simulation 124',2,4,0,0,0.25,2479,759,0,0,1695,25,40000,0,40000
'Simulation 125',2,4,0,0,0.25,2510,716,0,0,1768,26,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.25,2473.2,743.2,0.0,0.0,1704.2,25.8,40000.0,0.0,40000.0
'Simulation 126',2,4,0,0,0.26,2562,653,0,0,1864,45,40000,0,40000
'Simulation 127',2,4,0,0,0.26,2662,662,0,0,1972,28,40000,0,40000
'Simulation 128',2,4,0,0,0.26,2622,680,0,0,1909,33,40000,0,40000
'Simulation 129',2,4,0,0,0.26,2512,730,0,0,1753,29,40000,0,40000
'Simulation 130',2,4,0,0,0.26,2595,660,0,0,1908,27,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.26,2590.6,677.0,0.0,0.0,1881.2,32.4,40000.0,0.0,40000.0
'Simulation 131',2,4,0,0,0.27,2684,580,0,0,2073,31,40000,0,40000
'Simulation 132',2,4,0,0,0.27,2703,674,0,0,2001,28,40000,0,40000
'Simulation 133',2,4,0,0,0.27,2734,639,0,0,2056,39,40000,0,40000
'Simulation 134',2,4,0,0,0.27,2643,734,0,0,1880,29,40000,0,40000
'Simulation 135',2,4,0,0,0.27,2693,719,0,0,1945,29,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.27,2691.4,669.2,0.0,0.0,1991.0,31.2,40000.0,0.0,40000.0
'Simulation 136',2,4,0,0,0.28,2794,597,0,0,2165,32,40000,0,40000
'Simulation 137',2,4,0,0,0.28,2774,642,0,0,2096,36,40000,0,40000
'Simulation 138',2,4,0,0,0.28,2785,645,0,0,2102,38,40000,0,40000
'Simulation 139',2,4,0,0,0.28,2758,665,0,0,2060,33,40000,0,40000
'Simulation 140',2,4,0,0,0.28,2786,569,0,0,2181,36,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.28,2779.4,623.6,0.0,0.0,2120.8,35.0,40000.0,0.0,40000.0
'Simulation 141',2,4,0,0,0.29,2872,623,0,0,2215,34,40000,0,40000
'Simulation 142',2,4,0,0,0.29,2937,554,0,0,2343,40,40000,0,40000
'Simulation 143',2,4,0,0,0.29,2862,627,0,0,2203,32,40000,0,40000
'Simulation 144',2,4,0,0,0.29,2857,597,0,0,2225,35,40000,0,40000
'Simulation 145',2,4,0,0,0.29,2897,613,0,0,2249,35,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.29,2885.0,602.8,0.0,0.0,2247.0,35.2,40000.0,0.0,40000.0
'Simulation 146',2,4,0,0,0.3,3009,688,0,0,2289,32,40000,0,40000
'Simulation 147',2,4,0,0,0.3,3035,674,0,0,2333,28,40000,0,40000
'Simulation 148',2,4,0,0,0.3,3047,570,0,0,2440,37,40000,0,40000
'Simulation 149',2,4,0,0,0.3,3067,609,0,0,2426,32,40000,0,40000
'Simulation 150',2,4,0,0,0.3,2995,664,0,0,2295,36,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.3,3030.6,641.0,0.0,0.0,2356.6,33.0,40000.0,0.0,40000.0
'Simulation 151',2,4,0,0,0.31,3133,548,0,0,2551,34,40000,0,40000
'Simulation 152',2,4,0,0,0.31,3085,551,0,0,2496,38,40000,0,40000
'Simulation 153',2,4,0,0,0.31,3108,587,0,0,2495,26,40000,0,40000
'Simulation 154',2,4,0,0,0.31,3094,595,0,0,2465,34,40000,0,40000
'Simulation 155',2,4,0,0,0.31,3165,597,0,0,2541,27,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.31,3117.0,575.6,0.0,0.0,2509.6,31.8,40000.0,0.0,40000.0
'Simulation 156',2,4,0,0,0.32,3275,523,0,0,2718,34,40000,0,40000
'Simulation 157',2,4,0,0,0.32,3171,604,0,0,2540,27,40000,0,40000
'Simulation 158',2,4,0,0,0.32,3271,557,0,0,2678,36,40000,0,40000
'Simulation 159',2,4,0,0,0.32,3163,616,0,0,2514,33,40000,0,40000
'Simulation 160',2,4,0,0,0.32,3206,550,0,0,2627,29,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.32,3217.2,570.0,0.0,0.0,2615.4,31.8,40000.0,0.0,40000.0
'Simulation 161',2,4,0,0,0.33,3249,514,0,0,2693,42,40000,0,40000
'Simulation 162',2,4,0,0,0.33,3270,521,0,0,2714,35,40000,0,40000
'Simulation 163',2,4,0,0,0.33,3369,524,0,0,2814,31,40000,0,40000
'Simulation 164',2,4,0,0,0.33,3299,511,0,0,2747,41,40000,0,40000
'Simulation 165',2,4,0,0,0.33,3351,547,0,0,2768,36,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.33,3307.6,523.4,0.0,0.0,2747.2,37.0,40000.0,0.0,40000.0
'Simulation 166',2,4,0,0,0.34,3342,533,0,0,2767,42,40000,0,40000
'Simulation 167',2,4,0,0,0.34,3497,486,0,0,2980,31,40000,0,40000
'Simulation 168',2,4,0,0,0.34,3410,475,0,0,2894,41,40000,0,40000
'Simulation 169',2,4,0,0,0.34,3358,470,0,0,2856,32,40000,0,40000
'Simulation 170',2,4,0,0,0.34,3489,489,0,0,2955,45,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.34,3419.2,490.6,0.0,0.0,2890.4,38.2,40000.0,0.0,40000.0
'Simulation 171',2,4,0,0,0.35,3508,526,0,0,2948,34,40000,0,40000
'Simulation 172',2,4,0,0,0.35,3498,546,0,0,2914,38,40000,0,40000
'Simulation 173',2,4,0,0,0.35,3532,523,0,0,2969,40,40000,0,40000
'Simulation 174',2,4,0,0,0.35,3445,593,0,0,2820,32,40000,0,40000
'Simulation 175',2,4,0,0,0.35,3423,477,0,0,2917,29,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.35,3481.2,533.0,0.0,0.0,2913.6,34.6,40000.0,0.0,40000.0
'Simulation 176',2,4,0,0,0.36,3550,489,0,0,3021,40,40000,0,40000
'Simulation 177',2,4,0,0,0.36,3615,484,0,0,3094,37,40000,0,40000
'Simulation 178',2,4,0,0,0.36,3553,492,0,0,3023,38,40000,0,40000
'Simulation 179',2,4,0,0,0.36,3615,461,0,0,3117,37,40000,0,40000
'Simulation 180',2,4,0,0,0.36,3648,513,0,0,3094,41,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.36,3596.2,487.8,0.0,0.0,3069.8,38.6,40000.0,0.0,40000.0
'Simulation 181',2,4,0,0,0.37,3687,524,0,0,3127,36,40000,0,40000
'Simulation 182',2,4,0,0,0.37,3700,509,0,0,3147,44,40000,0,40000
'Simulation 183',2,4,0,0,0.37,3680,448,0,0,3196,36,40000,0,40000
'Simulation 184',2,4,0,0,0.37,3755,474,0,0,3240,41,40000,0,40000
'Simulation 185',2,4,0,0,0.37,3732,444,0,0,3243,45,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.37,3710.8,479.8,0.0,0.0,3190.6,40.4,40000.0,0.0,40000.0
'Simulation 186',2,4,0,0,0.38,3729,453,0,0,3233,43,40000,0,40000
'Simulation 187',2,4,0,0,0.38,3864,511,0,0,3308,45,40000,0,40000
'Simulation 188',2,4,0,0,0.38,3704,412,0,0,3249,43,40000,0,40000
'Simulation 189',2,4,0,0,0.38,3795,429,0,0,3330,36,40000,0,40000
'Simulation 190',2,4,0,0,0.38,3918,502,0,0,3375,41,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.38,3802.0,461.4,0.0,0.0,3299.0,41.6,40000.0,0.0,40000.0
'Simulation 191',2,4,0,0,0.39,3848,479,0,0,3332,37,40000,0,40000
'Simulation 192',2,4,0,0,0.39,3879,431,0,0,3400,48,40000,0,40000
'Simulation 193',2,4,0,0,0.39,3896,490,0,0,3362,44,40000,0,40000
'Simulation 194',2,4,0,0,0.39,3905,413,0,0,3453,39,40000,0,40000
'Simulation 195',2,4,0,0,0.39,3876,489,0,0,3348,39,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.39,3880.8,460.4,0.0,0.0,3379.0,41.4,40000.0,0.0,40000.0
'Simulation 196',2,4,0,0,0.4,4118,484,0,0,3585,49,40000,0,40000
'Simulation 197',2,4,0,0,0.4,4044,454,0,0,3549,41,40000,0,40000
'Simulation 198',2,4,0,0,0.4,4085,437,0,0,3605,43,40000,0,40000
'Simulation 199',2,4,0,0,0.4,3999,487,0,0,3467,45,40000,0,40000
'Simulation 200',2,4,0,0,0.4,4015,520,0,0,3460,35,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.4,4052.2,476.4,0.0,0.0,3533.2,42.6,40000.0,0.0,40000.0
'Simulation 201',2,4,0,0,0.41,4184,450,0,0,3689,45,40000,0,40000
'Simulation 202',2,4,0,0,0.41,4127,428,0,0,3649,50,40000,0,40000
'Simulation 203',2,4,0,0,0.41,4139,443,0,0,3652,44,40000,0,40000
'Simulation 204',2,4,0,0,0.41,4123,456,0,0,3612,55,40000,0,40000
'Simulation 205',2,4,0,0,0.41,4059,468,0,0,3546,45,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.41,4126.4,449.0,0.0,0.0,3629.6,47.8,40000.0,0.0,40000.0
'Simulation 206',2,4,0,0,0.42,4206,431,0,0,3718,57,40000,0,40000
'Simulation 207',2,4,0,0,0.42,4207,468,0,0,3692,47,40000,0,40000
'Simulation 208',2,4,0,0,0.42,4197,476,0,0,3667,54,40000,0,40000
'Simulation 209',2,4,0,0,0.42,4231,391,0,0,3800,40,40000,0,40000
'Simulation 210',2,4,0,0,0.42,4220,404,0,0,3762,54,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.42,4212.2,434.0,0.0,0.0,3727.8,50.4,40000.0,0.0,40000.0
'Simulation 211',2,4,0,0,0.43,4210,377,0,0,3786,47,40000,0,40000
'Simulation 212',2,4,0,0,0.43,4284,487,0,0,3752,45,40000,0,40000
'Simulation 213',2,4,0,0,0.43,4277,424,0,0,3808,45,40000,0,40000
'Simulation 214',2,4,0,0,0.43,4353,439,0,0,3865,49,40000,0,40000
'Simulation 215',2,4,0,0,0.43,4289,375,0,0,3874,40,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.43,4282.6,420.4,0.0,0.0,3817.0,45.2,40000.0,0.0,40000.0
'Simulation 216',2,4,0,0,0.44,4449,430,0,0,3969,50,40000,0,40000
'Simulation 217',2,4,0,0,0.44,4389,413,0,0,3922,54,40000,0,40000
'Simulation 218',2,4,0,0,0.44,4354,443,0,0,3864,47,40000,0,40000
'Simulation 219',2,4,0,0,0.44,4387,462,0,0,3880,45,40000,0,40000
'Simulation 220',2,4,0,0,0.44,4340,473,0,0,3814,53,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.44,4383.8,444.2,0.0,0.0,3889.8,49.8,40000.0,0.0,40000.0
'Simulation 221',2,4,0,0,0.45,4482,390,0,0,4039,53,40000,0,40000
'Simulation 222',2,4,0,0,0.45,4492,423,0,0,4020,49,40000,0,40000
'Simulation 223',2,4,0,0,0.45,4478,406,0,0,4030,42,40000,0,40000
'Simulation 224',2,4,0,0,0.45,4457,424,0,0,3988,45,40000,0,40000
'Simulation 225',2,4,0,0,0.45,4487,398,0,0,4051,38,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.45,4479.2,408.2,0.0,0.0,4025.6,45.4,40000.0,0.0,40000.0
'Simulation 226',2,4,0,0,0.46,4533,392,0,0,4095,46,40000,0,40000
'Simulation 227',2,4,0,0,0.46,4633,412,0,0,4173,48,40000,0,40000
'Simulation 228',2,4,0,0,0.46,4589,401,0,0,4140,48,40000,0,40000
'Simulation 229',2,4,0,0,0.46,4654,379,0,0,4226,49,40000,0,40000
'Simulation 230',2,4,0,0,0.46,4614,398,0,0,4157,59,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.46,4604.6,396.4,0.0,0.0,4158.2,50.0,40000.0,0.0,40000.0
'Simulation 231',2,4,0,0,0.47,4596,377,0,0,4175,44,40000,0,40000
'Simulation 232',2,4,0,0,0.47,4702,388,0,0,4260,54,40000,0,40000
'Simulation 233',2,4,0,0,0.47,4745,431,0,0,4265,49,40000,0,40000
'Simulation 234',2,4,0,0,0.47,4743,376,0,0,4316,51,40000,0,40000
'Simulation 235',2,4,0,0,0.47,4677,398,0,0,4224,55,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.47,4692.6,394.0,0.0,0.0,4248.0,50.6,40000.0,0.0,40000.0
'Simulation 236',2,4,0,0,0.48,4709,387,0,0,4275,47,40000,0,40000
'Simulation 237',2,4,0,0,0.48,4761,374,0,0,4335,52,40000,0,40000
'Simulation 238',2,4,0,0,0.48,4776,384,0,0,4345,47,40000,0,40000
'Simulation 239',2,4,0,0,0.48,4846,429,0,0,4370,47,40000,0,40000
'Simulation 240',2,4,0,0,0.48,4767,417,0,0,4301,49,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.48,4771.8,398.2,0.0,0.0,4325.2,48.4,40000.0,0.0,40000.0
'Simulation 241',2,4,0,0,0.49,4923,375,0,0,4492,56,40000,0,40000
'Simulation 242',2,4,0,0,0.49,4878,458,0,0,4369,51,40000,0,40000
'Simulation 243',2,4,0,0,0.49,4903,335,0,0,4524,44,40000,0,40000
'Simulation 244',2,4,0,0,0.49,4805,397,0,0,4365,43,40000,0,40000
'Simulation 245',2,4,0,0,0.49,4872,356,0,0,4460,56,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.49,4876.2,384.2,0.0,0.0,4442.0,50.0,40000.0,0.0,40000.0
'Simulation 246',2,4,0,0,0.5,4989,386,0,0,4547,56,40000,0,40000
'Simulation 247',2,4,0,0,0.5,5045,350,0,0,4649,46,40000,0,40000
'Simulation 248',2,4,0,0,0.5,4966,418,0,0,4490,58,40000,0,40000
'Simulation 249',2,4,0,0,0.5,5051,396,0,0,4601,54,40000,0,40000
'Simulation 250',2,4,0,0,0.5,4995,341,0,0,4608,46,40000,0,40000
'AveragedSim',2,4.0,0.0,0.0,0.5,5009.2,378.2,0.0,0.0,4579.0,52.0,40000.0,0.0,40000.0
'Simulation 251',2,4,0,0,0.51,5095,360,0,0,4674,61,40000,0,40000
